match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_challengeLost,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_penaltyWon,stat_hitWoodwork,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_ownGoals,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
12528128,home,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,40.0,28.0,19.0,7.0,0.0,24.0,27.0,4.0,13.0,1.0,1.0,2.0,8.0,3.0,2.0,4.0,2.0,1.0,1.0,90.0,55.0,7.4,13.0,0.00046389,0,-0.6982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,48.0,45.0,4.0,3.0,0.0,24.0,26.0,21.0,22.0,,1.0,,3.0,,,,,,,74.0,61.0,7.0,6.0,0.017184,1,,,,True,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1169,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,False,33.0,30.0,1.0,,0.0,24.0,25.0,6.0,8.0,,1.0,7.0,2.0,,,,,,,90.0,45.0,6.7,5.0,0.00191201,0,,,,,,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,54.0,52.0,2.0,1.0,0.0,37.0,39.0,15.0,15.0,,3.0,4.0,8.0,,,,,,,90.0,65.0,6.7,3.0,0.00419294,1,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,0.0339,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,44.0,40.0,7.0,5.0,0.0,29.0,30.0,11.0,14.0,1.0,2.0,8.0,2.0,,,,,,,90.0,61.0,7.0,5.0,0.00439898,0,,,,,1.0,3.0,,,,,,1.0,,1.0,,,1.0,,,1.0,5.0,2.0,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,20.0,17.0,3.0,1.0,0.0,11.0,13.0,6.0,9.0,,3.0,1.0,2.0,,,,,,,64.0,40.0,7.0,11.0,0.0766531,1,,,,,,3.0,2.0,2.0,1.0,,,2.0,1.0,1.0,0.0361,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12528128,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,8,8,False,56.0,50.0,7.0,5.0,0.0,29.0,32.0,21.0,24.0,,3.0,3.0,3.0,,,,,,,75.0,66.0,7.4,8.0,0.00787814,1,,Chandrel Massanga,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0519,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
12528128,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,60.0,56.0,7.0,7.0,1.0,33.0,35.0,24.0,28.0,,3.0,,3.0,,,,,,,90.0,75.0,8.6,7.0,0.261327,4,,,,,,2.0,,1.0,2.0,,,,,1.0,0.9074,,3.0,1.0,,,,4.0,3.0,,,1.0,2.0,1.0,0.9837,,,,,,,,,
12528128,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,38.0,34.0,3.0,1.0,0.0,14.0,16.0,20.0,22.0,1.0,5.0,,1.0,,,,,,,84.0,48.0,7.0,8.0,0.0262266,1,,,,,,2.0,1.0,1.0,,,,3.0,2.0,,0.0831,1.0,1.0,1.0,,1.0,,2.0,,,,,1.0,,0.1214,,,,,,,,,
12528128,home,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,F,98,98,False,26.0,22.0,1.0,,0.0,6.0,9.0,16.0,17.0,,2.0,,3.0,,,,,,,84.0,36.0,7.1,9.0,0.058655,2,,,,,4.0,10.0,1.0,4.0,,,,1.0,1.0,3.0,0.6871,1.0,,,,,,2.0,,,,,1.0,1.0,0.9929,1.0,,,,,,,,
12528128,home,Hatayspor,Jonathan Okoronkwo,jonathan-okoronkwo,J. Okoronkwo,F,10,175,164,M,1188543,EUR,1063411200,F,11,11,False,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,,,,,,,90.0,18.0,7.3,5.0,0.00121769,1,,Jonathan Okoronkwo,,,1.0,2.0,,,,,,3.0,3.0,,0.2024,,,,,1.0,,,,,,,1.0,1.0,0.4941,,,,,,,,,
12528128,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,F,77,77,True,7.0,7.0,,,0.0,6.0,6.0,1.0,1.0,,,1.0,2.0,,,,,,,26.0,12.0,6.6,2.0,0.00042144,2,,Joelson Mendes,,,,1.0,1.0,,,,,1.0,,1.0,0.0793,,,,,,,,,,,,1.0,,0.015,1.0,,,,,,,,
12528128,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,True,10.0,9.0,,,0.0,8.0,9.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,16.0,15.0,6.7,1.0,0.00075897,0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,17,17,True,8.0,8.0,,,0.0,7.0,7.0,1.0,1.0,,,,2.0,,,,,,,15.0,8.0,6.4,,0.00032834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Funsho Bamgboye,funsho-bamgboye,F. Bamgboye,M,7,173,115,M,822469,EUR,915840000,F,7,7,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,1.0,,,,,,,11.0,4.0,6.7,1.0,1.03e-06,1,,,,,,1.0,,,,,,1.0,,1.0,0.0397,,,,,,1.0,,,,,,1.0,,0.0193,,,,,,,,,
12528128,home,Hatayspor,Ali Yıldız,ali-yildiz,A. Yıldız,M,20,173,28,M,1516749,EUR,1173657600,F,25,25,True,9.0,9.0,,,0.0,8.0,8.0,1.0,1.0,,,,,,,,,,,11.0,9.0,6.5,,0.00026075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Demir Sarıcalı,demir-saricali,D. Sarıcalı,G,34,195,19,M,1548585,EUR,1104537600,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Demir Saricali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Yigit Ali Buz,yigit-ali-buz,Y. A. Buz,D,95,188,15,M,2010670,EUR,1174521600,D,95,95,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528128,home,Hatayspor,Baran Sarka,baran-sarka,B. Sarka,M,6,176,15,M,1521046,EUR,992217600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
