match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_punches,stat_ownGoals
12499330,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,29,29,False,30.0,28.0,6.0,5.0,0.0,26.0,28.0,2.0,2.0,10.0,1.0,1.0,1.0,90.0,38.0,7.2,2.0,0.00025239,0,0.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499330,home,Juventus,Nicolò Savona,,,nicolo-savona,N. Savona,D,37,192,2582,M,,1010220,EUR,1048032000,D,37,37,False,31.0,29.0,3.0,3.0,0.0,18.0,19.0,11.0,12.0,1.0,,,,54.0,38.0,6.8,3.0,0.00342957,0,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499330,home,Juventus,Federico Gatti,Federico Gatti,,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,56.0,53.0,1.0,,0.0,36.0,38.0,17.0,18.0,4.0,,,,72.0,62.0,6.8,3.0,0.0126375,2,,2.0,2.0,,,,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,0.3964,,,,,,,,,,,,,,,,
12499330,home,Juventus,Pierre Kalulu,,,pierre-kalulu,P. Kalulu,D,15,183,6630,M,Kalulujr_,965330,EUR,960163200,D,15,15,False,105.0,98.0,10.0,7.0,0.0,54.0,58.0,45.0,50.0,1.0,,,,90.0,114.0,7.5,9.0,0.0588433,0,,3.0,3.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,
12499330,home,Juventus,Juan Cabal,,,juan-cabal,J. Cabal,D,32,185,4400,M,,988037,EUR,978912000,D,32,32,False,64.0,60.0,4.0,3.0,0.0,33.0,35.0,29.0,32.0,5.0,,,,90.0,89.0,7.5,7.0,0.0399823,1,,5.0,5.0,,2.0,1.0,3.0,3.0,,2.0,,,1.0,3.0,1.0,0.0154,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
12499330,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,36.0,32.0,2.0,2.0,0.0,10.0,11.0,22.0,26.0,3.0,,,,72.0,48.0,7.0,8.0,0.0206319,1,,5.0,4.0,,1.0,1.0,,2.0,,3.0,1.0,,,2.0,,0.0215,1.0,,,2.0,,2.0,2.0,1.0,,,,,,,,
12499330,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,40.0,37.0,6.0,4.0,0.0,18.0,18.0,20.0,23.0,2.0,,,,54.0,45.0,6.9,3.0,0.369516,0,,3.0,1.0,1.0,,,,2.0,2.0,,1.0,,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,
12499330,home,Juventus,Douglas Luiz,,,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,26,26,False,47.0,39.0,4.0,2.0,0.0,18.0,19.0,23.0,34.0,2.0,,,,90.0,64.0,7.1,14.0,0.109165,2,,2.0,5.0,,2.0,,,1.0,2.0,,1.0,1.0,2.0,,1.0,0.3689,6.0,2.0,,,,3.0,2.0,,,,,,,,,
12499330,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,F,27,27,False,51.0,43.0,3.0,3.0,0.0,13.0,15.0,34.0,45.0,2.0,,,,90.0,77.0,8.0,14.0,0.338045,0,,3.0,7.0,1.0,3.0,2.0,2.0,1.0,5.0,,,,,,,,9.0,4.0,,,,3.0,2.0,,,True,1.0,,,,,
12499330,home,Juventus,Dušan Vlahović,,,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,12.0,10.0,,,0.0,4.0,4.0,6.0,9.0,,,,,90.0,22.0,7.2,5.0,0.0152359,7,,3.0,2.0,,,,,1.0,,2.0,2.0,,4.0,,,0.4778,1.0,,,2.0,1.0,,,2.0,,,,1.0,1.0,0.2331,,
12499330,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187,82614,M,KenanYıldız,1149011,EUR,1115164800,F,10,10,False,32.0,27.0,1.0,1.0,0.0,5.0,7.0,22.0,27.0,2.0,,,,90.0,42.0,6.9,10.0,0.136222,0,,9.0,4.0,,1.0,1.0,,1.0,,6.0,1.0,,,,,,2.0,,2.0,1.0,,2.0,2.0,,,,,,,,,
12499330,home,Juventus,Timothy Weah,,,weah-timothy,T. Weah,M,22,185,11671,M,timothyweah,855810,EUR,951177600,F,22,22,True,23.0,21.0,1.0,1.0,0.0,3.0,5.0,19.0,22.0,2.0,,,,36.0,32.0,7.1,7.0,0.152208,0,,3.0,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,4.0,1.0,,1.0,,2.0,1.0,,,,1.0,,,,,
12499330,home,Juventus,Nicolò Fagioli,,,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,nicolofagioli,901850,EUR,981936000,M,21,21,True,37.0,31.0,7.0,4.0,0.0,8.0,9.0,23.0,29.0,5.0,,,,36.0,43.0,7.1,7.0,0.0630111,2,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,0.048,1.0,,,,,,,,,,,1.0,,0.0193,,
12499330,home,Juventus,Danilo,,,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,True,30.0,29.0,4.0,4.0,0.0,6.0,7.0,23.0,23.0,1.0,,,,18.0,30.0,7.0,1.0,0.0278044,0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
