match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_punches,stat_lastManTackle,stat_totalOffside
14053615,home,PSV Eindhoven,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196.0,2094,M,927366,EUR,958521600,G,32,32,False,61.0,53.0,17.0,11.0,0.0,49.0,53.0,4.0,8.0,1.0,12.0,1.0,2.0,2.0,4.0,90.0,71.0,7.7,8.0,0.00222582,0.9399,0,-0.2485,0.11,0.04,-0.18,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Kiliann Sildillia,,,kiliann-sildillia,K. Sildillia,D,25,186.0,664,M,1014222,EUR,1021507200,D,25,25,False,53.0,43.0,1.0,,0.0,17.0,19.0,26.0,34.0,1.0,8.0,,,,,90.0,74.0,6.4,16.0,0.036675,,0,,0.11,0.18,-0.26,,2.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186.0,1610,M,1046960,EUR,1041292800,D,6,6,False,78.0,66.0,11.0,3.0,0.0,43.0,50.0,23.0,28.0,2.0,2.0,,,,,90.0,91.0,6.2,13.0,0.0101384,,2,,0.14,0.13,-0.65,,,5.0,2.0,8.0,,1.0,,,3.0,,1.0,1.0,1.0,1.0,1.0,0.0595,-0.5,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Yarek Gasiorowski,Yarek Gasiorowski,,gasiorowski-yarek,Y. Gasiorowski,D,3,190.0,1668,M,1184317,EUR,1105488000,D,3,3,False,75.0,66.0,7.0,3.0,0.0,42.0,44.0,24.0,31.0,8.0,2.0,,,,,90.0,104.0,7.2,12.0,0.00825715,,1,,0.23,0.11,-0.07,,,4.0,1.0,8.0,,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,0.0975,-0.08,2.0,1.0,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173.0,6149,M,906021,EUR,973209600,D,8,8,False,62.0,53.0,3.0,2.0,1.0,22.0,23.0,31.0,39.0,,7.0,,,,,90.0,94.0,7.1,20.0,0.111084,,1,,0.29,0.33,-0.28,,,,8.0,8.0,3.0,5.0,3.0,2.0,3.0,6.0,,1.0,2.0,,,0.0192,-0.05,1.0,2.0,sergino,3.0,3.0,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183.0,2283,M,845798,EUR,882748800,M,20,20,False,28.0,26.0,,,0.0,10.0,11.0,16.0,17.0,,,,,,,86.0,39.0,7.2,3.0,0.175523,,5,,0.1,0.23,-0.12,,1.0,1.0,2.0,3.0,,,,,1.0,,3.0,1.0,,,,0.9215,0.26,,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7537,,,,,
14053615,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185.0,1247,M,844234,EUR,853027200,M,22,22,False,53.0,49.0,4.0,2.0,0.0,36.0,37.0,13.0,16.0,2.0,9.0,,,,,90.0,70.0,7.0,8.0,0.119282,,0,,0.23,0.09,0.23,,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,True,,,,
14053615,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185.0,23473,M,1063767,EUR,980640000,M,34,34,False,39.0,35.0,2.0,1.0,0.0,19.0,20.0,16.0,19.0,1.0,3.0,1.0,,,,77.0,54.0,6.7,7.0,0.0561589,,2,,0.1,0.29,-0.15,,,,5.0,7.0,2.0,7.0,6.0,,1.0,,1.0,,1.0,,2.0,0.2349,-0.44,,,ismaelsaibari,,2.0,,,,1.0,,,0.1795,,,,,
14053615,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182.0,10418,M,812145,EUR,904089600,F,27,27,False,27.0,25.0,,,0.0,6.0,6.0,19.0,21.0,,2.0,,,,,45.0,43.0,6.8,9.0,0.115737,,1,,0.29,0.25,0.15,,,,4.0,3.0,,4.0,,,1.0,3.0,,,1.0,,,0.0458,-0.12,1.0,2.0,dennisman,,1.0,1.0,1.0,,1.0,,,0.0286,,,,,
14053615,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187.0,17408,M,38710,EUR,602380800,F,5,5,False,29.0,22.0,,,1.0,6.0,10.0,16.0,19.0,,1.0,,,,,86.0,47.0,6.2,12.0,0.337373,,5,,-0.09,-0.13,-0.06,,1.0,1.0,7.0,4.0,,2.0,,,1.0,,2.0,3.0,,,4.0,0.3052,-0.62,,2.0,ivanperisic444,,7.0,4.0,2.0,,,,,,,1.0,,,
14053615,home,PSV Eindhoven,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191.0,2041,M,1212550,EUR,1091491200,F,7,7,False,27.0,23.0,,,0.0,5.0,5.0,18.0,22.0,1.0,3.0,,,,,76.0,46.0,7.6,13.0,0.145798,,2,,0.23,0.33,0.15,,2.0,3.0,6.0,4.0,,2.0,,,1.0,3.0,,1.0,1.0,,2.0,0.5162,0.5,2.0,,,,2.0,5.0,1.0,,1.0,,1.0,0.4534,,,,,
14053615,home,PSV Eindhoven,Esmir Bajraktarević,Esmir Bajraktarevic,,esmir-bajraktarevic,E. Bajraktarević,F,19,175.0,6841,M,1136110,EUR,1110412800,F,19,19,True,14.0,13.0,1.0,1.0,0.0,8.0,9.0,5.0,5.0,1.0,3.0,,,,,45.0,31.0,9.3,6.0,0.0749439,,3,,0.26,0.3,0.16,,,,5.0,7.0,,8.0,5.0,,,1.0,,,,,1.0,0.2062,0.72,,2.0,,1.0,1.0,2.0,1.0,,3.0,,2.0,1.3244,,,,,
14053615,home,PSV Eindhoven,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175.0,4649,M,1047395,EUR,1019001600,F,11,11,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,1.0,,1.0,,,,14.0,5.0,6.4,1.0,0.0235612,,0,,0.02,0.09,-0.13,,,,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Joel Van Den Berg,,,joel-van-den-berg,J. v. d. Berg,M,8,187.0,292,M,1540010,EUR,1171152000,M,35,35,True,6.0,6.0,,,0.0,5.0,5.0,1.0,1.0,,1.0,,,,,13.0,10.0,6.7,,0.074048,,0,,-0.02,0.06,-0.04,,,,1.0,3.0,,,,,3.0,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Paul Wanner,,,paul-wanner,P. Wanner,M,10,186.0,3874,M,1146018,EUR,1135296000,M,10,10,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,,,,,,,8.0,4.0,6.8,1.0,1.089e-05,,0,,0.31,0.07,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185.0,3732,M,986395,EUR,1042070400,F,9,9,True,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,8.0,5.0,6.4,1.0,0.00153239,,1,,0.06,0.01,0.14,,,,1.0,,,1.0,,,,,,1.0,,,,0.0822,-0.52,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Niek Schiks,,,niek-schiks,N. Schiks,G,24,188.0,220,M,1134720,EUR,1075766400,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053615,home,PSV Eindhoven,Nick Olij,,,nick-olij,N. Olij,G,1,185.0,556,M,227192,EUR,807235200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
