match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_errorLeadToAShot,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_goalAssist,player_sofascoreId,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11391293,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,30.0,22.0,14.0,6.0,17.0,19.0,5.0,11.0,2.0,2.0,9.0,1.0,4.0,1.0,2.0,90.0,41.0,7.6,8.0,0.00048004,0,0.3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391293,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,53.0,43.0,4.0,1.0,24.0,27.0,19.0,29.0,,10.0,3.0,4.0,,,,90.0,87.0,7.8,21.0,0.250923,1,,3.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0538,0.1757,1.0,,,,,,,,,,,,,,,,,
11391293,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,84.0,79.0,5.0,3.0,44.0,46.0,35.0,38.0,1.0,2.0,5.0,,,,,90.0,92.0,6.9,6.0,0.0104592,0,,,1.0,,,,,,5.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11391293,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,65.0,56.0,6.0,1.0,38.0,39.0,18.0,26.0,2.0,5.0,5.0,2.0,,,,90.0,76.0,6.8,9.0,0.00723356,1,,,2.0,,,,,,3.0,1.0,,,2.0,0.2013,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11391293,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,34.0,28.0,2.0,1.0,13.0,16.0,15.0,18.0,,1.0,2.0,,,,,62.0,41.0,6.8,8.0,0.0196877,0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11391293,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,52.0,39.0,3.0,,23.0,25.0,16.0,27.0,6.0,12.0,5.0,3.0,,,,90.0,69.0,6.9,16.0,0.0121353,2,,,8.0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,2.0,0.1161,,,4.0,,,1.0,1.0,,,True,1.0,,,,,,,,
11391293,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,70.0,68.0,7.0,6.0,39.0,39.0,29.0,31.0,,1.0,3.0,,,,,89.0,74.0,7.3,3.0,0.0836106,0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
11391293,home,Lille,Yusuf Yazıcı,,,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,827804,EUR,854496000,M,12,12,False,20.0,14.0,1.0,1.0,4.0,5.0,11.0,17.0,,4.0,2.0,2.0,,,,63.0,32.0,6.9,11.0,0.157258,0,,2.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,
11391293,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,False,21.0,15.0,2.0,2.0,3.0,3.0,12.0,18.0,,3.0,5.0,3.0,,,,63.0,30.0,6.7,9.0,0.0138335,0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11391293,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,27.0,23.0,1.0,1.0,5.0,5.0,18.0,24.0,,10.0,4.0,3.0,,,,90.0,50.0,8.0,11.0,0.179028,1,,2.0,5.0,,2.0,2.0,1.0,,,5.0,3.0,3.0,3.0,0.0516,,1.0,,1.0,,,1.0,,,,,,2.0,1.0,,,,,
11391293,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,10.0,10.0,1.0,1.0,2.0,2.0,8.0,8.0,1.0,1.0,3.0,,,,,86.0,13.0,7.3,1.0,0.0389325,1,,,5.0,1.0,,,,1.0,1.0,,,,,0.3706,0.7247,1.0,4.0,,,,,1.0,,,,,,,jodavid,1.0,,,
11391293,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,True,10.0,8.0,,,4.0,5.0,4.0,6.0,,1.0,1.0,,,,,28.0,19.0,6.4,6.0,0.00235833,0,,1.0,4.0,,3.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11391293,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,True,11.0,8.0,1.0,1.0,5.0,5.0,3.0,7.0,,2.0,1.0,1.0,,,,27.0,20.0,6.7,7.0,0.00814003,0,,1.0,3.0,,2.0,1.0,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,2.0,,edonzhegrova10,,,,
11391293,home,Lille,Ivan Cavaleiro,,,ivan-cavaleiro,I. Cavaleiro,F,,175,358,M,110950,EUR,750902400,F,17,17,True,8.0,4.0,,,1.0,1.0,3.0,7.0,1.0,1.0,1.0,,,,,27.0,10.0,6.6,4.0,0.00734087,0,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
11391293,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,True,,,,,,,,,,,,,,,,13.0,,6.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YL15,,,,
11391293,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185,5410,M,1564180,EUR,1191283200,M,32,32,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,1.0,6.0,,2.0,6.87e-05,0,,,3.0,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,
11391293,home,Lille,Vito Mannone,,,vito-mannone,V. Mannone,G,,189,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391293,home,Lille,Adam Jakubech,,,adam-jakubech,A. Jakubech,G,16,189,44,M,787686,EUR,852163200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391293,home,Lille,Rafael Fernandes,,,rafael-fernandes,R. Fernandes,D,19,189,331,M,1087352,EUR,1025222400,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391293,home,Lille,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391293,away,RC Strasbourg,Alaa Bellaarouch,,,alaa-bellaarouch,A. Bellaarouch,G,36,188,1255,M,1000501,EUR,1009843200,G,36,36,False,33.0,26.0,10.0,4.0,25.0,28.0,1.0,5.0,,,4.0,,2.0,1.0,1.0,90.0,39.0,6.8,7.0,0.00309208,0,-0.0996,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11391293,away,RC Strasbourg,Saïdou Sow,Saïdou,Sow,saidou-sow,S. Sow,D,4,185,2742,M,1063237,EUR,1025740800,D,13,13,False,25.0,19.0,4.0,,15.0,18.0,4.0,7.0,2.0,2.0,2.0,,,,,45.0,28.0,5.4,8.0,0.0007881,0,,,5.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0
11391293,away,RC Strasbourg,Lucas Perrin,,,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,61.0,54.0,10.0,6.0,50.0,50.0,4.0,12.0,4.0,7.0,2.0,1.0,,,,90.0,72.0,7.3,9.0,0.00636166,0,,1.0,2.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,
11391293,away,RC Strasbourg,Abakar Sylla,Abakar Sylla,,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,24,24,False,62.0,55.0,9.0,3.0,43.0,49.0,12.0,13.0,2.0,2.0,4.0,,,,,90.0,73.0,6.5,9.0,0.00399874,0,,,6.0,1.0,,,,,4.0,,,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,
