match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_wonTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10407285,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,27.0,19.0,12.0,4.0,18.0,18.0,1.0,9.0,1.0,1.0,7.0,1.0,2.0,90.0,35.0,6.8,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407285,home,Standard Liège,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191,108,M,115569,EUR,702604800,D,6,6,False,55.0,47.0,12.0,6.0,23.0,25.0,24.0,31.0,2.0,,3.0,,,90.0,63.0,6.9,10.0,0,,,True,1.0,1.0,2.0,6.0,4.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
10407285,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,62.0,59.0,5.0,2.0,31.0,31.0,28.0,31.0,4.0,1.0,13.0,,,90.0,77.0,6.5,8.0,0,,,,,2.0,,6.0,2.0,,,,,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,
10407285,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,339,M,97061,EUR,737769600,D,34,34,False,48.0,40.0,5.0,3.0,26.0,28.0,14.0,20.0,2.0,2.0,6.0,,,90.0,56.0,6.9,8.0,0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
10407285,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,34.0,27.0,3.0,3.0,10.0,12.0,17.0,23.0,1.0,3.0,4.0,,,80.0,52.0,7.0,11.0,0,,,,1.0,,,,3.0,,,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,
10407285,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,False,44.0,39.0,,,18.0,19.0,23.0,29.0,1.0,1.0,4.0,,,71.0,61.0,7.7,12.0,2,,,,4.0,1.0,,4.0,3.0,,,3.0,1.0,2.0,3.0,,,2.0,,1.0,2.0,2.0,1.0,,,,,,,,
10407285,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,14,14,False,71.0,58.0,3.0,3.0,20.0,22.0,38.0,49.0,,1.0,8.0,,,90.0,84.0,7.6,15.0,1,,,,,,2.0,3.0,9.0,,,3.0,2.0,1.0,,3.0,2.0,1.0,2.0,2.0,,1.0,,,,,,,,,
10407285,home,Standard Liège,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175,1060,M,328247,EUR,787536000,M,77,77,False,44.0,37.0,4.0,2.0,4.0,4.0,33.0,47.0,,,3.0,,,89.0,73.0,8.0,22.0,4,,,,7.0,,,7.0,3.0,2.0,,,1.0,3.0,2.0,3.0,1.0,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,,,,,
10407285,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,644,M,863133,EUR,893030400,M,11,11,False,41.0,29.0,2.0,,17.0,18.0,14.0,32.0,,,12.0,,,90.0,72.0,6.7,25.0,0,,,,9.0,2.0,2.0,7.0,8.0,,,,2.0,,,6.0,3.0,2.0,3.0,,2.0,,,,,,,,,,
10407285,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,10,10,False,18.0,13.0,,,3.0,4.0,10.0,14.0,,,1.0,,,71.0,32.0,6.3,14.0,2,Noah Ohio,,,,,2.0,7.0,3.0,,,,1.0,,4.0,3.0,1.0,3.0,,,,,,,,,2.0,,,,
