match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_dispossessed,captain,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_punches,stat_hitWoodwork
12437531,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200.0,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,13.0,8.0,8.0,3.0,0.0,7.0,10.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,90.0,27.0,6.9,5.0,0.00023074,0,-0.0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437531,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183.0,461,M,,151138,EUR,732844800,D,20,20,False,70.0,63.0,3.0,1.0,0.0,37.0,40.0,27.0,33.0,4.0,3.0,8.0,3.0,2.0,,,,,,90.0,95.0,7.2,10.0,0.0860232,1,,,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0521,1.0,,,,,,,,,,,,,,,,
12437531,home,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193.0,816,M,,996928,EUR,1014681600,D,15,15,False,92.0,86.0,6.0,4.0,0.0,41.0,42.0,45.0,50.0,8.0,9.0,5.0,5.0,5.0,,,,,,90.0,114.0,7.8,9.0,0.0225718,0,,,,,,,2.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
12437531,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191.0,15807,M,,1144630,EUR,1088294400,D,3,3,False,90.0,88.0,1.0,1.0,0.0,43.0,43.0,45.0,47.0,1.0,1.0,3.0,,,,,,,,90.0,96.0,6.8,4.0,0.0192211,0,,Cristhian Mosquera,,,,2.0,3.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
12437531,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172.0,1685,M,,227922,EUR,801360000,D,14,14,False,48.0,40.0,1.0,,0.0,12.0,15.0,31.0,41.0,4.0,1.0,8.0,2.0,2.0,,,,,,90.0,75.0,7.4,13.0,0.485104,1,,,,8.0,3.0,2.0,4.0,,,,1.0,,0.0449,3.0,1.0,,,1.0,1.0,,True,1.0,1.0,1.0,0.1073,,,,,
12437531,home,Valencia,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186.0,6499,M,,1087316,EUR,990489600,M,5,5,False,78.0,71.0,9.0,3.0,0.0,27.0,28.0,44.0,50.0,2.0,1.0,3.0,2.0,,,,,,,84.0,87.0,7.1,7.0,0.0381771,2,,,,,,2.0,3.0,,1.0,,,,0.1208,1.0,,,,,1.0,,,,,,,2.0,,,,
12437531,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187.0,1800,M,,1122610,EUR,1052784000,M,8,8,False,77.0,63.0,4.0,3.0,0.0,23.0,23.0,40.0,56.0,2.0,1.0,5.0,1.0,1.0,,,,,,90.0,91.0,7.4,21.0,0.0615935,4,,,,2.0,,1.0,7.0,2.0,,1.0,,,0.3255,,1.0,3.0,,,,1.0,,2.0,,2.0,1.2436,,1.0,1.0,,
12437531,home,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,,900433,EUR,750729600,M,22,22,False,47.0,44.0,,,1.0,11.0,11.0,36.0,49.0,5.0,,3.0,,,,,,,,90.0,71.0,8.2,14.0,0.398706,2,,,,13.0,3.0,1.0,3.0,,1.0,,2.0,,0.051,4.0,1.0,3.0,2.0,,,,,1.0,1.0,2.0,0.0873,,,,,
12437531,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176.0,1200,M,,845693,EUR,959644800,M,10,10,False,27.0,26.0,1.0,1.0,0.0,6.0,6.0,20.0,23.0,2.0,,,,,,,,,,54.0,46.0,6.3,11.0,0.0588709,0,,,,2.0,,1.0,8.0,,,4.0,1.0,,,1.0,,4.0,1.0,,1.0,1.0,,2.0,,,,,,,,
12437531,home,Valencia,Diego López,diego-lopez,D. López,M,16,172.0,1350,M,,998950,EUR,1021248000,M,16,16,False,37.0,33.0,,,0.0,8.0,9.0,26.0,32.0,,,4.0,,,,,,,,84.0,54.0,6.3,16.0,0.149198,1,,,,4.0,1.0,1.0,8.0,1.0,1.0,3.0,,,0.103,2.0,,3.0,,,,2.0,,2.0,,,,,,,,
