match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,player_firstName,player_lastName,captain,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_penaltyConceded
14288921,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,17.0,10.0,12.0,5.0,0.0,6.0,8.0,4.0,9.0,1.0,6.0,2.0,3.0,1.0,90.0,25.0,6.8,7.0,0.000748,3.685491690399,1.0,1.575,1.575,0.5334,0,0.6937,0.04,0.0,-0.07,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288921,home,Benfica,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5379,M,,1102791,EUR,1029628800,D,17,17,False,36.0,33.0,1.0,,0.0,12.0,13.0,21.0,23.0,,3.0,,,,90.0,52.0,7.0,10.0,0.382402,192.61972992318,20.0,129.36,32.13,,1,,0.39,0.44,-0.16,,3.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0373,93.771611203336,5.0,4.0,-0.38,,,,,,,,,,,,,,,,,,,,,,,
14288921,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,45.0,39.0,6.0,4.0,0.0,19.0,19.0,20.0,26.0,2.0,4.0,,,,90.0,59.0,7.3,7.0,0.0119098,175.668555092,15.0,71.4,20.16,,2,,0.21,0.19,-0.13,,,,3.0,10.0,1.0,,1.0,,6.0,4.0,,0.1562,75.571294074722,3.0,1.0,-0.42,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14288921,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,56.0,48.0,7.0,3.0,0.0,28.0,29.0,20.0,27.0,4.0,4.0,,,,90.0,67.0,7.1,9.0,0.0119694,258.38404234538,26.0,160.44,23.205,,0,,0.19,0.18,-0.09,,,,4.0,6.0,,,,1.0,1.0,,1.0,,46.205751459318,2.0,1.0,,4.0,3.0,,,,True,1.0,1.0,2.0,,,,,,,,,,,,,,
14288921,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,53.0,44.0,7.0,2.0,0.0,23.0,26.0,21.0,27.0,,4.0,,,,90.0,71.0,7.6,11.0,0.267431,245.61749712312,23.0,123.165,32.655,,0,,0.41,0.36,-0.07,,1.0,1.0,2.0,6.0,1.0,1.0,,,4.0,2.0,1.0,,103.68690812984,4.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14288921,home,Benfica,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,,1085740,EUR,992304000,M,16,16,False,31.0,25.0,2.0,1.0,0.0,14.0,16.0,11.0,15.0,2.0,6.0,,,,90.0,40.0,6.1,8.0,0.007749,17.913489947675,4.0,4.41,4.095,,1,,0.0,0.01,-0.08,,,,9.0,1.0,1.0,,,1.0,1.0,1.0,,0.0535,,,1.0,0.02,,1.0,1.0,,,,3.0,,,4.0,,,,,,,,,,,,,
14288921,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,richardrios,1015292,EUR,959904000,M,20,20,False,50.0,40.0,2.0,1.0,0.0,18.0,22.0,22.0,28.0,3.0,7.0,,,,90.0,75.0,7.4,13.0,0.0458711,94.201713943633,13.0,26.355,18.06,,2,,0.15,0.19,0.23,,,,5.0,12.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.1267,18.06,1.0,1.0,-0.04,2.0,1.0,,,,,1.0,,5.0,2.0,,1.0,,,,,,,,,,,
14288921,home,Benfica,Gianluca Prestianni,gianluca-prestianni,G. Prestianni,M,25,165,7794,M,,1201395,EUR,1138665600,M,25,25,False,28.0,21.0,,,0.0,1.0,1.0,20.0,27.0,,6.0,,,,77.0,45.0,6.5,11.0,0.46853,169.84209669413,18.0,107.415,24.36,,4,,0.33,0.41,-0.07,,,,10.0,5.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,0.2267,89.734828856951,5.0,,-0.46,,,1.0,Gianluca Prestianni,,,3.0,,1.0,4.0,,,,,,,,,,,,,
14288921,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,False,32.0,27.0,1.0,1.0,1.0,9.0,9.0,18.0,23.0,,,,,,89.0,40.0,7.0,8.0,0.179514,93.593338136575,14.0,38.22,13.02,,0,,0.09,0.24,-0.13,,1.0,,3.0,4.0,,,,,,,2.0,,5.3663664615827,1.0,1.0,,,2.0,,,,,1.0,,4.0,,1.0,,1.0,,,,,,,,,,
14288921,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6474,M,,1123925,EUR,1030838400,M,10,10,False,27.0,22.0,1.0,1.0,0.0,11.0,12.0,11.0,15.0,,4.0,,,,77.0,53.0,6.3,16.0,0.141895,141.2727934395,16.0,30.765,19.11,,5,,-0.24,0.22,-0.21,,7.0,2.0,5.0,5.0,3.0,2.0,3.0,,1.0,,1.0,0.1761,39.146540762703,2.0,1.0,-0.39,1.0,1.0,2.0,,,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,
14288921,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,26.0,17.0,2.0,1.0,0.0,8.0,9.0,9.0,17.0,1.0,3.0,,,,87.0,39.0,9.4,13.0,0.047422,63.99826639136,8.0,14.07,22.785,,4,,0.19,0.25,-0.03,,1.0,,7.0,4.0,,,,,2.0,2.0,2.0,1.4342,24.799989697579,1.0,2.0,1.0,2.0,1.0,1.0,,,,5.0,,,,,1.0,,,3.0,3.0,1.8798,,,,,,
14288921,home,Benfica,Sidny Lopes Cabral,sidny-lopes-cabral,S. L. Cabral,D,15,176,1269,M,,1117723,EUR,1032307200,D,15,15,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,2.0,,,,13.0,8.0,6.6,4.0,0.00863903,108.70947969592,5.0,48.93,34.86,,1,,-0.05,0.19,0.13,,2.0,,2.0,,1.0,,,,,,,0.0558,81.71424189658,2.0,,0.0,,,1.0,Sidny Lopes Cabral,,,,,,,,1.0,,,,,,,,,,,
