match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_hitWoodwork,player_firstName,player_lastName,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget
13981585,home,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,31.0,14.0,24.0,7.0,0.0,8.0,11.0,6.0,20.0,3.0,3.0,2.0,9.0,2.0,2.0,5.0,2.0,90.0,46.0,6.9,17.0,0.00084919,50.020043034387,5.0,35.07,19.005,0.4467,0,0.1577,0.03,0.01,-0.21,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Arturo Calabresi,arturo-calabresi,A. Calabresi,D,33,186.0,199,M,284367,EUR,827020800,D,33,33,False,33.0,30.0,7.0,6.0,0.0,19.0,20.0,11.0,13.0,,1.0,2.0,6.0,,,,,84.0,63.0,6.7,14.0,0.0201133,86.94404832381,9.0,24.255,10.185,,0,,0.25,0.09,-0.16,,2.0,1.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,33.0,30.0,6.0,4.0,0.0,21.0,21.0,9.0,12.0,2.0,6.0,7.0,2.0,,,,,90.0,48.0,6.9,4.0,0.0107705,59.797659656373,9.0,15.12,13.86,,0,,0.13,0.03,-0.16,,,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,40.0,34.0,3.0,1.0,0.0,23.0,25.0,11.0,15.0,,5.0,7.0,2.0,,,,,90.0,63.0,6.5,7.0,0.00770479,54.844515937604,10.0,13.335,7.56,,0,,0.04,0.02,-0.02,,,4.0,6.0,,,1.0,1.0,,3.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,31.0,21.0,4.0,,0.0,9.0,10.0,12.0,21.0,5.0,6.0,5.0,5.0,,,,,90.0,48.0,6.4,17.0,0.0231831,191.48522828117,12.0,85.365,37.485,,1,,-0.06,0.03,0.13,,3.0,5.0,7.0,,1.0,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.0117,104.62405406376,4.0,-0.09,,,,,,,,,,,,,,
13981585,home,Pisa,Mehdi Léris,mehdi-leris,M. Léris,M,7,186.0,1543,M,851222,EUR,895881600,M,7,7,False,17.0,12.0,2.0,1.0,0.0,5.0,6.0,7.0,11.0,3.0,5.0,4.0,2.0,,,,,78.0,35.0,7.0,11.0,0.0955873,66.939589863401,11.0,15.75,10.605,,0,,0.29,0.1,0.19,,2.0,2.0,4.0,,1.0,,,3.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
13981585,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,40.0,30.0,6.0,1.0,0.0,15.0,19.0,15.0,21.0,2.0,3.0,,8.0,,,,,79.0,50.0,6.5,13.0,0.0701647,79.427548994586,12.0,-4.62,6.405,,0,,0.21,0.16,0.0,,1.0,2.0,6.0,,3.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
13981585,home,Pisa,Isak Vural,isak-vural,I. Vural,M,21,190.0,952,M,1210995,EUR,1148774400,M,21,21,False,20.0,18.0,,,0.0,10.0,10.0,8.0,10.0,1.0,4.0,1.0,1.0,,,,,65.0,31.0,6.6,5.0,0.00349033,61.802174399718,9.0,-5.25,8.61,,1,,-0.07,0.04,-0.13,,,,2.0,1.0,,,,3.0,3.0,1.0,,,,,,,1.0,,0.0544,13.192881262257,1.0,-0.04,,,1.0,,,,,,,,,,,
13981585,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,20.0,16.0,4.0,4.0,0.0,8.0,9.0,8.0,11.0,1.0,3.0,1.0,2.0,,,,,65.0,29.0,6.9,6.0,0.00551794,70.359844257423,9.0,35.49,13.965,,1,,0.11,0.02,0.15,,1.0,,1.0,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,,0.0931,,,-0.05,,,,1.0,,,,,,,,,,
13981585,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,False,14.0,7.0,,,0.0,2.0,3.0,5.0,11.0,3.0,6.0,4.0,1.0,,,,,90.0,32.0,6.4,10.0,0.0063053,56.840113644647,8.0,16.065,17.85,,3,,-0.19,0.02,0.22,,,4.0,6.0,,1.0,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,2.0,,0.3635,,,-0.56,,,,1.0,1.0,,,,,,,,,
13981585,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,F,10,10,False,14.0,11.0,,,0.0,2.0,2.0,9.0,12.0,,1.0,1.0,2.0,,,,,90.0,37.0,6.8,15.0,0.226417,109.32478250675,12.0,40.005,22.26,,1,,0.35,0.29,0.17,,6.0,,5.0,,2.0,,1.0,3.0,,1.0,3.0,,2.0,,1.0,1.0,1.0,,0.0918,23.104089335007,1.0,-0.19,2.0,,,,1.0,,,1.0,,,,,,
13981585,home,Pisa,Giovanni Bonfanti,giovanni-bonfanti,G. Bonfanti,D,94,187.0,345,M,1183625,EUR,1042761600,D,94,94,True,8.0,4.0,1.0,,0.0,1.0,4.0,3.0,4.0,,2.0,1.0,2.0,,,,,25.0,21.0,6.1,11.0,0.00175868,29.761395539976,5.0,15.12,11.97,,0,,0.0,-0.09,-0.32,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Malthe Højholt,malthe-hojholt,M. Højholt,M,8,182.0,154,M,997583,EUR,987379200,M,8,8,True,11.0,9.0,1.0,,0.0,2.0,2.0,7.0,9.0,,,,,,,,,25.0,16.0,6.2,6.0,0.0022321,6.9309362897229,2.0,4.305,2.835,,0,,-0.04,-0.09,-0.11,,1.0,1.0,3.0,1.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Lorran,lorran,Lorran,M,99,180.0,6096,M,1459764,EUR,1151971200,M,99,99,True,11.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,9.0,,1.0,,,,,,,12.0,15.0,6.5,5.0,0.0144845,80.733254174857,9.0,48.3,15.12,,0,,-0.01,0.21,-0.06,,1.0,,,,,,,2.0,,,,,1.0,1.0,,,,,,35.295969271713,3.0,,,,,,,,,,lorranlucas10,,,,,
13981585,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,True,12.0,10.0,2.0,2.0,0.0,3.0,3.0,7.0,9.0,,1.0,,5.0,,,,,11.0,14.0,6.9,2.0,0.0647883,33.857803910902,5.0,19.53,9.45,,1,,0.3,0.05,-0.04,,,,,,,,,,1.0,,,,,,,,1.0,,0.0376,,,-0.09,,,,,,,,,,,,,,
13981585,home,Pisa,Louis Buffon,louis-buffon,L. Buffon,F,16,188.0,1203,M,1819178,EUR,1198800000,F,16,16,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,13.0,4.0,6.3,2.0,0.00728606,3.939,1.0,2.205,2.205,,0,,-0.03,-0.16,0.0,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Nícolas,nicolas,Nícolas,G,12,190.0,112,M,150611,EUR,576806400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981585,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
