match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_interceptionWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
14083193,home,Valencia,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187.0,1097,M,1014412,EUR,977788800,G,25,25,False,19.0,17.0,3.0,1.0,0.0,17.0,18.0,1.0,2.0,5.0,1.0,4.0,4.0,90.0,25.0,6.5,2.0,7.099e-05,58.905288095873,9.0,28.035,12.075,0.2173,0,-0.7912,0.02,0.03,-0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083193,home,Valencia,Thierry Correia,,,correia-thierry,T. Correia,D,12,176.0,798,M,851282,EUR,920937600,D,12,12,False,46.0,37.0,3.0,2.0,1.0,13.0,15.0,31.0,1.0,2.0,,,,76.0,77.0,6.3,22.0,0.690605,112.84425713371,15.0,34.86,19.74,,0,,0.75,0.07,-0.2,,24.0,6.0,2.0,3.0,6.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083193,home,Valencia,César Tárrega,,,cesar-tarrega,C. Tárrega,D,5,193.0,816,M,996928,EUR,1014681600,D,5,5,False,61.0,53.0,5.0,1.0,0.0,32.0,35.0,26.0,7.0,3.0,,,,90.0,73.0,6.5,9.0,0.00787009,238.2077556702,27.0,102.9,16.38,,0,,0.07,0.11,-0.08,,21.0,,,4.0,5.0,4.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,18.515674332846,1.0,,,,,,,,,,,,,,,,,,,
14083193,home,Valencia,José Copete,,,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,3,3,False,75.0,69.0,6.0,3.0,0.0,34.0,36.0,39.0,1.0,4.0,,,,90.0,84.0,7.1,7.0,0.0484134,194.96751501983,30.0,130.935,15.75,,0,,0.31,0.18,-0.17,,35.0,1.0,1.0,,1.0,6.0,,,,,1.0,1.0,,3.0,3.0,15.750146792967,1.0,,,,,,,,,,,,,,,,,,,
14083193,home,Valencia,José Luis Gayà,,,jose-luis-gaya,J. L. Gayà,D,14,172.0,1685,M,227922,EUR,801360000,D,14,14,False,53.0,52.0,2.0,2.0,0.0,20.0,21.0,32.0,2.0,3.0,,,,90.0,73.0,6.7,2.0,0.0587179,206.74487747648,21.0,38.745,15.12,,2,,0.13,0.1,-0.17,,32.0,1.0,,1.0,3.0,3.0,,1.0,1.0,,,1.0,1.0,,1.0,32.383799160298,2.0,True,2.0,1.0,2.0,1.0,1.0,1.0,0.134,-0.51,,,,,,,,,,
14083193,home,Valencia,Luis Rioja,,,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,M,11,11,False,39.0,34.0,5.0,5.0,0.0,9.0,9.0,30.0,,3.0,,,,72.0,64.0,7.1,16.0,0.362659,289.93017232254,29.0,105.565,35.595,,5,,0.52,0.4,-0.06,,25.0,8.0,2.0,,4.0,2.0,3.0,2.0,1.0,1.0,1.0,,3.0,,1.0,124.91176263462,5.0,,,,1.0,,1.0,,0.2111,-0.46,4.0,,,,,,,,,
14083193,home,Valencia,Filip Ugrinić,,,filip-ugrinic,F. Ugrinić,M,23,185.0,685,M,857482,EUR,915494400,M,23,23,False,68.0,61.0,7.0,6.0,0.0,15.0,18.0,50.0,,5.0,,,,72.0,73.0,6.7,7.0,0.0524486,145.30215913321,21.0,25.2,17.745,,2,,0.19,0.06,-0.13,,46.0,,,2.0,5.0,3.0,,1.0,1.0,,,2.0,,1.0,,17.755550371644,1.0,,1.0,,,,,1.0,0.0363,-0.06,2.0,,,,,,,,,
14083193,home,Valencia,Pepelu,,,pepelu,Pepelu,M,18,185.0,1838,M,826948,EUR,902793600,M,18,18,False,100.0,88.0,17.0,9.0,0.0,28.0,30.0,70.0,,9.0,,,,90.0,113.0,8.6,17.0,0.546206,242.64877151531,36.0,90.195,20.79,,0,,0.83,0.25,0.16,,60.0,5.0,1.0,,1.0,7.0,,,,,,,2.0,4.0,2.0,36.81473035407,2.0,,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,
14083193,home,Valencia,André Almeida,,,andre-almeida,A. Almeida,M,10,176.0,1200,M,845693,EUR,959644800,M,10,10,False,43.0,41.0,4.0,4.0,0.0,12.0,13.0,30.0,,2.0,,,,76.0,70.0,6.9,19.0,0.291246,233.70686666386,24.0,134.82,26.88,,1,,0.33,0.32,-0.12,,29.0,13.0,3.0,,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,,89.441325565364,5.0,,1.0,,,,,1.0,0.06,0.01,1.0,,,,,,,,,
14083193,home,Valencia,Hugo Duro,,,hugo-duro,H. Duro,F,9,180.0,2868,M,909119,EUR,942192000,F,9,9,False,26.0,20.0,,,0.0,7.0,8.0,18.0,2.0,2.0,,,,90.0,36.0,7.6,7.0,0.0451633,39.045276376533,7.0,-6.3,12.705,,2,,-0.58,-0.52,0.15,,13.0,,,2.0,4.0,7.0,,,,,1.0,2.0,2.0,5.0,1.0,,,,,,,,,1.0,0.322,0.39,1.0,,1.0,1.0,2.0,0.9599,,,,
