match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_outfielderBlock,stat_goals,stat_punches
11067442,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,True,21.0,18.0,7.0,4.0,16.0,18.0,2.0,3.0,1.0,1.0,1.0,9.0,1.0,2.0,3.0,1.0,1.0,90.0,34.0,6.8,4.0,0.00048898,0,-0.1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067442,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,,82.0,69.0,10.0,6.0,22.0,25.0,49.0,68.0,1.0,6.0,1.0,11.0,,,,,,90.0,126.0,7.6,30.0,0.308676,0,,11.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,
11067442,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,,71.0,63.0,6.0,3.0,32.0,36.0,31.0,35.0,1.0,2.0,3.0,8.0,,,,,,90.0,79.0,7.1,9.0,0.240542,0,,,,1.0,2.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11067442,home,Corinthians,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,,826343,EUR,804643200,D,3,3,False,,65.0,61.0,4.0,3.0,42.0,45.0,19.0,20.0,2.0,3.0,2.0,9.0,,,,,,90.0,71.0,6.9,4.0,0.0100498,0,,,,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
11067442,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,,32.0,28.0,1.0,,16.0,19.0,12.0,17.0,,2.0,1.0,1.0,,,,,,45.0,48.0,6.7,8.0,0.00589216,0,,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
11067442,home,Corinthians,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,,930690,EUR,954028800,M,5,5,False,,106.0,97.0,9.0,7.0,45.0,49.0,52.0,57.0,1.0,6.0,,6.0,,,,,,90.0,118.0,7.3,9.0,0.0339016,4,,,,3.0,7.0,3.0,3.0,1.0,2.0,,,3.0,,,,,,,1.0,1.0,1.0,1.0,2.0,0.1804,0.035,,,,
11067442,home,Corinthians,Ruan Oliveira,ruan-oliveira,Ruan Oliveira,M,10,176,665,M,,1047656,EUR,953769600,M,33,33,False,,20.0,16.0,1.0,,2.0,2.0,14.0,20.0,,1.0,1.0,2.0,,,,,,45.0,29.0,6.4,9.0,0.0283234,1,,2.0,,,4.0,,,1.0,1.0,2.0,,1.0,,Ruan Oliveira,,,1.0,,1.0,2.0,,1.0,,0.0199,0.0496,1.0,,,
11067442,home,Corinthians,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,gabrielmoscardo,1485309,EUR,1127865600,M,44,44,False,,23.0,20.0,,,9.0,10.0,11.0,13.0,3.0,6.0,,,,,,,,57.0,31.0,6.8,5.0,0.0149741,1,,,,1.0,4.0,2.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,0.069,,,1.0,,
11067442,home,Corinthians,Renato Augusto,renato-augusto,R. Augusto,M,7,185,1895,M,,34152,EUR,571276800,M,8,8,False,,52.0,46.0,6.0,5.0,13.0,14.0,34.0,41.0,1.0,3.0,,4.0,,,,,,70.0,61.0,6.9,11.0,0.0924759,0,,3.0,1.0,,3.0,3.0,2.0,1.0,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,
11067442,home,Corinthians,Pedro,pedro,Pedro,M,20,170,2350,M,,1199285,EUR,1139097600,M,27,27,False,,18.0,13.0,2.0,2.0,4.0,7.0,9.0,12.0,1.0,5.0,,,,,,,,58.0,25.0,6.7,7.0,0.0229366,1,,1.0,,,2.0,4.0,3.0,,,,1.0,,,Pedro,,,,,,1.0,,,1.0,0.0305,,,,,
11067442,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,,21.0,15.0,,,5.0,6.0,10.0,16.0,2.0,3.0,1.0,,,,,,,90.0,34.0,6.8,14.0,0.0177111,3,,1.0,,3.0,5.0,,,,1.0,6.0,,1.0,2.0,,,,1.0,,1.0,,2.0,,1.0,0.3244,,,,,
11067442,home,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,,35519,EUR,495676800,D,6,6,True,,42.0,35.0,,,16.0,19.0,19.0,23.0,,2.0,,2.0,,,,,,45.0,51.0,6.7,8.0,0.0145467,0,,,,2.0,3.0,,,,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
11067442,home,Corinthians,Matías Rojas,matias-rojas,Matías Rojas,M,,180,2550,M,MRojas,846280,EUR,815356800,M,10,10,True,,36.0,28.0,3.0,1.0,7.0,9.0,23.0,32.0,1.0,2.0,,1.0,,,,,,45.0,47.0,7.2,11.0,0.288843,4,,5.0,2.0,,1.0,,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,2.0,0.0846,0.2529,,,,
11067442,home,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,,90862,EUR,644112000,M,20,20,True,,31.0,27.0,2.0,2.0,7.0,9.0,20.0,23.0,1.0,3.0,,1.0,,,,,,33.0,40.0,7.3,8.0,0.0165641,2,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,0.3379,0.399,,,1.0,
11067442,home,Corinthians,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187,1396,M,,1106681,EUR,1077062400,F,41,41,True,,7.0,3.0,,,1.0,3.0,2.0,4.0,2.0,7.0,,1.0,,,,,,32.0,17.0,6.8,5.0,0.0830636,4,,,,2.0,6.0,2.0,1.0,,,,4.0,2.0,1.0,Felipe Augusto,,,,,,1.0,1.0,2.0,1.0,0.2355,0.0496,,,,
