match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_wasFouled,stat_challengeLost,captain,stat_wonTackle,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10408339,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,26.0,14.0,23.0,11.0,8.0,8.0,6.0,18.0,6.0,1.0,2.0,99.0,32.0,6.8,12.0,0.0,0.0,0.00561999,0,0.2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408339,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,False,43.0,36.0,8.0,4.0,20.0,21.0,17.0,26.0,5.0,,,99.0,72.0,6.9,12.0,0.0441,0.0664,0.0306085,1,,,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408339,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,44.0,34.0,13.0,5.0,24.0,26.0,10.0,18.0,3.0,,,99.0,55.0,6.6,11.0,0.0256,0.0,0.00918777,1,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,
10408339,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,47.0,34.0,11.0,5.0,25.0,30.0,9.0,17.0,4.0,,,99.0,54.0,6.4,13.0,0.0,0.0,0.00190188,0,,,,,,3.0,5.0,1.0,,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10408339,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,43.0,33.0,7.0,1.0,20.0,26.0,15.0,19.0,8.0,,,99.0,65.0,6.8,15.0,0.2802,0.1784,0.570715,2,,,,2.0,2.0,,2.0,2.0,1.0,,,2.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10408339,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,38.0,33.0,4.0,4.0,8.0,9.0,26.0,30.0,6.0,,,87.0,52.0,6.7,12.0,0.0272,0.0,0.0626139,1,,,,1.0,1.0,1.0,6.0,3.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,,,,,
10408339,home,Almería,César de la Hoz,cesar-de-la-hoz,C. de la Hoz,M,,179,47,M,233328,EUR,701913600,M,6,6,False,23.0,18.0,3.0,,11.0,12.0,7.0,11.0,6.0,,,99.0,39.0,7.0,8.0,0.0,0.0,0.483807,0,,,,,,5.0,9.0,6.0,,2.0,5.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,True,3.0,,,,,,,,
10408339,home,Almería,Gonzalo Melero,gonzalo-melero,G. Melero,M,16,183,159,M,789886,EUR,757468800,M,3,3,False,32.0,26.0,1.0,1.0,12.0,14.0,14.0,18.0,4.0,,,82.0,40.0,6.8,9.0,0.1432,0.0,0.0529682,1,,,,,,1.0,6.0,1.0,,,,2.0,,2.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,4.0,,,1.0,,,,,,,
10408339,home,Almería,Léo Baptistão,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,F,12,12,False,27.0,21.0,3.0,2.0,6.0,7.0,15.0,21.0,6.0,,,82.0,46.0,7.5,10.0,0.4446,0.5662,0.0156495,4,,,,1.0,,2.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,,,,2.0,,,2.0,,3.0,1.0,,,,,
10408339,home,Almería,Luis Javier Suárez,luis-javier-suarez,L. J. Suárez ,F,97,185,22877,M,914213,EUR,881020800,F,16,16,False,19.0,14.0,,,5.0,7.0,9.0,12.0,4.0,,,72.0,30.0,7.2,8.0,0.2914,0.4851,0.0155103,3,,Luis,Javier Suárez,,,4.0,8.0,2.0,2.0,,,,2.0,1.0,1.0,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,
