match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goalAssist,stat_outfielderBlock,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_totalOffside,captain
11392831,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,24.0,20.0,7.0,3.0,20.0,21.0,3.0,3.0,3.0,3.0,90.0,28.0,6.8,4.0,0.00016319,0,-0.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392831,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,D,27,27,False,68.0,59.0,5.0,5.0,12.0,14.0,55.0,8.0,,,90.0,91.0,7.6,12.0,0.15805,1,,krepindiatta,47.0,1.0,1.0,2.0,6.0,9.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0199,2.0,,,,,,,,,,,,
11392831,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,99,99,False,105.0,95.0,9.0,8.0,35.0,36.0,70.0,10.0,,,90.0,117.0,7.5,14.0,0.0817249,3,,stephane_singo,60.0,1.0,2.0,5.0,4.0,6.0,,,2.0,,2.0,1.0,1.0,,,1.0,,0.1672,1.0,1.0,1.0,0.1301,,,,,,,,,
11392831,home,AS Monaco,Chrislain Matsima,,,chrislain-matsima,C. Matsima,D,5,192,660,M,963198,EUR,1021420800,D,34,34,False,106.0,102.0,4.0,3.0,30.0,30.0,76.0,10.0,,,90.0,119.0,8.1,5.0,0.0632379,0,,,72.0,,2.0,3.0,7.0,9.0,1.0,1.0,,,,1.0,1.0,4.0,4.0,2.0,4.0,,3.0,,,,1.0,1.0,,,,,,,
11392831,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,D,14,14,False,51.0,45.0,2.0,,14.0,16.0,41.0,10.0,,,90.0,73.0,7.5,15.0,0.0752339,1,,ismaijakobs,32.0,6.0,1.0,1.0,1.0,8.0,,,,,,1.0,,7.0,5.0,,,0.0482,3.0,,2.0,,,,1.0,1.0,,,,,
11392831,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,48.0,43.0,3.0,2.0,11.0,15.0,33.0,6.0,,,45.0,59.0,6.9,8.0,0.0561098,3,,camara_mohamed6,32.0,,1.0,,4.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,0.297,2.0,3.0,,0.685,,,,,1.0,,,,
11392831,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,117.0,106.0,10.0,5.0,30.0,30.0,87.0,8.0,,,90.0,126.0,7.9,12.0,0.336933,4,,YFofana19_,76.0,,,,,3.0,,,,,3.0,,,3.0,1.0,,,0.1149,1.0,,,,,,,1.0,,1.0,,,
11392831,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,40.0,29.0,,,4.0,4.0,37.0,4.0,,,79.0,61.0,7.2,18.0,0.0187516,5,,Minamino,25.0,1.0,,1.0,5.0,5.0,2.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,0.8469,,3.0,5.0,0.5856,,,,1.0,1.0,,,,
11392831,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,62.0,51.0,7.0,7.0,9.0,10.0,58.0,4.0,,,90.0,87.0,9.5,18.0,0.249149,4,,alex_golovin17,44.0,6.0,,1.0,3.0,4.0,2.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,0.1124,4.0,3.0,3.0,0.7635,,,2.0,1.0,,,2.0,,
11392831,home,AS Monaco,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,27.0,22.0,,,2.0,2.0,27.0,4.0,,,89.0,45.0,7.1,15.0,0.281251,1,,balogun,20.0,2.0,1.0,2.0,7.0,4.0,,2.0,5.0,2.0,,1.0,1.0,,,,1.0,0.0245,3.0,1.0,3.0,0.0445,,,,,,1.0,,2.0,
