match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_dispossessed,player_firstName,player_sofascoreId,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
12504664,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,24.0,14.0,14.0,4.0,0.0,11.0,12.0,3.0,12.0,1.0,2.0,1.0,7.0,1.0,1.0,90.0,33.0,5.6,10.0,0.00078816,0,-2.8809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504664,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,D,38,38,False,38.0,29.0,3.0,1.0,1.0,13.0,17.0,18.0,28.0,1.0,7.0,2.0,5.0,2.0,,90.0,65.0,6.9,15.0,0.223928,2,,7.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.035,1.0,,,,,,,,,,,,,,,,,,,
12504664,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,54.0,49.0,7.0,3.0,0.0,38.0,39.0,11.0,15.0,2.0,7.0,6.0,4.0,2.0,,90.0,76.0,6.2,8.0,0.0032934,1,,,,2.0,1.0,,1.0,2.0,3.0,,0.0981,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
12504664,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,62.0,56.0,6.0,3.0,0.0,35.0,37.0,21.0,25.0,6.0,9.0,7.0,2.0,2.0,,90.0,77.0,6.0,6.0,0.00510903,1,,,,4.0,,,1.0,,1.0,2.0,0.1696,,2.0,,,,1.0,,,,,,,,,,,,,,
12504664,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,D,12,12,False,23.0,16.0,2.0,,0.0,12.0,16.0,4.0,7.0,,,,2.0,,,33.0,29.0,5.9,10.0,0.00162888,0,,,,2.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,
12504664,home,Hellas Verona,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,6,6,False,37.0,30.0,5.0,2.0,0.0,18.0,21.0,12.0,17.0,,,,6.0,,,90.0,51.0,6.2,13.0,0.0205107,0,,1.0,,5.0,1.0,,,,,3.0,,1.0,,,,1.0,,3.0,1.0,Reda Belahyane,reda.belahyane,,,,,,,,,,
12504664,home,Hellas Verona,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,21,21,False,31.0,23.0,2.0,,0.0,17.0,19.0,6.0,12.0,1.0,2.0,,2.0,,,60.0,34.0,6.0,10.0,0.00285097,0,,,,2.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,
12504664,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175,1258,M,964154,EUR,1023408000,M,31,31,False,10.0,9.0,2.0,2.0,0.0,2.0,2.0,8.0,12.0,,2.0,,1.0,,,59.0,23.0,6.4,8.0,0.0758915,1,,4.0,1.0,5.0,,,,,2.0,2.0,0.0267,1.0,2.0,,,,,3.0,,,,,1.0,1.0,0.1313,,,,,,
12504664,home,Hellas Verona,Dailon Rocha Livramento,dailon-rocha-livramento,D. R. Livramento,F,10,185,1923,M,1155358,EUR,988934400,M,14,14,False,9.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,7.0,3.0,4.0,,1.0,,,45.0,17.0,6.2,9.0,0.00969889,0,,1.0,,6.0,1.0,,,,1.0,1.0,,,3.0,,1.0,,,2.0,,,,,1.0,,,,,,,,
12504664,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,35.0,27.0,3.0,2.0,0.0,14.0,18.0,15.0,26.0,,2.0,,5.0,1.0,,90.0,56.0,7.1,17.0,0.245884,0,,9.0,2.0,3.0,,,,1.0,1.0,1.0,,3.0,,,,1.0,,,1.0,,,,2.0,,,True,1.0,,,,
12504664,home,Hellas Verona,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,11,11,False,15.0,12.0,1.0,1.0,0.0,7.0,7.0,5.0,8.0,2.0,3.0,3.0,,1.0,,80.0,25.0,7.4,4.0,0.0297546,1,,,,4.0,,,,1.0,,1.0,0.1022,1.0,4.0,,,,,1.0,,,,,,1.0,0.3899,,,1.0,,,
12504664,home,Hellas Verona,Daniele Ghilardi,daniele-ghilardi,D. Ghilardi,D,87,189,1128,M,1384847,EUR,1041811200,D,87,87,True,37.0,34.0,4.0,3.0,0.0,27.0,29.0,7.0,8.0,3.0,11.0,4.0,3.0,3.0,,57.0,53.0,7.1,3.0,0.00414625,0,,,,2.0,1.0,1.0,,1.0,4.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
12504664,home,Hellas Verona,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,18,18,True,32.0,31.0,1.0,,0.0,10.0,10.0,22.0,24.0,,2.0,,1.0,1.0,,45.0,45.0,6.9,6.0,0.0838425,2,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,2.0,0.1125,1.0,,,,,,1.0,,,,,,1.0,0.2852,,,,,,
12504664,home,Hellas Verona,Daniel Mosquera,daniel-mosquera,D. Mosquera,F,25,180,1031,M,1018179,EUR,940377600,F,35,35,True,9.0,7.0,,,0.0,1.0,1.0,6.0,8.0,1.0,1.0,,1.0,,,31.0,16.0,6.8,4.0,0.0446585,2,,,,2.0,,,2.0,,,,0.2456,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
