match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_shotOffTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded,stat_errorLeadToAGoal
12514180,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,16.0,9.0,14.0,7.0,0.0,3.0,3.0,6.0,13.0,7.0,1.0,2.0,3.0,90.0,24.0,6.9,7.0,0.00172784,0,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514180,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,53.0,45.0,3.0,,0.0,34.0,39.0,11.0,14.0,5.0,,,,90.0,60.0,6.8,8.0,0.00389066,1,,Kévin Boma,,1.0,6.0,2.0,6.0,1.0,3.0,2.0,1.0,0.0407,0.3324,,,,,,,,,,,,,,,,,,,,,,,,,,
12514180,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,44.0,40.0,2.0,1.0,0.0,30.0,32.0,10.0,12.0,5.0,,,,90.0,59.0,6.7,6.0,0.00569395,0,,,,3.0,4.0,6.0,5.0,,3.0,4.0,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12514180,home,Estoril Praia,Felix Bacher,felix-bacher,F. Bacher,D,25,190,92,M,943525,EUR,972432000,D,25,25,False,49.0,44.0,4.0,3.0,0.0,35.0,38.0,9.0,11.0,3.0,,,,90.0,65.0,6.7,5.0,0.002921,0,,,,4.0,6.0,8.0,13.0,,3.0,2.0,4.0,,,,1.0,,,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
12514180,home,Estoril Praia,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,M,20,20,False,24.0,20.0,1.0,1.0,0.0,9.0,11.0,12.0,16.0,1.0,,,,90.0,50.0,6.3,13.0,0.190778,1,,,,3.0,1.0,11.0,3.0,,2.0,,2.0,0.1517,,,3.0,1.0,1.0,1.0,2.0,,1.0,,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
12514180,home,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,20.0,15.0,1.0,,0.0,7.0,9.0,8.0,11.0,5.0,,,,62.0,25.0,6.2,5.0,0.0170562,0,,,,4.0,,8.0,1.0,,1.0,,1.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12514180,home,Estoril Praia,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,10,10,False,81.0,67.0,9.0,3.0,0.0,42.0,45.0,26.0,42.0,3.0,,,,90.0,97.0,7.0,19.0,0.135758,1,,,,,,3.0,3.0,1.0,2.0,,2.0,0.0691,0.0745,,1.0,,,1.0,1.0,1.0,1.0,,6.0,1.0,,,,2.0,,,,,,,,,,,
12514180,home,Estoril Praia,Fabrício Garcia,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,M,17,17,False,22.0,16.0,1.0,,0.0,8.0,9.0,9.0,14.0,5.0,,,,76.0,53.0,6.8,13.0,0.0435415,4,,,,1.0,,8.0,8.0,2.0,,2.0,2.0,0.509,0.5712,,1.0,2.0,,4.0,6.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,
12514180,home,Estoril Praia,João Carvalho,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,F,12,12,False,37.0,29.0,7.0,5.0,0.0,10.0,11.0,19.0,31.0,7.0,,,,90.0,68.0,7.2,26.0,0.163223,0,,,,,,6.0,5.0,,,,1.0,,,,1.0,3.0,,1.0,1.0,,4.0,2.0,5.0,,,6.0,,3.0,,1.0,,,,,,,,,
12514180,home,Estoril Praia,Hélder Costa,helder-costa,H. Costa,F,18,178,554,,138891,EUR,758332800,F,11,11,False,15.0,10.0,,,0.0,4.0,4.0,7.0,15.0,2.0,,,,63.0,32.0,7.6,13.0,0.120195,1,,,,,,3.0,4.0,1.0,,,1.0,0.2393,0.7163,,,,,3.0,2.0,,1.0,1.0,4.0,1.0,,3.0,,2.0,,,1.0,1.0,,,,,,,
