match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_bigChanceCreated,stat_challengeLost,stat_unsuccessfulTouch,stat_goalAssist,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
10385360,home,Manchester United,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2286215,M,CR7,750,EUR,476409600,F,7,7,False,27.0,22.0,1.0,,12.0,12.0,16.0,3.0,2.0,,,,,,90.0,42.0,6.8,6.0,0.4062,0.0246,0.0199275,6,,10.0,1.0,,1.0,2.0,4.0,,2.0,2.0,3.0,,,,,,,2.0,,,1.0,,,,,,2.0,1.0,,1.0,
10385360,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,True,8.0,7.0,1.0,,3.0,3.0,5.0,3.0,4.0,,,,,,29.0,13.0,7.0,1.0,0.0,0.0,0.136473,0,,4.0,,,3.0,1.0,3.0,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,
10385360,home,Manchester United,Fred,,,fred,Fred,M,7,169,11672,M,fred08,243623,EUR,731289600,M,17,17,True,3.0,1.0,2.0,,,1.0,2.0,,2.0,,,,,,11.0,8.0,6.2,5.0,0.1308,0.0,0.0002174,1,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,1.0,1.0
10385360,home,Manchester United,Nathan Bishop,,,nathan-bishop,N. Bishop,G,1,185,328,M,,875479,EUR,939945600,G,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8798,M,tyrellmalacia,825839,EUR,934761600,D,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Donny van de Beek,,,donny-van-de-beek,D. v. d. Beek,M,6,183,7962,M,donnyvdbeek,361790,EUR,861321600,M,34,34,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Facundo Pellistri,,,facundo-pellistri,F. Pellistri,M,28,174,7659,M,facupellistri,989803,EUR,1008806400,M,28,28,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,F,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Łukasz Fabiański,,,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,15.0,11.0,10.0,6.0,9.0,11.0,4.0,1.0,7.0,1.0,2.0,1.0,,,45.0,25.0,6.6,4.0,0.0,0.0,0.00023674,0,-0.2106,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,47.0,36.0,6.0,1.0,17.0,19.0,31.0,2.0,8.0,,,,,,90.0,75.0,7.1,19.0,0.0,0.0,0.0184063,0,,19.0,3.0,,2.0,4.0,9.0,,,,,1.0,6.0,3.0,1.0,,,1.0,,1.0,1.0,,2.0,2.0,,,,,,,
10385360,away,West Ham United,Craig Dawson,,,craig-dawson,C. Dawson,D,,188,419,M,,50027,EUR,641952000,D,15,15,False,35.0,26.0,7.0,1.0,19.0,21.0,14.0,5.0,4.0,,,,,,90.0,50.0,6.4,11.0,0.0758,0.0,0.0500272,1,,7.0,,,1.0,5.0,1.0,2.0,,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,1.0,,,,
10385360,away,West Ham United,Kurt Zouma,,,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,46.0,43.0,3.0,3.0,27.0,27.0,19.0,5.0,4.0,,,,,,90.0,55.0,6.9,4.0,0.113,0.2693,0.00290769,2,,16.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,
10385360,away,West Ham United,Aaron Cresswell,,,aaron-cresswell,A. Cresswell,D,3,170,763,M,,43443,EUR,629683200,D,3,3,False,45.0,36.0,7.0,4.0,20.0,24.0,29.0,2.0,6.0,,,,,,90.0,66.0,7.0,16.0,0.0,0.0,0.056265,0,,17.0,8.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,
10385360,away,West Ham United,Tomáš Souček,,,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,34.0,27.0,4.0,3.0,12.0,14.0,21.0,2.0,3.0,,,,,,90.0,50.0,6.8,10.0,0.044,0.0,0.011805,1,,16.0,1.0,1.0,4.0,10.0,8.0,1.0,1.0,,1.0,2.0,3.0,2.0,3.0,,,4.0,,1.0,1.0,,1.0,1.0,,,,,,,
10385360,away,West Ham United,Declan Rice,,,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,65.0,57.0,6.0,4.0,26.0,29.0,39.0,1.0,5.0,,,,,,90.0,84.0,7.3,15.0,0.0475,0.4047,0.0138911,2,,31.0,3.0,,2.0,3.0,6.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,True,,,2.0,1.0,,,,,,,1.0,,,
10385360,away,West Ham United,Jarrod Bowen,,,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,19.0,14.0,1.0,1.0,4.0,4.0,22.0,,7.0,,,,,,90.0,40.0,6.2,16.0,0.4436,0.0,0.0143203,1,,11.0,7.0,1.0,,7.0,4.0,1.0,2.0,,,,,,,,,3.0,,,4.0,,1.0,1.0,,1.0,,1.0,,1.0,
10385360,away,West Ham United,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,12,12,False,37.0,34.0,,,21.0,22.0,16.0,,4.0,,,,,,77.0,45.0,6.6,5.0,0.0,0.0,0.00853576,0,,13.0,1.0,,,4.0,1.0,,,,,1.0,,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,
10385360,away,West Ham United,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,M,22,22,False,29.0,25.0,2.0,2.0,7.0,9.0,23.0,,5.0,,,,,,90.0,55.0,7.1,14.0,0.1685,0.0705,0.0637246,3,,19.0,3.0,1.0,,6.0,7.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,,2.0,,,,,2.0,,,1.0,,,,1.0,,,
10385360,away,West Ham United,Gianluca Scamacca,,,gianluca-scamacca,G. Scamacca,F,9,195,6692,M,scamacca,807301,EUR,915148800,F,7,7,False,11.0,10.0,2.0,2.0,2.0,3.0,8.0,,1.0,,,,,,57.0,19.0,6.5,4.0,0.1625,0.0,0.0379309,2,,8.0,,,2.0,5.0,2.0,2.0,,,2.0,,,,2.0,2.0,,1.0,,,,,,1.0,,1.0,,,,,
10385360,away,West Ham United,Alphonse Aréola,,,alphonse-areola,A. Aréola,G,23,195,3046,M,,96531,EUR,730771200,G,13,13,True,11.0,7.0,6.0,2.0,6.0,8.0,3.0,1.0,3.0,,,1.0,,,45.0,15.0,6.6,5.0,0.0,0.0,0.00019373,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Michail Antonio,,,michail-antonio,M. Antonio,F,,180,3251,M,MichailAntonio,47772,EUR,638582400,F,9,9,True,7.0,6.0,,,4.0,4.0,3.0,,2.0,,,,,,33.0,16.0,6.8,5.0,0.0253,0.0956,0.0020975,1,,2.0,,,1.0,3.0,3.0,,1.0,,,,,,,1.0,,2.0,,,2.0,,,2.0,,,,1.0,,,
10385360,away,West Ham United,Pablo Fornals,,,pablo-fornals,P. Fornals,M,8,178,2735,M,,816763,EUR,824947200,M,8,8,True,11.0,9.0,1.0,,5.0,5.0,9.0,,1.0,,,,,,13.0,14.0,6.8,5.0,0.0,0.0,0.383289,0,,4.0,3.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
10385360,away,West Ham United,Emerson Palmieri,,,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Vladimír Coufal,,,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Angelo Ogbonna,,,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Ben Johnson,,,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Conor Coventry,,,conor-coventry,C. Coventry,M,6,177,305,M,,931257,EUR,953942400,M,32,32,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385360,away,West Ham United,Manuel Lanzini,,,manuel-lanzini,M. Lanzini,M,22,167,1526,M,,220315,EUR,729734400,M,10,10,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
