match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,captain,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches
12450218,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,1,1,False,20.0,20.0,3.0,3.0,0.0,18.0,18.0,2.0,2.0,1.0,1.0,6.0,2.0,90.0,25.0,6.7,0.00091584,0,-0.0813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191,9015,M,1445625,EUR,1121212800,D,97,97,False,73.0,67.0,6.0,4.0,0.0,27.0,30.0,40.0,43.0,2.0,6.0,6.0,,90.0,85.0,6.9,0.026259,2,,,,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,8.0,0.2536,,,,,,,,,,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,24,24,False,107.0,102.0,8.0,5.0,0.0,59.0,60.0,43.0,47.0,3.0,4.0,4.0,,90.0,116.0,7.2,0.0299049,1,,,,,,,,,1.0,6.0,,,,,5.0,0.19,1.0,,,,,,,,,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,5,5,False,81.0,73.0,7.0,5.0,0.0,38.0,38.0,36.0,44.0,6.0,7.0,,,90.0,91.0,7.4,0.0660229,2,,,,4.0,,,,,1.0,3.0,,1.0,,2.0,8.0,0.1246,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,M,22,22,False,42.0,36.0,,,0.0,10.0,10.0,26.0,35.0,,5.0,3.0,,90.0,74.0,6.9,0.0823723,1,,,,11.0,2.0,6.0,2.0,,,2.0,2.0,3.0,1.0,5.0,17.0,0.0203,,3.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,36.0,29.0,2.0,2.0,0.0,7.0,10.0,22.0,26.0,1.0,4.0,3.0,,90.0,48.0,6.5,0.0333318,3,,,,5.0,,1.0,,1.0,1.0,1.0,,,,3.0,9.0,0.6608,3.0,,,1.0,,1.0,,,1.0,1.0,0.3428,,,,,,,,,,,,
12450218,home,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188,1161,M,1445628,EUR,1075507200,M,38,38,False,58.0,51.0,8.0,6.0,0.0,22.0,22.0,29.0,36.0,,3.0,8.0,,90.0,69.0,7.3,0.217922,1,,,,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,8.0,0.0359,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12450218,home,Stade Rennais,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,M,8,8,False,46.0,43.0,1.0,1.0,0.0,13.0,13.0,30.0,33.0,,2.0,,,77.0,54.0,6.7,0.0380305,3,,,,8.0,,3.0,2.0,,1.0,,,,,4.0,6.0,0.1231,,,,1.0,2.0,1.0,,,2.0,1.0,0.1119,sekofofana,1.0,,,,,,,,,,
12450218,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,M,3,3,False,49.0,46.0,2.0,1.0,1.0,17.0,18.0,35.0,48.0,,9.0,5.0,,90.0,85.0,10.0,0.704924,1,,,,1.0,,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,17.0,0.1787,5.0,17.0,6.0,,,,,7.0,1.0,1.0,0.6873,,1.0,True,2.0,1.0,,,,,,,
12450218,home,Stade Rennais,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,F,11,11,False,14.0,13.0,,,0.0,2.0,2.0,11.0,12.0,,4.0,,,77.0,27.0,7.3,0.409587,2,,,,2.0,,2.0,1.0,,2.0,,1.0,1.0,,1.0,6.0,0.0643,2.0,,,,,,,1.0,3.0,,,,,,,,1.0,,,,,,
