match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_clearanceOffLine,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_bigChanceMissed
14109707,home,Fatih Karagümrük,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195,1121,M,283847,EUR,821923200,G,13,13,False,37.0,19.0,29.0,11.0,0.0,10.0,11.0,9.0,26.0,1.0,13.0,2.0,1.0,1.0,90.0,47.0,7.3,18.0,0.00139641,0.2498,0,0.2009,0.06,-0.01,0.24,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109707,home,Fatih Karagümrük,Atakan Çankaya,Atakan Cankaya,,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,6,6,False,21.0,13.0,2.0,1.0,0.0,4.0,6.0,9.0,15.0,2.0,2.0,,,,90.0,35.0,6.9,10.0,0.0227336,,1,,-0.08,0.11,0.0,,True,1.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0339,-0.14,,,,,,,,,,,,,,,,,,,,,,
14109707,home,Fatih Karagümrük,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,398,M,105971,EUR,713923200,D,3,3,False,31.0,28.0,4.0,3.0,0.0,19.0,20.0,9.0,11.0,7.0,2.0,,,,90.0,42.0,7.4,3.0,0.00379383,,0,,0.19,0.04,0.6,,,4.0,3.0,6.0,5.0,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14109707,home,Fatih Karagümrük,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,43.0,34.0,7.0,2.0,0.0,23.0,27.0,11.0,16.0,5.0,2.0,,,,90.0,57.0,7.6,11.0,0.00409609,,0,,0.13,0.04,0.45,,,1.0,2.0,1.0,3.0,,,,1.0,,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
14109707,home,Fatih Karagümrük,Çağtay Kurukalıp,,,cagtay-kurukalip,Ç. Kurukalıp,D,33,172,81,M,962620,EUR,1014508800,D,33,33,False,40.0,34.0,2.0,1.0,1.0,15.0,18.0,19.0,22.0,4.0,8.0,,,,90.0,69.0,7.6,11.0,0.197343,,0,,0.26,0.16,0.32,,,,1.0,3.0,4.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
14109707,home,Fatih Karagümrük,Marius Tresor Doh,Marius Tresor Doh,,marius-tresor-doh,M. T. Doh,M,14,177,352,M,1907330,EUR,1071619200,M,14,14,False,38.0,27.0,6.0,4.0,0.0,16.0,18.0,11.0,20.0,2.0,11.0,,,,90.0,58.0,6.4,20.0,0.0506219,,1,,0.02,-0.35,0.16,,,,3.0,7.0,3.0,,1.0,,,7.0,,0.0228,-0.06,,,6.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
14109707,home,Fatih Karagümrük,Matías Kranevitter,,,matias-kranevitter,M. Kranevitter,M,5,179,496,M,295159,EUR,737942400,M,5,5,False,39.0,29.0,2.0,1.0,0.0,15.0,19.0,14.0,20.0,1.0,6.0,,,,88.0,49.0,6.3,11.0,0.0244126,,1,,0.13,0.13,-0.21,,,,1.0,8.0,1.0,5.0,,,,1.0,,0.0163,-0.17,,,3.0,,,3.0,,,1.0,,,1.0,,,,,,,,,,
14109707,home,Fatih Karagümrük,Serginho,,,serginho,Serginho,M,70,180,332,M,849301,EUR,797126400,M,70,70,False,25.0,20.0,,,0.0,6.0,6.0,14.0,19.0,,2.0,,,,90.0,41.0,8.6,10.0,0.0925279,,1,,0.04,0.38,-0.08,,,1.0,1.0,3.0,10.0,2.0,2.0,,,2.0,3.0,0.7246,0.56,4.0,4.0,,3.0,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3284,,,,,
14109707,home,Fatih Karagümrük,Berkay Özcan,,,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,8,8,False,30.0,27.0,1.0,1.0,0.0,5.0,5.0,22.0,25.0,,1.0,,,,74.0,46.0,7.5,8.0,0.0786655,,2,,0.31,0.27,-0.01,,,2.0,2.0,5.0,10.0,,7.0,1.0,,1.0,1.0,0.1622,-0.13,,,,,,1.0,7.0,,1.0,,3.0,,1.0,,,,0.1615,,,,,
14109707,home,Fatih Karagümrük,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,23,23,False,18.0,13.0,1.0,,0.0,4.0,4.0,9.0,14.0,,1.0,,,,40.0,29.0,6.5,10.0,0.0258324,,1,,0.08,0.02,-0.1,,,1.0,,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0202,-0.1,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,
