match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_dispossessed,captain,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated
10389940,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,25.0,15.0,14.0,5.0,14.0,18.0,1.0,7.0,1.0,10.0,7.0,7.0,90.0,38.0,6.8,10.0,0.0,0.0,0.00034117,0,-0.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389940,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,41.0,37.0,,,22.0,25.0,15.0,16.0,3.0,6.0,,,90.0,71.0,6.6,5.0,0.0,0.0,0.00507459,0,,Alidu Seidu,,2.0,4.0,11.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,
10389940,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,40.0,32.0,7.0,3.0,27.0,31.0,5.0,9.0,3.0,6.0,,,90.0,51.0,5.9,11.0,0.0,0.0,0.00461992,0,,,,,2.0,1.0,,1.0,1.0,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
10389940,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,41.0,35.0,5.0,2.0,29.0,31.0,6.0,10.0,3.0,4.0,,,90.0,49.0,5.8,6.0,0.0,0.0,0.00250676,0,,,,,3.0,2.0,2.0,,,,1.0,2.0,1.0,,,1.0,,,True,,,,,,,,,,,,,
10389940,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,D,3,3,False,32.0,27.0,2.0,,13.0,14.0,15.0,19.0,2.0,3.0,,,90.0,49.0,6.2,7.0,0.053,0.0,0.0792277,1,,,,,2.0,5.0,,4.0,2.0,,1.0,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10389940,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,47.0,41.0,1.0,1.0,25.0,26.0,16.0,21.0,,5.0,,,85.0,55.0,6.1,7.0,0.0302,0.0,0.0298458,1,,,,,7.0,2.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,1.0,,,,,,,,
10389940,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,78.0,68.0,9.0,5.0,42.0,45.0,26.0,33.0,1.0,6.0,,,90.0,89.0,6.5,12.0,0.0,0.0,0.020704,0,,,,,3.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10389940,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,20.0,19.0,1.0,,10.0,10.0,9.0,12.0,,5.0,,,73.0,38.0,6.2,9.0,0.0347,0.0,0.028206,1,,,,,5.0,7.0,2.0,5.0,4.0,,,,,4.0,3.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,
10389940,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,M,70,70,False,34.0,27.0,6.0,4.0,13.0,13.0,14.0,21.0,1.0,2.0,,,73.0,46.0,6.2,10.0,0.1034,0.0,0.0235884,2,,,,,6.0,4.0,1.0,2.0,,,,1.0,,,3.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,
10389940,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,M,18,18,False,23.0,18.0,2.0,,7.0,8.0,11.0,15.0,,8.0,,,81.0,30.0,6.4,8.0,0.0,0.0,0.060959,0,,,,,2.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,
