match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_lastName,stat_wonContest,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14062143,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,19.0,18.0,3.0,2.0,0.0,17.0,17.0,1.0,2.0,3.0,7.0,1.0,4.0,5.0,1.0,90.0,31.0,7.7,1.0,0.00022121,27.834266175915,4.0,4.83,4.935,0.9958,0,-0.0104,0.01,0.0,-0.22,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062143,home,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2309,M,1152923,EUR,1134691200,D,19,19,False,38.0,34.0,3.0,2.0,0.0,24.0,24.0,10.0,14.0,4.0,2.0,,,,,70.0,50.0,6.0,6.0,0.0285705,93.596149208898,12.0,17.43,14.91,,0,,-0.04,-0.27,-0.41,,Kosta Nedeljkovic,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062143,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,71.0,63.0,8.0,4.0,0.0,41.0,41.0,22.0,30.0,5.0,5.0,,,,,90.0,87.0,6.6,8.0,0.0102684,286.15544860107,34.0,82.11,14.91,,2,,-0.07,0.12,-0.13,,,,3.0,3.0,4.0,,,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.4467,0.3457,-0.04,,,,,,,,,,,,,,,,,,,,,
14062143,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,64.0,58.0,3.0,1.0,0.0,30.0,30.0,28.0,34.0,5.0,6.0,,,,,90.0,76.0,6.4,8.0,0.0432005,271.34398921991,33.0,155.925,26.46,,0,,0.25,0.19,-0.35,,,,,2.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,86.456320044933,4.0,,,,,,,,,,,,,,,,
14062143,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,50.0,40.0,7.0,4.0,0.0,16.0,21.0,24.0,29.0,3.0,7.0,,,,,90.0,81.0,7.8,19.0,0.932491,165.98088370319,17.0,68.67,26.67,,0,,0.92,0.13,-0.4,,,8.0,,2.0,8.0,2.0,,,,,,2.0,6.0,4.0,,,,,,,1.0,26.808343850376,1.0,True,3.0,1.0,1.0,1.0,2.0,7.0,,,,,,,,,
14062143,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,38.0,26.0,2.0,,1.0,18.0,20.0,8.0,18.0,2.0,5.0,,,,,90.0,57.0,7.5,14.0,0.424958,141.26751088336,14.0,65.31,15.645,,4,,0.45,0.33,-0.11,,,,3.0,4.0,9.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,0.4058,0.0436,-0.46,,2.0,,,,,,,,,3.0,3.0,2.0,2.0,1.0,,,,,,
14062143,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,57.0,50.0,5.0,3.0,0.0,27.0,27.0,23.0,30.0,2.0,2.0,,,,,89.0,66.0,6.4,9.0,0.0312006,176.54858170247,25.0,73.605,9.555,,0,,-0.1,0.18,-0.13,,,1.0,,5.0,2.0,2.0,2.0,2.0,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14062143,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,42.0,34.0,3.0,2.0,0.0,7.0,9.0,27.0,33.0,1.0,7.0,,,,,90.0,57.0,8.8,12.0,0.255014,167.02784598554,18.0,88.515,24.78,,3,,0.55,0.57,-0.14,,,1.0,,4.0,5.0,1.0,1.0,,,2.0,,1.0,3.0,2.0,2.0,0.1275,0.5002,0.54,,1.0,1.0,62.344104589488,3.0,,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,
14062143,home,RB Leipzig,Conrad Harder,harder-conrad,C. Harder,F,11,186,4734,M,1494826,EUR,1112832000,F,11,11,False,17.0,13.0,2.0,1.0,0.0,6.0,7.0,7.0,10.0,,2.0,,,,,90.0,43.0,6.5,14.0,0.0180107,125.37109748064,12.0,93.24,32.865,,6,,-0.12,0.17,0.16,,,3.0,1.0,7.0,7.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,0.6187,0.5208,-0.62,,,3.0,59.297376198715,3.0,,,,,,4.0,,1.0,3.0,1.0,,,,,,
14062143,home,RB Leipzig,Rômulo,romulo,Rômulo,F,40,193,3725,M,1133743,EUR,1013126400,F,40,40,False,13.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,11.0,2.0,4.0,,,,,70.0,19.0,6.3,4.0,0.0281033,35.540409410891,4.0,22.785,23.625,,0,,-0.07,0.16,-0.1,,Rômulo,,,5.0,1.0,1.0,,4.0,,,,1.0,1.0,1.0,1.0,,,,,,2.0,24.885598747067,1.0,,,,,,,1.0,,,,,1.0,,,,
