match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_errorLeadToAShot,stat_punches,stat_totalOffside,stat_hitWoodwork
11352670,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,19.0,15.0,5.0,1.0,14.0,14.0,1.0,5.0,11.0,1.0,3.0,1.0,1.0,90.0,33.0,6.6,4.0,0.00028547,0,-0.9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352670,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,53.0,49.0,1.0,1.0,30.0,30.0,19.0,23.0,4.0,,,,,79.0,63.0,7.1,6.0,0.324434,0,,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11352670,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,105.0,99.0,4.0,1.0,60.0,60.0,39.0,45.0,2.0,,,,,90.0,112.0,7.0,7.0,0.182248,1,,2.0,3.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,0.1163,,,,,,,,,,,,,,,,
11352670,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,97.0,92.0,6.0,3.0,53.0,55.0,40.0,43.0,7.0,,,,,90.0,109.0,7.5,6.0,0.112349,2,,2.0,3.0,6.0,,,1.0,1.0,,3.0,,,1.0,,,,1.0,2.0,,0.0683,1.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,
11352670,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,45.0,41.0,2.0,1.0,20.0,21.0,24.0,31.0,3.0,,,,,90.0,66.0,7.0,12.0,0.387507,0,,,3.0,4.0,,,3.0,,,1.0,1.0,1.0,,3.0,,,,,2.0,,7.0,3.0,1.0,,,,,,,,,,,,,
11352670,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,35.0,31.0,1.0,1.0,14.0,15.0,17.0,20.0,6.0,,,,,90.0,46.0,7.4,5.0,0.00920126,3,,,2.0,5.0,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,2.0,0.3572,,,,1.0,,,True,1.0,2.0,1.0,1.1105,,,,,
11352670,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,74.0,69.0,3.0,3.0,37.0,38.0,32.0,36.0,1.0,,,,,79.0,80.0,7.2,5.0,0.206358,0,,4.0,9.0,4.0,2.0,,,,,1.0,2.0,2.0,3.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,
11352670,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,96.0,87.0,7.0,4.0,45.0,48.0,43.0,51.0,4.0,,,,,89.0,108.0,7.8,14.0,0.12634,0,,,1.0,5.0,,,,,,,4.0,3.0,1.0,3.0,,,,,,,3.0,1.0,1.0,,1.0,3.0,,,,,,1.0,,,,
11352670,home,Aston Villa,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,nicolozaniolo,864898,EUR,930873600,M,22,22,False,7.0,6.0,,,,1.0,6.0,8.0,1.0,,,,,45.0,28.0,6.6,8.0,0.0811924,6,,3.0,8.0,3.0,,2.0,2.0,,,1.0,,,1.0,1.0,,,3.0,,2.0,0.6363,2.0,,1.0,2.0,,1.0,,1.0,1.0,,0.7604,,,,,
11352670,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,F,19,19,False,26.0,19.0,,,6.0,7.0,13.0,21.0,2.0,,,,,89.0,32.0,7.9,10.0,0.316182,2,,,5.0,2.0,1.0,,2.0,1.0,1.0,,,,3.0,1.0,,,1.0,,,0.2956,2.0,,1.0,,,,,,1.0,1.0,0.655,,,,,
