match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_wasFouled,stat_aerialLost,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot
14082850,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,34.0,15.0,22.0,3.0,0.0,13.0,17.0,2.0,17.0,8.0,2.0,4.0,4.0,2.0,2.0,90.0,44.0,5.9,19.0,0.00024853,0.1181,0,-0.2565,0.01,0.01,-0.18,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082850,home,Athletic Club,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,,910267,EUR,930873600,D,12,12,False,21.0,17.0,2.0,1.0,0.0,7.0,7.0,10.0,14.0,1.0,,,,,,83.0,39.0,6.4,10.0,0.19169,,0,,0.28,0.14,-0.29,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14082850,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,49.0,38.0,6.0,1.0,0.0,23.0,24.0,15.0,25.0,5.0,,,,,,90.0,62.0,6.7,14.0,0.0202619,,1,,0.25,0.1,-0.13,,,,1.0,,3.0,3.0,1.0,1.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0648,0.02,,,,,,,,,,,,,,,,
14082850,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,56.0,43.0,12.0,2.0,0.0,30.0,36.0,13.0,20.0,5.0,,,,,,90.0,63.0,6.0,14.0,0.0147703,,1,,0.05,0.19,-0.39,,,,,,2.0,2.0,1.0,,,,3.0,1.0,,1.0,,,,1.0,1.0,1.0,0.09,-0.24,1.0,,,,,,,,,,,,,,,
14082850,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,40.0,35.0,5.0,1.0,0.0,18.0,19.0,17.0,21.0,4.0,,,,,,90.0,62.0,6.4,8.0,0.0470316,,1,,0.2,0.07,-0.28,,,,3.0,1.0,,2.0,,,,,4.0,,,,1.0,,,,,,0.0624,-0.43,,2.0,,,,,,,,,,,,,,
14082850,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,33.0,27.0,7.0,3.0,0.0,14.0,15.0,13.0,18.0,8.0,,,,,,78.0,44.0,7.0,10.0,0.0317086,,1,,0.27,0.18,-0.09,,,,,,2.0,4.0,,,1.0,1.0,1.0,4.0,,1.0,1.0,,,2.0,1.0,1.0,0.0203,0.02,,,1.0,,,,,,,,,,,,,
14082850,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,18,18,False,36.0,32.0,1.0,,0.0,16.0,17.0,16.0,19.0,4.0,,,,,,90.0,47.0,6.6,9.0,0.012216,,0,,0.03,0.11,-0.04,,,,2.0,,2.0,2.0,,,2.0,,,1.0,1.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14082850,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,18.0,15.0,1.0,1.0,0.0,1.0,1.0,14.0,17.0,2.0,,,,,,90.0,28.0,6.4,11.0,0.167527,,1,,0.36,0.1,-0.15,,,,1.0,,6.0,1.0,1.0,2.0,1.0,,,4.0,3.0,,1.0,,,1.0,1.0,1.0,0.019,-0.06,,,1.0,True,,,,,,,,,,,,
14082850,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,18.0,15.0,4.0,2.0,0.0,7.0,7.0,8.0,11.0,2.0,,,,,,67.0,36.0,7.0,10.0,0.144486,,2,,0.32,0.12,-0.05,,,,7.0,1.0,4.0,6.0,,,3.0,2.0,,,1.0,,2.0,,,1.0,,,0.1492,-0.43,,3.0,3.0,,,,,,,,,,,,,
14082850,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,10,10,False,34.0,27.0,1.0,1.0,1.0,7.0,7.0,20.0,27.0,4.0,,,,,,83.0,62.0,10.0,17.0,0.429242,,4,,0.65,1.0,-0.2,,,,3.0,1.0,9.0,13.0,1.0,,14.0,8.0,,1.0,3.0,,2.0,,,,,2.0,1.3901,0.29,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,0.8095,,,,,,
