match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,player_sofascoreId,captain,stat_goals,stat_goalAssist,stat_dispossessed,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
10407431,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,298,M,39457,EUR,641347200,G,49,49,False,33.0,29.0,14.0,10.0,25.0,26.0,4.0,7.0,11.0,1.0,1.0,1.0,90.0,44.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,741,M,934196,EUR,879292800,D,59,59,False,59.0,50.0,5.0,3.0,32.0,35.0,18.0,24.0,3.0,,,,90.0,72.0,6.7,11.0,1,,,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,314,M,303634,EUR,686793600,D,16,16,False,58.0,53.0,10.0,8.0,35.0,37.0,18.0,21.0,4.0,,,,90.0,68.0,7.1,6.0,0,,,3.0,5.0,8.0,1.0,,1.0,,3.0,,,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,44,44,False,63.0,55.0,7.0,2.0,31.0,35.0,24.0,32.0,4.0,,,,89.0,86.0,6.6,15.0,0,,,2.0,6.0,4.0,,,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,335,M,797279,EUR,826156800,M,2,2,False,29.0,24.0,1.0,1.0,7.0,9.0,19.0,23.0,4.0,,,,90.0,43.0,6.9,6.0,1,,,,10.0,2.0,1.0,,2.0,3.0,1.0,,6.0,3.0,,,1.0,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,400,M,826171,EUR,919382400,M,20,20,False,52.0,46.0,5.0,5.0,24.0,25.0,23.0,29.0,5.0,,,,82.0,64.0,7.3,8.0,1,,,1.0,3.0,5.0,1.0,,,1.0,2.0,1.0,2.0,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4130,M,845136,EUR,889228800,M,8,8,False,32.0,28.0,1.0,1.0,9.0,9.0,20.0,25.0,3.0,,,,68.0,46.0,6.7,8.0,2,Jean Thierry Lazare,Amani,,3.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,,jtl_amani_8,,,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,17,17,False,79.0,65.0,10.0,6.0,17.0,21.0,50.0,61.0,6.0,,,,90.0,105.0,9.7,18.0,4,,,1.0,9.0,13.0,3.0,,,3.0,4.0,1.0,4.0,,8.0,6.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,,,True,2.0,,,,,,,,,
10407431,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,710,M,902987,EUR,827884800,M,94,94,False,53.0,46.0,3.0,2.0,9.0,11.0,37.0,43.0,8.0,,,,90.0,79.0,8.1,14.0,3,,,1.0,6.0,9.0,2.0,1.0,,2.0,5.0,2.0,1.0,,4.0,1.0,3.0,1.0,2.0,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,
10407431,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,638,M,822673,EUR,892684800,F,13,13,False,19.0,13.0,4.0,1.0,2.0,2.0,11.0,19.0,4.0,,,,90.0,30.0,7.0,12.0,3,,,,2.0,1.0,,,,,1.0,3.0,,2.0,,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
