match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_keyPass,stat_totalContest,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12504656,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,23.0,10.0,17.0,5.0,0.0,5.0,8.0,5.0,15.0,1.0,9.0,2.0,3.0,4.0,1.0,90.0,35.0,7.6,13.0,0.00193258,0,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504656,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,,14718,EUR,580348800,D,29,29,False,26.0,15.0,3.0,1.0,0.0,9.0,9.0,6.0,17.0,3.0,3.0,,,,,82.0,42.0,6.6,14.0,0.00613997,0,,True,5.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504656,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,42.0,33.0,7.0,3.0,0.0,20.0,22.0,13.0,20.0,4.0,3.0,,,,,90.0,51.0,7.0,9.0,0.0213612,0,,,10.0,4.0,1.0,1.0,,1.0,5.0,5.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504656,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,64.0,50.0,11.0,2.0,0.0,31.0,35.0,19.0,29.0,5.0,5.0,,,,,90.0,75.0,7.0,15.0,0.00509174,0,,,1.0,,,,,,,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12504656,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,,965264,EUR,958176000,D,2,2,False,28.0,25.0,4.0,3.0,0.0,13.0,13.0,12.0,17.0,3.0,3.0,,,,,76.0,48.0,6.7,9.0,0.00641168,1,,,5.0,1.0,,1.0,1.0,1.0,,1.0,4.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1979,,,,,,,,,,,,,,
12504656,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,26.0,21.0,3.0,1.0,1.0,5.0,7.0,16.0,20.0,2.0,5.0,,,,,90.0,42.0,6.8,8.0,0.00480464,1,,,10.0,5.0,,1.0,1.0,4.0,2.0,,3.0,3.0,2.0,,1.0,1.0,1.0,,,,0.0275,1.0,1.0,,,,,,,,,,,,
12504656,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,18,18,False,43.0,37.0,5.0,1.0,0.0,15.0,17.0,23.0,27.0,1.0,6.0,,,,,90.0,60.0,7.4,6.0,0.09732,4,,,3.0,1.0,,2.0,,2.0,,,6.0,5.0,2.0,1.0,3.0,1.0,,,1.0,,0.1274,,2.0,1.0,1.0,1.0,0.1126,,,,,,,,
12504656,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,M,11,11,False,9.0,5.0,,,0.0,,,5.0,9.0,,2.0,,,,,45.0,18.0,6.6,6.0,0.0235051,1,,,2.0,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.2968,,,,1.0,,,,,,,,,,
12504656,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,,826064,EUR,922838400,M,21,21,False,25.0,22.0,,,0.0,6.0,7.0,17.0,20.0,4.0,2.0,,,,,90.0,53.0,8.1,9.0,0.404098,4,,,9.0,2.0,,2.0,1.0,,4.0,3.0,10.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,0.2775,1.0,,1.0,2.0,3.0,0.5598,,,1.0,,,,,
12504656,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,,1162611,EUR,1063929600,M,30,30,False,20.0,18.0,2.0,2.0,0.0,4.0,4.0,14.0,18.0,1.0,6.0,,,,,81.0,43.0,6.8,12.0,0.0212725,2,,,10.0,1.0,1.0,1.0,1.0,,2.0,,6.0,,,9.0,,2.0,2.0,,1.0,2.0,0.0783,,,,4.0,1.0,0.0529,Benjamín Domínguez,,,,,,,
