match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_penaltyWon,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_totalOffside,stat_goals,stat_penaltyFaced,stat_bigChanceMissed,stat_penaltyConceded,stat_bigChanceCreated
14572704,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,39.0,21.0,26.0,9.0,0.0,12.0,14.0,9.0,25.0,12.0,3.0,1.0,2.0,1.0,1.0,90.0,49.0,7.0,19.0,0.00574998,0.0063,0,0.0646,0.11,0.02,0.31,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572704,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,30.0,16.0,7.0,1.0,0.0,9.0,16.0,7.0,14.0,4.0,,,,,,90.0,56.0,6.8,19.0,0.0953215,,2,,0.19,0.12,0.28,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.1295,0.0151,2.0,0.0,,,,,,,,,,,,,,,,,,,
14572704,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,36.0,30.0,2.0,1.0,0.0,26.0,28.0,4.0,8.0,2.0,,,,,,90.0,49.0,8.0,6.0,0.00224373,,1,,0.06,0.35,0.47,,,,2.0,1.0,5.0,,,1.0,8.0,1.0,1.0,,0.0559,,,-0.01,True,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
14572704,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,22.0,17.0,4.0,,0.0,15.0,16.0,2.0,6.0,2.0,,,,,,90.0,33.0,6.8,6.0,0.00041682,,0,,0.01,0.02,0.21,,,,1.0,4.0,5.0,1.0,,,4.0,,1.0,3.0,,,,,,1.0,3.0,1.0,,Jayden Oosterwolde,,,,,,,,,,,,,
14572704,home,Fenerbahçe,Archie Brown,brown-archie,A. Brown,D,3,190,3095,M,,1009738,EUR,1022544000,D,3,3,False,16.0,10.0,2.0,,0.0,5.0,8.0,5.0,8.0,2.0,,,,,,90.0,37.0,6.8,11.0,0.0520304,,0,,0.29,0.05,0.13,,3.0,2.0,2.0,9.0,3.0,1.0,,,1.0,,2.0,1.0,,,2.0,,,5.0,,,,,,2.0,1.0,,,,,,,,,,
14572704,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,18.0,14.0,4.0,3.0,0.0,7.0,8.0,7.0,10.0,6.0,,,,,,82.0,26.0,6.9,6.0,0.0748501,,2,,0.16,0.17,0.16,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,0.1061,0.0239,2.0,-0.07,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,
14572704,home,Fenerbahçe,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10871,M,EdsonAlvarez19,847151,EUR,877651200,M,11,11,False,23.0,19.0,1.0,,0.0,9.0,10.0,10.0,13.0,5.0,,,,,,90.0,39.0,6.6,8.0,0.00499101,,0,,0.03,0.01,0.45,,,,1.0,8.0,4.0,2.0,,,2.0,2.0,2.0,,,,,,,5.0,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,
14572704,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,26.0,19.0,1.0,,0.0,12.0,14.0,7.0,12.0,3.0,,,,,,90.0,48.0,6.6,12.0,0.0240864,,2,,0.1,0.1,-0.08,,,,3.0,9.0,8.0,,1.0,,1.0,2.0,2.0,2.0,0.1145,0.0169,2.0,-0.34,,3.0,3.0,3.0,,,,2.0,,,1.0,2.0,2.0,,,,,,
14572704,home,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174,10361,M,d.nene10,1102788,EUR,1040601600,F,45,45,False,12.0,9.0,1.0,,0.0,5.0,6.0,4.0,6.0,5.0,,,,,,80.0,31.0,7.0,10.0,0.0541639,,3,,0.08,0.29,0.2,,1.0,1.0,,4.0,4.0,,1.0,1.0,,1.0,3.0,,0.1111,0.3248,2.0,0.16,,3.0,1.0,1.0,,Nene Dorgeles,,,,,1.0,5.0,1.0,,,,,,
14572704,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,False,10.0,6.0,1.0,,0.0,4.0,4.0,2.0,6.0,1.0,,,,,,87.0,24.0,6.1,7.0,0.00053305,,4,,-0.04,0.07,0.17,,,,4.0,10.0,6.0,2.0,1.0,,2.0,,1.0,1.0,0.3026,0.101,,-0.64,,8.0,,,,,,,,1.0,3.0,2.0,,1.0,,,,,
