match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_aerialLost,stat_wonContest,stat_totalClearance,stat_wonTackle,stat_aerialWon,stat_fouls,captain,stat_clearanceOffLine,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,player_sofascoreId
11401970,home,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,20.0,13.0,14.0,7.0,1.0,9.0,11.0,4.0,9.0,10.0,1.0,5.0,7.0,90.0,34.0,7.7,9.0,0.0161378,1.0,0,-0.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401970,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,False,31.0,20.0,6.0,2.0,1.0,12.0,17.0,10.0,17.0,5.0,1.0,,,90.0,47.0,6.6,15.0,0.210725,2.0,2,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1066,,,,,,,,,,,,,,,,,
11401970,home,Heracles Almelo,Stijn Bultman,bultman-stijn,S. Bultman,D,18,185,61,M,1486433,EUR,1106956800,D,35,35,False,33.0,22.0,10.0,3.0,,17.0,25.0,5.0,8.0,3.0,1.0,,,90.0,48.0,6.3,12.0,0.00317709,,0,,Stijn Bultman,,,,2.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,2.0,6.0,1.0,,,,,,,,,,,,,
11401970,home,Heracles Almelo,Sava Arangel Čestić,sava-arangel-cestic,S. A. Čestić,D,6,192,85,M,1014566,EUR,982540800,D,6,6,False,14.0,8.0,3.0,,,6.0,9.0,2.0,5.0,1.0,,,,89.0,26.0,6.5,6.0,0.0234187,,0,,,,,,3.0,2.0,1.0,,,,,3.0,3.0,1.0,,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,
11401970,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,34.0,29.0,3.0,3.0,,18.0,19.0,11.0,15.0,2.0,,,,90.0,53.0,7.9,5.0,0.0126575,1.0,1,,,,,,1.0,5.0,1.0,,,,1.0,4.0,,3.0,0.06,,,7.0,3.0,2.0,,True,1.0,,,,,,,,,
11401970,home,Heracles Almelo,Jetro Willems,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,False,18.0,14.0,2.0,1.0,,8.0,11.0,6.0,9.0,4.0,,,,90.0,37.0,6.0,11.0,0.016047,,0,,,,2.0,,5.0,,1.0,,,,,1.0,1.0,,,,,7.0,,,,,,4.0,,,,,,,,
11401970,home,Heracles Almelo,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170,76,M,825278,EUR,838080000,M,5,5,False,11.0,6.0,3.0,1.0,,2.0,3.0,4.0,9.0,3.0,3.0,,,56.0,27.0,6.5,13.0,0.00166113,1.0,3,,,,1.0,,7.0,1.0,2.0,1.0,,2.0,,1.0,,,0.2179,,,,,,1.0,,,3.0,1.0,1.0,0.1447,,,,,
11401970,home,Heracles Almelo,Marko Vejinović,marko-vejinovic,M. Vejinović,M,18,186,29,M,40947,EUR,634003200,M,18,18,False,20.0,15.0,1.0,1.0,,9.0,12.0,7.0,9.0,2.0,,,,45.0,24.0,6.6,5.0,0.0178467,,0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,
11401970,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,22.0,20.0,1.0,1.0,,10.0,12.0,11.0,11.0,8.0,1.0,,,90.0,38.0,7.1,4.0,0.121636,1.0,1,,,,1.0,1.0,2.0,6.0,,1.0,,,,,3.0,4.0,0.0177,,1.0,2.0,4.0,,1.0,,,1.0,1.0,1.0,0.0663,,,,,
11401970,home,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,7,172,243,M,794362,EUR,897868800,M,29,29,False,17.0,16.0,1.0,1.0,,11.0,11.0,6.0,7.0,7.0,1.0,,,56.0,26.0,6.4,5.0,0.0466928,1.0,0,,,,1.0,1.0,3.0,2.0,,2.0,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,
11401970,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,F,23,23,False,22.0,18.0,1.0,1.0,,11.0,12.0,7.0,10.0,,2.0,,,79.0,36.0,7.6,8.0,0.100258,2.0,3,,,,,,5.0,5.0,,1.0,,1.0,,1.0,,2.0,0.5459,,,2.0,1.0,3.0,3.0,,,1.0,2.0,,0.6911,1.0,1.0,,,
11401970,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,True,19.0,15.0,3.0,3.0,,8.0,9.0,7.0,12.0,3.0,2.0,,,45.0,28.0,6.7,8.0,0.0177869,,1,,,,2.0,,1.0,3.0,1.0,,,,,,,2.0,0.0315,,,,1.0,,,,,,1.0,1.0,0.4203,,,,,
11401970,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,F,7,7,True,5.0,5.0,,,,1.0,1.0,4.0,5.0,1.0,1.0,,,34.0,12.0,6.6,4.0,0.00687587,1.0,0,,,,1.0,,1.0,3.0,,2.0,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,
11401970,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,True,4.0,3.0,,,,,,4.0,5.0,3.0,3.0,,,34.0,14.0,7.0,6.0,0.0544011,1.0,2,,,,1.0,1.0,4.0,1.0,,1.0,,,,,,1.0,0.0933,,,,,,2.0,,,1.0,2.0,,0.1166,1.0,,,,
11401970,home,Heracles Almelo,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,44,180,334,M,982779,EUR,1066262400,F,44,44,True,2.0,1.0,,,,1.0,1.0,,1.0,,,,,11.0,2.0,6.5,1.0,6.67e-05,,0,,Mohamed,Sankoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401970,home,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,True,3.0,2.0,,,,2.0,2.0,,1.0,1.0,,,,1.0,3.0,,1.0,4.95e-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
