match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_errorLeadToAGoal,stat_totalOffside
10389976,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,33.0,24.0,25.0,16.0,16.0,18.0,8.0,15.0,7.0,2.0,3.0,90.0,41.0,7.4,9.0,0.0,0.0,0.00116612,0,1.4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389976,home,Stade Rennais,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,27,27,False,83.0,72.0,4.0,2.0,28.0,31.0,46.0,57.0,8.0,,,90.0,103.0,7.5,14.0,0.0,0.0,0.177642,0,,,,hamarintos27,True,5.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389976,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,15,15,False,49.0,44.0,5.0,3.0,25.0,25.0,19.0,25.0,5.0,,,90.0,61.0,7.3,6.0,0.0,0.0,0.00788513,0,,,,chriswooh,,1.0,,1.0,2.0,2.0,,5.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10389976,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,50.0,42.0,5.0,3.0,25.0,26.0,17.0,24.0,4.0,,,90.0,66.0,7.3,11.0,0.0,0.0,0.00908423,0,,,,,,,,1.0,3.0,6.0,,3.0,3.0,1.0,1.0,1.0,,1.0,,3.0,2.0,1.0,2.0,,,,,,,,,,,,
10389976,home,Stade Rennais,Birger Meling,birger-meling,B. Meling,D,24,172,241,M,606530,EUR,787622400,D,25,25,False,48.0,42.0,3.0,2.0,18.0,21.0,24.0,29.0,6.0,,,88.0,69.0,6.7,12.0,0.0,0.0,0.0200366,0,,,,,,2.0,,1.0,6.0,2.0,,2.0,2.0,1.0,,3.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,
10389976,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,45.0,35.0,3.0,1.0,9.0,10.0,26.0,38.0,5.0,,,87.0,57.0,7.0,16.0,0.1274,0.0,0.072476,2,,,,,,3.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,
10389976,home,Stade Rennais,Xeka,xeka,Xeka,M,8,186,229,M,858705,EUR,784425600,M,80,80,False,29.0,27.0,3.0,3.0,15.0,16.0,12.0,13.0,1.0,,,74.0,42.0,6.7,6.0,0.0529,0.0,0.0096608,2,,,,,,,,,4.0,4.0,1.0,1.0,,1.0,,2.0,,,,3.0,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,
10389976,home,Stade Rennais,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,21,21,False,58.0,52.0,8.0,6.0,17.0,20.0,37.0,41.0,10.0,,,90.0,79.0,7.8,13.0,0.0733,0.0,0.916847,2,,,,lovromajer,,3.0,2.0,,6.0,5.0,1.0,,2.0,2.0,1.0,3.0,2.0,,,2.0,3.0,1.0,3.0,1.0,,1.0,,1.0,,1.0,,,,,
10389976,home,Stade Rennais,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,M,7,7,False,49.0,36.0,3.0,2.0,10.0,10.0,26.0,41.0,5.0,,,90.0,65.0,8.6,20.0,0.2888,0.0959,0.286958,1,,,,,,2.0,,1.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,,2.0,3.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,
10389976,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,19,19,False,25.0,21.0,1.0,1.0,4.0,5.0,17.0,20.0,,,,87.0,45.0,7.3,13.0,0.3985,0.4555,0.0790945,4,,,,amine_gouiri,,,,,6.0,5.0,,,,,,1.0,1.0,,,1.0,6.0,4.0,3.0,,,2.0,3.0,1.0,,,1.0,1.0,,,
