match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,captain,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_shotOffTarget,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals
10406733,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,77,M,986770,EUR,987465600,G,30,30,False,32.0,21.0,18.0,7.0,20.0,20.0,1.0,12.0,1.0,12.0,1.0,2.0,1.0,90.0,39.0,6.3,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406733,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185,79,M,874855,EUR,833760000,D,21,21,False,39.0,31.0,1.0,,13.0,15.0,18.0,27.0,,6.0,,,,90.0,68.0,6.5,20.0,1,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
10406733,home,RFC Seraing,Daniel Opare,daniel-opare,D. Opare,D,,172,62,,121251,EUR,656208000,D,40,40,False,63.0,46.0,14.0,4.0,31.0,36.0,15.0,27.0,3.0,10.0,,,,90.0,78.0,6.6,19.0,0,,1.0,8.0,,,,3.0,,1.0,4.0,,1.0,4.0,,,,,,,,,,,,,
10406733,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188,10,M,45907,EUR,467424000,D,23,23,False,36.0,31.0,5.0,3.0,22.0,23.0,9.0,13.0,,2.0,,,,90.0,45.0,6.5,6.0,0,,4.0,4.0,1.0,,,3.0,1.0,,1.0,,2.0,2.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,
10406733,home,RFC Seraing,Moustapha Mbow,moustapha-mbow,M. Mbow,D,5,187,1696,M,982319,EUR,952473600,D,99,99,False,77.0,67.0,8.0,5.0,47.0,53.0,20.0,24.0,2.0,9.0,,,,90.0,86.0,6.6,10.0,0,,6.0,5.0,,,,,1.0,,1.0,,4.0,3.0,,,,1.0,2.0,,,,,,,,
10406733,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186,53,M,893030,EUR,925171200,M,27,27,False,42.0,33.0,4.0,3.0,17.0,17.0,16.0,28.0,,3.0,,,,90.0,58.0,6.9,14.0,3,3.0,3.0,3.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,1.0,,,,
10406733,home,RFC Seraing,Abou Ba,abou-ba,A. Ba,M,,182,50,M,893798,EUR,901670400,M,20,20,False,26.0,24.0,3.0,2.0,9.0,9.0,15.0,17.0,,5.0,,,,62.0,33.0,6.8,4.0,0,,1.0,4.0,1.0,1.0,,1.0,3.0,2.0,,,,,,1.0,,2.0,,,,,,,,,
10406733,home,RFC Seraing,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185,158,M,985969,EUR,1012608000,M,5,5,False,31.0,27.0,5.0,3.0,9.0,10.0,18.0,23.0,,7.0,,,,62.0,39.0,6.3,7.0,3,2.0,5.0,1.0,,,2.0,,,,,,2.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,
10406733,home,RFC Seraing,Morgan Poaty,morgan-poaty,M. Poaty,D,18,175,121,M,850895,EUR,868924800,M,18,18,False,46.0,33.0,8.0,3.0,18.0,19.0,18.0,37.0,,8.0,,,,90.0,71.0,6.5,24.0,0,10.0,4.0,2.0,2.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,3.0,,
10406733,home,RFC Seraing,Vagner Dias,vagner-dias,V. Dias,F,,168,117,M,913191,EUR,821232000,F,7,7,False,32.0,21.0,1.0,1.0,5.0,7.0,17.0,33.0,,,,,,89.0,54.0,6.7,27.0,0,8.0,5.0,4.0,2.0,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,2.0,1.0,,
