match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_accurateCross,stat_challengeLost,stat_punches,stat_lastManTackle
14035901,home,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,False,43.0,30.0,24.0,11.0,0.0,20.0,20.0,10.0,23.0,4.0,1.0,1.0,90.0,46.0,7.2,13.0,0.0163298,0.066,0,0.108,0.23,0.04,0.19,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035901,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,58.0,52.0,2.0,,0.0,17.0,18.0,35.0,40.0,3.0,,,90.0,79.0,7.8,8.0,0.0957104,,0,,0.25,0.16,0.57,,,,1.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14035901,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,False,56.0,52.0,2.0,2.0,0.0,25.0,28.0,27.0,28.0,1.0,,,90.0,66.0,7.3,7.0,0.0145036,,0,,0.27,0.03,0.14,,,,2.0,6.0,3.0,1.0,,2.0,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
14035901,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,67.0,60.0,5.0,4.0,0.0,39.0,41.0,21.0,26.0,9.0,,,90.0,85.0,7.9,8.0,0.0105735,,0,,0.16,0.21,0.33,,,,1.0,8.0,5.0,5.0,3.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14035901,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,695,M,1047509,EUR,1047945600,D,14,14,False,47.0,38.0,5.0,1.0,0.0,17.0,17.0,21.0,30.0,,,,90.0,76.0,7.2,18.0,0.0373845,,0,,0.31,0.11,0.18,,Bjorn Meijer,,1.0,4.0,4.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,
14035901,home,Club Brugge KV,Aleksandar Stanković,aleksandar-stankovic,A. Stanković,M,25,187,2861,M,1153957,EUR,1123027200,M,25,25,False,47.0,45.0,4.0,2.0,0.0,22.0,22.0,23.0,25.0,5.0,,,90.0,54.0,7.4,2.0,0.0423521,,2,,0.13,0.06,0.22,,,,,3.0,3.0,,,,1.0,,,2.0,,,,1.0,,1.0,1.0,0.0281,0.1536,0.22,,,,,,,,,,,
14035901,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,70.0,62.0,3.0,3.0,0.0,27.0,29.0,35.0,41.0,4.0,,,90.0,85.0,7.6,10.0,0.295159,,2,,0.36,-0.1,0.28,,,,1.0,7.0,2.0,1.0,,,2.0,1.0,1.0,4.0,,,1.0,,,,2.0,0.0557,,0.01,True,1.0,,,,,,,,,
14035901,home,Club Brugge KV,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11145,M,1069486,EUR,1079654400,M,9,9,False,38.0,33.0,,,0.0,1.0,1.0,32.0,37.0,2.0,,,84.0,59.0,8.1,16.0,0.1127,,3,,0.06,0.47,-0.01,,Carlos Forbs,,1.0,3.0,,,,4.0,,,,,,,,,1.0,1.0,1.0,0.1931,0.056,0.48,,5.0,4.0,3.0,1.0,1.0,,,,,
14035901,home,Club Brugge KV,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,M,17,17,False,19.0,13.0,,,0.0,5.0,7.0,8.0,12.0,1.0,,,66.0,29.0,6.2,12.0,0.00807999,,1,,-0.13,0.16,-0.04,,Romeo,Vermant,9.0,2.0,,,,2.0,1.0,2.0,,,1.0,5.0,,,1.0,,,0.0151,,-0.04,,2.0,2.0,1.0,1.0,,,,,,
14035901,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,8,8,False,28.0,20.0,1.0,1.0,0.0,7.0,7.0,13.0,21.0,4.0,,,90.0,56.0,7.4,23.0,0.481478,,1,,0.28,0.47,-0.01,,,,3.0,8.0,,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,0.0363,,-0.07,,12.0,1.0,1.0,,,absolute_christostzolis,1.0,,,
14035901,home,Club Brugge KV,Nicolò Tresoldi,nicolo-tresoldi,N. Tresoldi,F,7,183,3021,M,1177167,EUR,1092960000,F,7,7,False,10.0,8.0,,,1.0,1.0,1.0,7.0,9.0,,,,90.0,23.0,6.1,8.0,0.0121979,,1,,-0.13,0.03,-0.04,,,,8.0,4.0,1.0,,,4.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,1.0,0.1395,,-0.53,,,,,,,,,,,
14035901,home,Club Brugge KV,Mamadou Diakhon,diakhon-mamadou,M. Diakhon,F,67,180,1898,M,1495876,EUR,1127347200,F,67,67,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,3.0,,,24.0,13.0,6.8,,0.00513188,,0,,-0.04,0.08,0.14,,,,1.0,4.0,,,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,
14035901,home,Club Brugge KV,Ludovit Reis,ludovit-reis,L. Reis,M,6,178,892,M,893586,EUR,959817600,M,6,6,True,,,,,0.0,,,,,,,,4.0,,,,,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14035901,home,Club Brugge KV,Cisse Sandra,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,11,11,True,,,,,0.0,,,,,,,,9.0,,6.4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
