match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,captain,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_totalOffside,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_accurateCross,stat_hitWoodwork,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goalAssist,stat_goals
10385684,home,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,34.0,16.0,21.0,3.0,12.0,15.0,4.0,19.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,90.0,43.0,6.1,18.0,0.0,0.0,0.00142847,0,-1.0888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385684,home,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,34.0,30.0,1.0,1.0,15.0,15.0,15.0,21.0,,4.0,,,,,,90.0,49.0,6.4,7.0,0.0,0.0,0.0129172,0,,2.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385684,home,Arsenal,Jakub Kiwior,,,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,False,48.0,41.0,3.0,1.0,29.0,30.0,12.0,18.0,2.0,7.0,,,,,,90.0,56.0,6.1,7.0,0.0,0.0,0.00348563,0,,,,2.0,1.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
10385684,home,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,39.0,30.0,6.0,3.0,25.0,29.0,5.0,10.0,1.0,3.0,,,,,,90.0,48.0,6.2,9.0,0.2686,0.0,0.00142359,2,,,1.0,3.0,4.0,,,1.0,,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385684,home,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,False,26.0,18.0,3.0,2.0,9.0,13.0,9.0,14.0,1.0,4.0,,,,,,90.0,39.0,6.5,9.0,0.0,0.0,0.00414934,0,,1.0,1.0,1.0,5.0,,,3.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10385684,home,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,29.0,21.0,2.0,1.0,9.0,12.0,12.0,17.0,,2.0,,,,,,77.0,37.0,6.6,10.0,0.0964,0.0,0.0688407,2,,,,3.0,1.0,1.0,,,,1.0,,,,2.0,1.0,True,1.0,1.0,2.0,,,,,,,,,,,,
10385684,home,Arsenal,Jorginho,,,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,False,29.0,25.0,1.0,,14.0,15.0,11.0,14.0,,6.0,,,,,,60.0,37.0,6.8,5.0,0.0,0.0,0.0066453,0,,,,2.0,7.0,2.0,,2.0,2.0,,1.0,1.0,,,4.0,,,1.0,,,,,,,,,,,,,
10385684,home,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,Granit_Xhaka,117777,EUR,717552000,M,34,34,False,24.0,19.0,1.0,,9.0,10.0,10.0,14.0,,2.0,,,,,,60.0,31.0,6.9,6.0,0.0982,0.0,0.0151638,1,,,,1.0,3.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10385684,home,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,26.0,20.0,1.0,1.0,4.0,4.0,16.0,26.0,,4.0,,,,,,90.0,51.0,7.3,15.0,0.1047,0.0,0.0330703,2,,4.0,1.0,7.0,13.0,2.0,,4.0,1.0,,,1.0,,1.0,4.0,,3.0,1.0,1.0,,5.0,4.0,1.0,,,,,,,,
10385684,home,Arsenal,Gabriel Jesus,,,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,13.0,7.0,1.0,,2.0,2.0,5.0,11.0,1.0,1.0,,,,,,77.0,27.0,6.8,9.0,0.0831,0.2166,0.0463109,2,,,6.0,10.0,3.0,,,2.0,,3.0,,,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,
