match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_bigChanceCreated
12448221,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,False,32.0,14.0,28.0,11.0,0.0,6.0,7.0,8.0,25.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,37.0,6.6,18.0,0.0363802,0,-0.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,33.0,26.0,3.0,1.0,0.0,17.0,19.0,9.0,15.0,,1.0,,4.0,,,,,,80.0,51.0,6.5,13.0,0.0055152,0,,True,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,40.0,35.0,4.0,,0.0,23.0,25.0,12.0,15.0,,2.0,5.0,12.0,,,,,,90.0,55.0,6.9,5.0,0.0059276,0,,,,2.0,2.0,,,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,41.0,28.0,7.0,1.0,0.0,22.0,28.0,6.0,13.0,5.0,7.0,10.0,3.0,,,,,,90.0,59.0,6.8,15.0,0.169488,0,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,Rodrigo,Guth,1.0,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Mitchell Dijks,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,False,27.0,19.0,3.0,1.0,0.0,13.0,14.0,6.0,13.0,,5.0,2.0,4.0,,,,,,90.0,58.0,6.6,21.0,0.00722275,0,,,,,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183,188,M,1142147,EUR,1024272000,M,80,80,False,41.0,37.0,5.0,4.0,0.0,23.0,24.0,14.0,17.0,,4.0,,6.0,,,,,,90.0,54.0,6.9,8.0,0.0208042,1,,,,1.0,3.0,2.0,2.0,,4.0,,2.0,2.0,Ryan,Fosso,,1.0,,1.0,1.0,0.0105,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,27.0,20.0,3.0,1.0,0.0,15.0,17.0,5.0,10.0,,1.0,2.0,5.0,,,,,,45.0,35.0,6.6,8.0,0.00401297,0,,,,1.0,3.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,
12448221,home,Fortuna Sittard,Samuel Bastien,samuel-bastien,S. Bastien,M,22,174,271,M,352964,EUR,843696000,M,22,22,False,27.0,19.0,2.0,2.0,0.0,7.0,9.0,14.0,20.0,,4.0,,3.0,,,,,,80.0,38.0,6.9,9.0,0.0819673,1,,,2.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,0.0792,2.0,2.0,1.0,,,,,,,,,
12448221,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,M,10,10,False,18.0,13.0,,,0.0,11.0,14.0,2.0,5.0,,,,2.0,,,,,,63.0,26.0,6.1,9.0,0.00256495,1,,,1.0,2.0,6.0,1.0,,,,,,,,,,,2.0,,1.0,0.0788,,,1.0,,,,,,,,,
12448221,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,M,7,7,False,21.0,11.0,1.0,,0.0,4.0,7.0,7.0,17.0,2.0,8.0,,2.0,,,,,,80.0,39.0,7.0,20.0,0.0053059,1,,,3.0,,7.0,3.0,1.0,,1.0,,4.0,3.0,,,1.0,,3.0,,2.0,0.7884,,,,1.0,1.0,0.7467,,,,,,
12448221,home,Fortuna Sittard,Ezequiel Bullaude,ezequiel-bullaude,E. Bullaude,M,10,184,548,M,960077,EUR,972518400,F,33,33,False,31.0,29.0,1.0,1.0,0.0,14.0,14.0,15.0,17.0,1.0,4.0,,7.0,,,,,,90.0,46.0,6.8,9.0,0.0226024,2,,,,4.0,9.0,2.0,1.0,,4.0,,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,0.1514,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Makan Aïko,makan-aiko,M. Aïko,F,90,180,103,M,1136902,EUR,978825600,F,11,11,True,9.0,4.0,,,0.0,1.0,1.0,3.0,9.0,1.0,3.0,,,,,,,,45.0,20.0,6.9,9.0,0.00626193,1,,,1.0,1.0,3.0,1.0,,,1.0,,,,,,2.0,,,1.0,1.0,0.094,,,,,,,1.0,2.0,,,,
12448221,home,Fortuna Sittard,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,273,M,780206,EUR,853545600,M,23,23,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,1.0,,1.0,,,,,,27.0,10.0,6.4,2.0,0.00922264,0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
12448221,home,Fortuna Sittard,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,True,6.0,3.0,1.0,,0.0,,,3.0,6.0,1.0,1.0,,1.0,,,,,,10.0,12.0,6.6,5.0,0.0434965,1,,,,1.0,1.0,,,,1.0,,,,,,,,,,,0.0315,,,1.0,,,,,,,,,
12448221,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174,184,M,880751,EUR,960681600,F,28,28,True,5.0,5.0,,,0.0,2.0,2.0,4.0,6.0,,1.0,,1.0,,,,,,10.0,12.0,6.4,4.0,0.0566127,0,,,3.0,,2.0,1.0,,,,,,,Josip,Mitrović,1.0,1.0,,,,,,1.0,,,,,,,,,,
12448221,home,Fortuna Sittard,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,,170,335,M,901857,EUR,989107200,M,85,85,True,,,,,0.0,,,,2.0,,,,,,,,,,10.0,3.0,6.5,3.0,,0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Ramazan Bayram,ramazan-bayram,R. Bayram,G,71,190,36,M,1855744,EUR,1097539200,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Ramazan,Bayram,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Niels Martens,niels-martens,N. Martens,G,25,201,18,M,1513291,EUR,1083888000,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Niels Martens,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Darijo Grujčić,darijo-grujcic,D. Grujčić,D,29,188,108,M,870118,EUR,927072000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Darijo,Grujčić,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176,32,M,1048758,EUR,1006819200,D,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Luka Tunjić,luka-tunjic,L. Tunjić,M,77,183,250,M,1896133,EUR,1132358400,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Luka Tunjic,,,,,,,,,,,,,,,,,,,
12448221,home,Fortuna Sittard,Édouard Michut,edouard-michut,É. Michut,M,20,178,697,M,1048011,EUR,1046736000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448221,away,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,30.0,21.0,17.0,8.0,0.0,19.0,22.0,2.0,8.0,,,1.0,10.0,,,,2.0,1.0,90.0,37.0,6.6,9.0,0.00086135,0,-0.2533,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12448221,away,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,63.0,50.0,9.0,5.0,0.0,23.0,26.0,28.0,38.0,,4.0,7.0,5.0,,,,,,90.0,101.0,6.6,18.0,0.0574363,1,,,1.0,2.0,7.0,,,,1.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,0.0154,1.0,1.0,,,,,,,,1.0,,
12448221,away,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,74.0,65.0,13.0,4.0,0.0,38.0,40.0,27.0,34.0,1.0,3.0,5.0,8.0,,,,,,90.0,86.0,6.8,11.0,0.0151599,1,,,,,3.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,4.0,0.0339,,,,,,,,,,,meeshilgerss,
12448221,away,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,81.0,79.0,5.0,4.0,0.0,40.0,41.0,39.0,40.0,2.0,3.0,4.0,3.0,,,,,,90.0,91.0,7.1,3.0,0.0197366,0,,,,2.0,2.0,,,1.0,1.0,2.0,1.0,,Max Bruns,,,,,,,,,,,,,,,1.0,,,,
