match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_penaltyConceded,stat_challengeLost,stat_wonContest,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_errorLeadToAShot,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
14109769,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,577,M,798375,EUR,857001600,G,1,1,False,True,23.0,7.0,21.0,5.0,0.0,2.0,3.0,5.0,20.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,90.0,32.0,6.5,16.0,0.00294815,8.5560139203817,2.0,5.565,4.41,0.0702,0,0.0094000000000001,0.1,0.02,0.13,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109769,home,Göztepe,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188,271,M,1101279,EUR,1061510400,D,4,4,False,,17.0,8.0,9.0,3.0,0.0,5.0,7.0,3.0,10.0,1.0,3.0,4.0,5.0,,,,,,,90.0,32.0,6.7,11.0,0.00317556,55.998422548429,3.0,49.665,41.37,,0,,0.07,0.07,0.14,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,41.860895403706,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109769,home,Göztepe,Héliton,heliton,Héliton,D,5,196,324,M,922725,EUR,816220800,D,5,5,False,,15.0,11.0,1.0,,0.0,7.0,9.0,4.0,6.0,3.0,3.0,5.0,2.0,,,,,,,90.0,26.0,6.6,4.0,0.001098,22.000482726893,4.0,12.81,6.405,,2,,0.03,0.01,0.23,,,,,,3.0,2.0,1.0,,,,,1.0,1.0,3.0,0.0314,0.0153,-0.24,,,,,,,,,,,,,,,,,,
14109769,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193,545,M,1122632,EUR,950313600,D,26,26,False,,13.0,6.0,5.0,2.0,0.0,3.0,4.0,3.0,9.0,,,1.0,,,,,,,,90.0,19.0,6.3,8.0,0.00037917,10.72368389019,2.0,-7.455,-1.995,,0,,0.02,-0.14,0.17,,,,,,1.0,2.0,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
14109769,home,Göztepe,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,386,M,1063395,EUR,1037664000,M,2,2,False,,16.0,9.0,6.0,4.0,0.0,2.0,2.0,7.0,14.0,,7.0,3.0,5.0,,,,,,,90.0,46.0,8.0,17.0,0.00937658,100.41957167598,9.0,83.055,24.15,,1,,0.09,0.29,-0.01,,Arda Kurtulan,,1.0,2.0,8.0,,1.0,3.0,2.0,61.375092504242,3.0,,1.0,3.0,0.0635,0.7649,0.53,4.0,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
14109769,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180,461,M,1484438,EUR,1087776000,M,30,30,False,,24.0,19.0,,,0.0,9.0,11.0,10.0,13.0,1.0,4.0,1.0,8.0,,,,,,,90.0,34.0,6.6,6.0,0.00996757,118.16962230125,11.0,35.28,15.75,,0,,-0.06,0.19,-0.11,,,,,2.0,4.0,,,2.0,1.0,,,,,,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,
14109769,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185,3867,M,1103597,EUR,1030924800,M,20,20,False,,17.0,15.0,,,0.0,7.0,8.0,8.0,9.0,1.0,4.0,1.0,7.0,,,,,,,69.0,30.0,7.6,7.0,0.00637465,40.786970933172,3.0,38.325,29.295,,1,,0.09,0.09,-0.19,,,,1.0,,2.0,,,3.0,2.0,31.419035010643,1.0,,1.0,2.0,0.228,0.4587,0.55,,,1.0,,1.0,4.0,,novatus_40,1.0,,,,,,,,,
14109769,home,Göztepe,Amine Cherni,cherni-amine,A. Cherni,D,15,181,874,M,1094487,EUR,994464000,M,15,15,False,,11.0,7.0,4.0,2.0,0.0,2.0,3.0,5.0,8.0,2.0,4.0,9.0,2.0,,,,,,,89.0,35.0,7.0,10.0,0.134659,6.2724260856546,1.0,5.775,5.775,,1,,0.29,0.0,0.22,,Amine Cherni,,3.0,,2.0,,,2.0,,,,1.0,,,0.0217,,-0.11,,,,,,,,,,1.0,2.0,1.0,,,,,,
14109769,home,Göztepe,Junior Olaitan,junior-olaitan,J. Olaitan,M,15,174,5168,M,1124357,EUR,1020902400,F,10,10,False,,20.0,16.0,3.0,3.0,0.0,6.0,8.0,10.0,12.0,,2.0,1.0,7.0,,,,,,,69.0,30.0,6.8,9.0,0.255141,84.944891220127,8.0,49.245,29.505,,1,,0.25,0.22,-0.05,,Junior Olaitan,,4.0,2.0,5.0,,,1.0,1.0,47.496956230494,2.0,,,3.0,0.0455,,0.01,,,1.0,,,2.0,1.0,,,1.0,,3.0,1.0,1.0,,,,
14109769,home,Göztepe,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,False,,11.0,7.0,,,0.0,,,7.0,11.0,4.0,5.0,2.0,,,,,,,,69.0,24.0,6.3,10.0,0.0138762,39.837883292395,5.0,20.895,11.865,,3,,0.01,0.34,0.15,,Janderson,,,6.0,8.0,,,,,12.114905241066,1.0,2.0,1.0,,0.4319,0.2311,-0.62,,,1.0,,,5.0,1.0,,,,1.0,,,,1.0,,,
