match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_blockedScoringAttempt,stat_interceptionWon,stat_errorLeadToAGoal,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltyFaced,stat_challengeLost,stat_outfielderBlock,stat_penaltyConceded,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed
12924407,home,ADO Den Haag,Hugo Wentges,Hugo Wentges,,hugo-wentges,H. Wentges,G,21,198.0,47,M,1092291,EUR,1013385600.0,G,1,1,False,38.0,28.0,14.0,4.0,0.0,26.0,27.0,2.0,11.0,3.0,9.0,1.0,3.0,1.0,2.0,2.0,90.0,50.0,6.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Steven Van Der Sloot,,,steven-van-der-sloot,S. V. D. Sloot,D,2,175.0,77,M,961673,EUR,1025913600.0,D,2,2,False,45.0,35.0,10.0,3.0,0.0,21.0,26.0,15.0,24.0,,4.0,,,,,,90.0,67.0,6.3,16.0,3,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Diogo Tomas,,,tomas-diogo,D. Tomas,D,45,193.0,90,M,823618,EUR,870307200.0,D,45,45,False,101.0,89.0,13.0,8.0,0.0,59.0,63.0,30.0,38.0,,8.0,,,,,,90.0,107.0,5.8,12.0,2,,,1.0,4.0,2.0,5.0,,,,,1.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Silvinho Esajas,Silvinho,Esajas,silvinho-esajas,S. Esajas,D,28,193.0,88,M,1011489,EUR,1009843200.0,D,18,18,False,33.0,30.0,7.0,6.0,0.0,24.0,25.0,6.0,8.0,,3.0,,,,,,45.0,40.0,6.5,4.0,0,,,,2.0,2.0,5.0,,,,,3.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Ronny Boakye,Ronny Boakye,,ronny-boakye,R. Boakye,D,25,178.0,9,M,1856260,EUR,1073865600.0,D,36,36,False,24.0,18.0,2.0,1.0,0.0,14.0,16.0,4.0,8.0,,,,,,,,45.0,31.0,6.2,8.0,0,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Finn de Bruin,Finn de Bruin,,finn-de-bruin,F. d. Bruin,M,16,175.0,38,M,1627783,EUR,1081123200.0,M,16,16,False,26.0,17.0,5.0,1.0,0.0,10.0,11.0,8.0,21.0,,2.0,,,,,,90.0,43.0,7.1,14.0,5,6.0,1.0,,,1.0,4.0,1.0,2.0,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Kürşad Sürmeli,,,kursad-surmeli,K. Sürmeli,M,,173.0,21,M,339815,EUR,808358400.0,M,6,6,False,17.0,13.0,1.0,1.0,0.0,7.0,8.0,6.0,9.0,1.0,,,,,,,45.0,21.0,6.6,4.0,0,,,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Dano Lourens,Dano Lourens,,lourens-dano,D. Lourens,F,,184.0,30,M,1493236,EUR,1080950400.0,M,22,22,False,9.0,7.0,,,0.0,3.0,3.0,5.0,8.0,,1.0,,,,,,62.0,19.0,6.5,6.0,2,2.0,1.0,2.0,,2.0,,,,,2.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12924407,home,ADO Den Haag,Lasse Vigen,,,lasse-vigen-christensen,L. Vigen,M,6,178.0,51,M,135257,EUR,776908800.0,M,21,21,False,23.0,17.0,3.0,1.0,0.0,10.0,12.0,7.0,12.0,,1.0,,,,,,90.0,27.0,6.3,8.0,1,1.0,,1.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
12924407,home,ADO Den Haag,Elias Mohammed,Elias Mohammed,,elias-mohammed,E. Mohammed,M,17,,16,M,1927645,EUR,1053734400.0,M,17,17,False,16.0,10.0,1.0,,0.0,2.0,3.0,9.0,14.0,,2.0,,,,,,75.0,21.0,6.6,8.0,1,1.0,1.0,,1.0,3.0,2.0,,,,2.0,1.0,1.0,,,,,3.0,,,,1.0,2.0,,,,,,,,,,,,
