match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_keyPass,stat_challengeLost,stat_outfielderBlock,captain,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11002140,home,Luton Town,Ethan Horvath,ethan-horvath,E. Horvath,G,24,194,400,M,343013,EUR,802656000,G,34,34,False,26.0,16.0,14.0,4.0,12.0,15.0,4.0,11.0,8.0,1.0,4.0,90.0,33.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Gabriel Osho,gabriel-osho,G. Osho,D,4,185,1149,M,920680,EUR,903052800,D,32,32,False,47.0,38.0,7.0,3.0,15.0,18.0,23.0,31.0,10.0,,,90.0,62.0,6.9,14.0,0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Tom Lockyer,tom-lockyer,T. Lockyer,D,12,183,189,M,197848,EUR,786412800,D,4,4,False,50.0,46.0,8.0,6.0,30.0,31.0,16.0,20.0,7.0,,,90.0,65.0,6.9,6.0,0,1.0,,5.0,3.0,6.0,,,5.0,3.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Daniel Potts,daniel-potts,D. Potts,D,,173,23,M,193548,EUR,766195200,D,3,3,False,63.0,48.0,9.0,3.0,27.0,33.0,21.0,31.0,5.0,,,75.0,74.0,6.6,18.0,0,1.0,4.0,4.0,4.0,8.0,1.0,1.0,2.0,,2.0,2.0,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,30.0,19.0,8.0,4.0,8.0,11.0,13.0,31.0,4.0,,,90.0,70.0,7.2,29.0,2,12.0,1.0,1.0,5.0,5.0,6.0,2.0,1.0,,3.0,,,,3.0,,,,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11002140,home,Luton Town,Jordan Clark,jordan-clark,J. Clark,M,18,183,143,M,150477,EUR,748656000,M,18,18,False,56.0,41.0,7.0,6.0,12.0,15.0,30.0,47.0,9.0,,,90.0,78.0,7.2,28.0,1,6.0,,,5.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,
11002140,home,Luton Town,Allan Campbell,allan-campbell,A. Campbell,M,16,173,57,M,836027,EUR,899510400,M,22,22,False,11.0,6.0,,,2.0,3.0,4.0,8.0,2.0,,,59.0,23.0,6.0,12.0,0,,2.0,,7.0,2.0,1.0,,,,3.0,,1.0,,,,,,2.0,1.0,,,,,,,,,3.0,,,,,,,,
11002140,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,295,M,387116,EUR,742867200,M,17,17,False,49.0,41.0,5.0,3.0,21.0,23.0,20.0,26.0,7.0,,,82.0,64.0,7.0,10.0,2,,,2.0,1.0,6.0,,,1.0,,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,,1.0,2.0,,,,,,,
11002140,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,286,M,369674,EUR,768096000,M,29,29,False,46.0,28.0,5.0,1.0,11.0,15.0,18.0,35.0,11.0,,,90.0,72.0,6.8,25.0,1,4.0,5.0,2.0,7.0,3.0,,,3.0,3.0,1.0,,2.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
11002140,home,Luton Town,Harry Cornick,harry-cornick,H. Cornick,F,7,180,51,M,351496,EUR,794448000,F,7,7,False,9.0,8.0,,,2.0,2.0,6.0,9.0,2.0,,,60.0,17.0,6.6,7.0,1,2.0,1.0,,3.0,,1.0,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,
11002140,home,Luton Town,Elijah Adebayo,adebayo-elijah,E. Adebayo,F,11,193,968,M,920542,EUR,884131200,F,11,11,False,18.0,9.0,,,2.0,2.0,7.0,17.0,2.0,,,90.0,40.0,6.9,20.0,3,1.0,4.0,3.0,11.0,6.0,4.0,,1.0,1.0,5.0,1.0,2.0,,,,,,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,
11002140,home,Luton Town,Cauley Woodrow,cauley-woodrow,C. Woodrow,F,12,184,111,M,140487,EUR,786326400,F,10,10,True,13.0,11.0,1.0,1.0,3.0,3.0,8.0,10.0,,,,31.0,15.0,6.6,2.0,0,,1.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185,1057,M,358222,EUR,819072000,F,9,9,True,7.0,4.0,,,1.0,2.0,3.0,7.0,2.0,,,30.0,14.0,6.4,8.0,1,2.0,,,4.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,
11002140,home,Luton Town,Fred Onyedinma,fred-onyedinma,F. Onyedinma,M,44,185,123,M,370932,EUR,848793600,M,23,23,True,5.0,4.0,,,,,4.0,7.0,,,,15.0,8.0,7.3,3.0,0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
11002140,home,Luton Town,Luke Berry,luke-berry,L. Berry,M,8,177,74,M,97465,EUR,710899200,M,8,8,True,6.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,,,8.0,10.0,6.9,3.0,1,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
11002140,home,Luton Town,Harry Isted,harry-isted,H. Isted,G,42,185,21,M,889974,EUR,857520000,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189,100,M,372342,EUR,841622400,D,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Elliot Thorpe,elliot-thorpe,E. Thorpe,M,39,176,34,M,991610,EUR,973728000,M,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Elliot,Thorpe,,,,,,,,,
11002140,home,Luton Town,Louie Watson,louie-watson,L. Watson,M,27,180,46,M,994593,EUR,991872000,M,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002140,home,Luton Town,Zack Nelson,zack-nelson,Z. Nelson,M,37,183,86,M,1394950,EUR,1095984000,M,43,43,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Zack Nelson,,,,,,,,,,
11002140,away,Grimsby Town,Max Crocombe,max-crocombe,M. Crocombe,G,15,193,85,M,197904,EUR,745113600,G,1,1,False,34.0,10.0,32.0,8.0,2.0,4.0,8.0,30.0,13.0,3.0,3.0,90.0,48.0,7.0,25.0,0,,,1.0,,3.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,
11002140,away,Grimsby Town,Michee Efete,michee-efete,M. Efete,M,20,180,69,M,880662,EUR,858038400,D,2,2,False,29.0,15.0,2.0,1.0,4.0,8.0,11.0,22.0,6.0,,,90.0,50.0,6.5,20.0,0,1.0,4.0,7.0,6.0,10.0,2.0,,1.0,,3.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11002140,away,Grimsby Town,Andy Smith,andy-smith,A. Smith,D,5,186,32,M,1019090,EUR,1000166400,D,26,26,False,16.0,7.0,5.0,,3.0,6.0,4.0,10.0,4.0,,,90.0,40.0,6.6,18.0,0,,1.0,2.0,1.0,3.0,,,7.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11002140,away,Grimsby Town,Luke Waterfall,luke-waterfall,L. Waterfall,D,25,188,9,M,39162,EUR,649296000,D,6,6,False,19.0,12.0,2.0,,9.0,11.0,3.0,8.0,1.0,,,90.0,28.0,6.5,8.0,0,,1.0,2.0,1.0,4.0,,,6.0,,1.0,1.0,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11002140,away,Grimsby Town,Niall Maher,niall-maher,N. Maher,D,31,178,3,M,581342,EUR,807148800,D,31,31,False,18.0,10.0,4.0,1.0,8.0,15.0,2.0,3.0,5.0,,,90.0,35.0,6.5,16.0,0,,1.0,1.0,3.0,2.0,,,5.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11002140,away,Grimsby Town,Anthony Driscoll-Glennon,anthony-driscoll-glennon,A. Driscoll-Glennon,D,3,181,23,M,982139,EUR,943574400,D,3,3,False,18.0,8.0,3.0,1.0,3.0,7.0,7.0,15.0,3.0,,,89.0,33.0,6.9,13.0,0,4.0,2.0,1.0,4.0,6.0,,,1.0,1.0,,1.0,,,2.0,2.0,,,4.0,4.0,,1.0,2.0,,,,,,,,,,,,,,
11002140,away,Grimsby Town,Gavan Holohan,gavan-holohan,G. Holohan,F,7,180,25,M,144678,EUR,692755200,M,8,8,False,41.0,21.0,2.0,,6.0,11.0,15.0,30.0,9.0,,,89.0,62.0,7.2,26.0,4,,5.0,3.0,14.0,10.0,4.0,,1.0,,1.0,2.0,3.0,,,1.0,,,5.0,3.0,,,,4.0,,1.0,,,1.0,,,,,,,,
