match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_keyPass,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot
10408444,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,1,1,False,17.0,14.0,8.0,5.0,11.0,11.0,3.0,6.0,5.0,2.0,90.0,24.0,6.3,3.0,0.0,0.0,0.00092458,0,-0.4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408444,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,187,6465,M,873189,EUR,884563200,D,8,8,False,70.0,64.0,8.0,6.0,27.0,31.0,39.0,41.0,6.0,,90.0,89.0,6.7,9.0,0.0254,0.0,0.102124,1,,,,8,juanfoyth,2.0,2.0,4.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408444,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,186,10320,M,122810,EUR,688089600,D,23,23,False,44.0,42.0,1.0,,31.0,32.0,11.0,12.0,6.0,,90.0,50.0,6.7,2.0,0.0,0.0,0.00505877,0,,,,23,aissamandi23,,,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408444,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,192,4099,M,864169,EUR,853372800,D,4,4,False,66.0,57.0,18.0,12.0,20.0,20.0,37.0,46.0,4.0,,90.0,84.0,6.5,10.0,0.0441,0.0,0.0947677,1,,,,14,pauttorres,,,3.0,1.0,3.0,5.0,,6.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408444,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,171,850,M,229740,EUR,710294400,D,18,18,False,33.0,28.0,1.0,1.0,13.0,14.0,15.0,19.0,6.0,,89.0,46.0,6.9,6.0,0.2416,0.0,0.170511,2,,,,18,,,,2.0,,4.0,4.0,1.0,,2.0,2.0,2.0,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10408444,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,180,1999,M,39182,EUR,608688000,M,10,10,False,65.0,60.0,2.0,2.0,16.0,17.0,44.0,50.0,4.0,,90.0,76.0,7.7,10.0,1.0665,2.1443,0.0863455,3,,,,10,,2.0,,,1.0,3.0,3.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,True,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
10408444,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,187,342,M,16701,EUR,584582400,M,6,6,False,41.0,38.0,4.0,4.0,7.0,7.0,31.0,34.0,4.0,,90.0,53.0,8.6,6.0,0.6127,1.0351,0.141122,5,,,,,,,,3.0,,7.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,3.0,,1.0,3.0,,2.0,,,,,,,,,,,
10408444,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21963,M,822470,EUR,927331200,M,11,11,False,41.0,37.0,,,7.0,7.0,30.0,34.0,3.0,,90.0,63.0,7.4,12.0,0.8804,0.4024,0.263242,8,,,,19,chukwuezesamuel8,,,,,4.0,4.0,4.0,1.0,,,,3.0,,,7.0,3.0,2.0,,,,,1.0,4.0,,1.0,2.0,,,,1.0,,,,,,,,,
10408444,home,Villarreal,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,177,15743,M,798835,EUR,829008000,M,17,17,False,57.0,50.0,3.0,3.0,9.0,9.0,43.0,54.0,4.0,,89.0,83.0,8.1,17.0,0.1919,0.0,0.487693,1,,,,20,locelso_giovani,6.0,2.0,,,3.0,5.0,1.0,,1.0,1.0,1.0,5.0,3.0,,2.0,2.0,,,,,1.0,2.0,7.0,,1.0,,,,,2.0,1.0,,,,,,,,
10408444,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,172,6120,M,984624,EUR,1035072000,M,21,21,False,30.0,27.0,,,3.0,4.0,24.0,26.0,6.0,,90.0,55.0,6.5,11.0,0.6282,0.4257,0.566651,6,,,,10,,,,1.0,,8.0,7.0,2.0,,,2.0,2.0,3.0,2.0,,7.0,3.0,2.0,,,,1.0,2.0,4.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,
