match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_errorLeadToAGoal,stat_totalCross,stat_dispossessed,stat_totalContest,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_wonContest,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork
12437048,home,Leicester City,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,30,30,False,30.0,25.0,9.0,4.0,0.0,22.0,23.0,3.0,7.0,3.0,6.0,1.0,2.0,1.0,2.0,2.0,90.0,43.0,6.4,5.0,0.00258263,0,-1.2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437048,home,Leicester City,Ricardo Pereira,ricardo-pereira,R. Pereira,D,21,175,985,M,221200,EUR,749865600,D,21,21,False,41.0,36.0,2.0,2.0,0.0,14.0,16.0,22.0,25.0,,4.0,,,,,,68.0,56.0,6.4,6.0,0.0207413,0,,,,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437048,home,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,74.0,67.0,10.0,5.0,0.0,33.0,34.0,34.0,40.0,2.0,2.0,,,,,,90.0,82.0,5.9,8.0,0.0445157,0,,,,5.0,4.0,2.0,,,1.0,1.0,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12437048,home,Leicester City,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,73.0,70.0,2.0,1.0,0.0,39.0,41.0,31.0,33.0,5.0,6.0,,,,,,90.0,89.0,7.1,6.0,0.0134869,0,,,,1.0,5.0,,2.0,2.0,3.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12437048,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,False,72.0,62.0,6.0,3.0,0.0,29.0,30.0,33.0,45.0,4.0,3.0,,,,,,90.0,96.0,6.4,17.0,0.023715,0,,,,5.0,6.0,2.0,,1.0,3.0,1.0,2.0,,,1.0,3.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437048,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,6,6,False,35.0,29.0,1.0,1.0,0.0,13.0,17.0,16.0,18.0,4.0,3.0,,,,,,74.0,46.0,6.9,7.0,0.00851026,1,,,,3.0,8.0,1.0,,,1.0,,1.0,,1.0,1.0,7.0,,,,,,1.0,0.0396,,,,,,,,,,,,,,
12437048,home,Leicester City,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,545780,EUR,823219200,M,8,8,False,78.0,66.0,2.0,,1.0,23.0,28.0,46.0,53.0,1.0,8.0,,,,,,90.0,87.0,7.4,12.0,0.601984,1,,,,4.0,1.0,,1.0,,,,,1.0,2.0,2.0,,,3.0,,,2.0,1.0,0.0182,3.0,1.0,,,,,,,,,,,,
12437048,home,Leicester City,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,1103589,EUR,1078704000,M,7,7,False,31.0,25.0,,,0.0,8.0,9.0,18.0,33.0,3.0,5.0,,,,,,90.0,71.0,6.4,27.0,0.0857459,1,,,,13.0,9.0,3.0,,,1.0,1.0,3.0,2.0,3.0,2.0,3.0,,11.0,2.0,7.0,1.0,1.0,0.0149,1.0,,issahaku10,3.0,,,,,,,,,,
12437048,home,Leicester City,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,44.0,41.0,2.0,2.0,0.0,14.0,14.0,29.0,35.0,1.0,9.0,,,,,,90.0,85.0,7.2,15.0,0.0888951,4,,Facundo Buonanotte,,11.0,7.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,5.0,2.0,5.0,2.0,2.0,0.1224,2.0,,facubuonanotte_,2.0,2.0,,,,,,,,,
12437048,home,Leicester City,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,M,10,10,False,30.0,21.0,2.0,,0.0,6.0,9.0,15.0,22.0,,3.0,,,,,,68.0,40.0,6.1,13.0,0.0186179,2,,,,10.0,1.0,2.0,,,,,1.0,,2.0,4.0,1.0,,1.0,,2.0,2.0,2.0,0.0285,,,,,,,,,,,,,,
