match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_lastManTackle,stat_hitWoodwork
12499777,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,19.0,18.0,3.0,2.0,0.0,17.0,17.0,1.0,2.0,3.0,3.0,4.0,90.0,25.0,7.6,1.0,0.00012135,0,0.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499777,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,91.0,85.0,4.0,3.0,0.0,47.0,49.0,38.0,42.0,8.0,,,90.0,101.0,7.6,7.0,0.0908256,0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499777,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,101.0,97.0,5.0,4.0,0.0,63.0,64.0,35.0,38.0,7.0,,,90.0,118.0,7.9,7.0,0.0818185,1,,2.0,7.0,6.0,,6.0,2.0,2.0,2.0,True,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0707,0.3875,1.0,,,,,,,,,,,,,,
12499777,home,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,74.0,64.0,2.0,2.0,0.0,29.0,30.0,35.0,46.0,3.0,,,90.0,93.0,7.8,15.0,0.0206938,0,,2.0,3.0,4.0,,3.0,1.0,2.0,1.0,,2.0,,1.0,,,,2.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,,
12499777,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,M,39,39,False,29.0,24.0,2.0,1.0,0.0,9.0,10.0,15.0,20.0,2.0,,,67.0,40.0,7.1,7.0,0.0333202,1,,,,3.0,,1.0,1.0,3.0,2.0,,1.0,,,,1.0,,,0.0226,0.0378,,,,,,1.0,,,,,,,,,
12499777,home,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,18,18,False,61.0,50.0,,,0.0,17.0,21.0,33.0,41.0,8.0,,,81.0,70.0,7.4,13.0,0.0744506,0,,,3.0,4.0,1.0,,,3.0,3.0,,1.0,,1.0,,,,2.0,,,1.0,Arthur Vermeeren,,,2.0,1.0,arthurvermeeren,1.0,,,,,,,
12499777,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,79.0,75.0,5.0,3.0,0.0,24.0,24.0,54.0,63.0,4.0,,,90.0,99.0,7.6,11.0,0.486936,1,,,2.0,4.0,3.0,1.0,,1.0,1.0,,8.0,3.0,,1.0,,1.0,,0.0201,,3.0,,,,1.0,,,2.0,1.0,,,,,,
12499777,home,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,M,7,7,False,45.0,35.0,1.0,,0.0,11.0,13.0,26.0,40.0,6.0,,,90.0,72.0,7.6,19.0,0.178524,1,,,5.0,6.0,3.0,1.0,,2.0,1.0,,8.0,2.0,,2.0,,1.0,1.0,0.0259,,3.0,,,2.0,1.0,,nusaantonio,3.0,,1.0,,,,,
12499777,home,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1781,M,135264,EUR,771638400,F,9,9,False,13.0,7.0,2.0,1.0,0.0,2.0,4.0,5.0,9.0,2.0,,,67.0,25.0,6.8,9.0,0.00348365,1,,1.0,3.0,5.0,,,,3.0,2.0,,,,1.0,,1.0,1.0,1.0,0.2184,0.3937,,,,1.0,,3.0,,,,,,,,,
12499777,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,F,14,14,False,26.0,19.0,2.0,1.0,0.0,7.0,10.0,12.0,16.0,3.0,,,81.0,49.0,6.8,14.0,0.0325027,3,,1.0,8.0,5.0,1.0,,,4.0,2.0,,,,1.0,2.0,2.0,,4.0,0.2989,0.5144,2.0,,,,1.0,4.0,,,1.0,,1.0,,,,
