match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goals,stat_penaltyConceded,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,player_sofascoreId,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon
12530786,home,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,35.0,10.0,32.0,7.0,0.0,4.0,4.0,6.0,31.0,1.0,1.0,2.0,16.0,4.0,1.0,4.0,1.0,90.0,49.0,7.2,25.0,0.00143224,0,0.4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530786,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,29.0,21.0,4.0,2.0,0.0,8.0,12.0,13.0,18.0,,3.0,7.0,4.0,,,,,90.0,55.0,6.6,14.0,0.0122215,0,,,,True,1.0,2.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530786,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,18.0,13.0,3.0,,0.0,9.0,10.0,4.0,8.0,,1.0,4.0,2.0,,,,,90.0,28.0,6.6,7.0,0.0016755,0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
12530786,home,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,30.0,24.0,7.0,4.0,0.0,12.0,16.0,12.0,14.0,,3.0,5.0,7.0,,,,,90.0,48.0,7.4,8.0,0.0121747,1,,,,,,1.0,3.0,,3.0,3.0,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,1.0,0.2398,0.1217,1.0,,,,,,,,,,,
12530786,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,14.0,14.0,,,0.0,8.0,8.0,6.0,6.0,1.0,4.0,2.0,3.0,,,,,73.0,26.0,7.0,2.0,0.00646225,1,,,,,,,5.0,3.0,,,3.0,2.0,,1.0,,1.0,1.0,,,1.0,0.2724,0.8811,1.0,1.0,1.0,,,,,,,,,
12530786,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,32.0,24.0,4.0,1.0,0.0,14.0,16.0,12.0,20.0,,1.0,,3.0,,,,,88.0,48.0,6.9,15.0,0.171176,1,,,,,4.0,1.0,6.0,2.0,1.0,,1.0,,,4.0,,3.0,,,,1.0,0.0576,0.0473,1.0,,,2.0,1.0,,,,,,,
12530786,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,17,17,False,40.0,34.0,6.0,3.0,0.0,21.0,23.0,13.0,17.0,,3.0,4.0,8.0,,,,,90.0,56.0,6.3,8.0,0.0195571,0,,,,,,3.0,9.0,3.0,,2.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,
12530786,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,21.0,19.0,3.0,2.0,0.0,12.0,12.0,7.0,10.0,,2.0,,1.0,,,,,73.0,32.0,6.5,6.0,0.0116166,0,,,,,1.0,2.0,7.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,
12530786,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,F,99,99,False,27.0,18.0,3.0,2.0,1.0,5.0,8.0,13.0,19.0,1.0,2.0,2.0,6.0,,,,,73.0,37.0,6.8,14.0,0.267603,0,,,,,,3.0,8.0,,,,,,,2.0,,2.0,2.0,1.0,,,,,1.0,,,,1.0,2.0,,,,,,
12530786,home,Hatayspor,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,9,9,False,16.0,11.0,2.0,1.0,0.0,3.0,3.0,8.0,13.0,2.0,3.0,4.0,4.0,,,,,89.0,29.0,6.9,8.0,0.00488169,1,,,,,,7.0,7.0,,,,,,,3.0,,,1.0,1.0,,,0.0192,,2.0,,,,,,aboubakarvincent,1.0,1.0,,,
