match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_totalContest,stat_keyPass,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork
10406774,home,RC Sporting Charleroi,Ahmed Nadhir Benbouali,ahmed-nadhir-benbouali,A. N. Benbouali,F,7,190,770,M,,1177807,EUR,955929600,F,45,45,False,12.0,6.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,,,,,71.0,18.0,7.2,7.0,2,Ahmed Nadhir Benbouali,,4.0,2.0,5.0,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,
10406774,home,RC Sporting Charleroi,Anthony Descotte,descotte-anthony,A. Descotte,F,99,179,248,M,,1008697,EUR,1059868800,F,15,15,True,2.0,2.0,,,2.0,2.0,,1.0,,1.0,,,,19.0,5.0,6.6,1.0,0,,,2.0,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
10406774,home,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,,1096210,EUR,1000425600,M,38,38,True,6.0,4.0,,,,1.0,4.0,5.0,,,,,,12.0,11.0,6.5,3.0,1,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
10406774,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,504,M,,845344,EUR,929404800,M,18,18,True,12.0,7.0,2.0,2.0,2.0,4.0,5.0,8.0,1.0,2.0,,,,12.0,14.0,6.7,6.0,0,,,1.0,3.0,3.0,3.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,
10406774,home,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1497,M,,359350,EUR,826416000,M,8,8,True,3.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,8.0,8.0,6.6,5.0,1,,,,,2.0,1.0,,,,,,,,,,3.0,,,1.0,,1.0,,,,1.0,,,,,
10406774,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,,109376,EUR,671414400,M,44,44,True,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,8.0,10.0,7.1,1.0,0,,,,,,3.0,2.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,
10406774,home,RC Sporting Charleroi,Pierre Patron,pierre-patron,P. Patron,G,1,191,34,M,,942837,EUR,872035200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406774,home,RC Sporting Charleroi,Loic Bessile,loic-bessile,L. Bessile,D,29,183,82,M,,826213,EUR,919382400,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,,599114,EUR,802569600,G,1,1,False,28.0,27.0,6.0,5.0,26.0,26.0,1.0,2.0,1.0,9.0,,1.0,2.0,90.0,37.0,6.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,91,M,,30420,EUR,596678400,D,2,2,False,80.0,71.0,8.0,3.0,34.0,35.0,37.0,47.0,1.0,4.0,,,,88.0,97.0,6.6,15.0,0,,,1.0,,3.0,2.0,1.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,,
10406774,away,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1451,M,,44575,EUR,604800000,D,23,23,False,103.0,92.0,15.0,9.0,58.0,58.0,34.0,46.0,2.0,5.0,,,,90.0,108.0,6.7,13.0,0,,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,True,,,,,,,,
10406774,away,Royal Antwerp FC,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25491,M,pachowilliam,979480,EUR,1003190400,D,51,51,False,114.0,106.0,10.0,6.0,65.0,65.0,41.0,49.0,2.0,7.0,,,,90.0,120.0,7.1,8.0,0,,,2.0,2.0,2.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Sam Vines,sam-vines,S. Vines,D,3,178,116,M,,894157,EUR,928108800,D,21,21,False,78.0,70.0,4.0,2.0,31.0,32.0,40.0,48.0,2.0,5.0,,,,90.0,98.0,6.9,11.0,0,,,,,1.0,3.0,2.0,2.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,
10406774,away,Royal Antwerp FC,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180,176,M,,190401,EUR,808272000,M,16,16,False,46.0,40.0,2.0,1.0,15.0,16.0,25.0,30.0,2.0,2.0,,,,90.0,61.0,7.1,9.0,1,,,2.0,4.0,3.0,7.0,1.0,,,1.0,,1.0,,,,,,,,,3.0,,,2.0,1.0,,,,,
10406774,away,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,922,M,,943114,EUR,963878400,M,8,8,False,61.0,50.0,10.0,8.0,19.0,23.0,32.0,39.0,,10.0,,,,90.0,75.0,7.4,13.0,1,,,1.0,,3.0,4.0,3.0,1.0,,,,3.0,,1.0,2.0,1.0,,,1.0,,,,,,1.0,,,1.0,,
10406774,away,Royal Antwerp FC,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1745,M,,857480,EUR,913939200,M,14,14,False,35.0,31.0,2.0,1.0,9.0,9.0,24.0,30.0,,4.0,,,,68.0,52.0,6.5,10.0,4,,,,,5.0,3.0,1.0,1.0,2.0,2.0,,,1.0,4.0,,1.0,1.0,,,,3.0,,1.0,2.0,3.0,,,2.0,2.0,
10406774,away,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,,904887,EUR,954892800,M,24,24,False,20.0,20.0,1.0,1.0,8.0,8.0,12.0,12.0,,3.0,,,,80.0,29.0,6.2,4.0,3,,,2.0,,6.0,1.0,,,1.0,1.0,,,,,1.0,2.0,,,1.0,,1.0,,3.0,,,,,,1.0,
10406774,away,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4176,M,,923969,EUR,989452800,M,10,10,False,38.0,32.0,1.0,1.0,14.0,14.0,21.0,30.0,,7.0,,,,81.0,59.0,7.2,17.0,0,,,,,5.0,4.0,1.0,1.0,,,,1.0,,6.0,1.0,4.0,3.0,,,1.0,2.0,,,3.0,,,,3.0,,
10406774,away,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1446,M,,339901,EUR,771552000,F,18,18,False,33.0,20.0,3.0,2.0,5.0,5.0,15.0,29.0,1.0,3.0,,,,90.0,51.0,7.8,18.0,5,,,1.0,3.0,2.0,7.0,,,,,1.0,,,1.0,1.0,1.0,5.0,,1.0,2.0,3.0,,3.0,3.0,1.0,,1.0,,1.0,1.0
10406774,away,Royal Antwerp FC,Anthony Valencia,anthony-valencia,A. Valencia,F,14,175,559,M,,1020197,EUR,1058659200,F,55,55,True,12.0,10.0,,,1.0,2.0,11.0,14.0,,2.0,,,,22.0,19.0,6.9,5.0,0,,,,,1.0,,,,,,,,,4.0,,1.0,1.0,,,1.0,,,,,,,,2.0,,
10406774,away,Royal Antwerp FC,Michael Frey,michael-frey,M. Frey,F,99,189,393,M,,134248,EUR,774576000,F,99,99,True,8.0,7.0,,,1.0,1.0,6.0,7.0,,1.0,,,,10.0,9.0,6.5,2.0,0,,,,3.0,2.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,520,M,,890695,EUR,912297600,F,11,11,True,8.0,6.0,,,2.0,3.0,4.0,6.0,,1.0,,,,9.0,14.0,6.7,5.0,0,Arbnor,Muja,,1.0,3.0,4.0,2.0,2.0,,3.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,
10406774,away,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,223,M,,889387,EUR,927158400,D,34,34,True,2.0,2.0,,,,,2.0,2.0,,,,,,8.0,5.0,6.8,,0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Ortwin De Wolf,de-wolf-ortwin,O. D. Wolf,G,1,190,162,M,,877292,EUR,830217600,G,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Dinis Almeida,dinis-almeida,D. Almeida,D,4,190,97,M,,811562,EUR,804297600,D,61,61,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406774,away,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,arthurvermeeren,1149127,EUR,1107734400,M,48,48,True,,,,,,,,,,,,,,,,,,0,Arthur Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
