match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_lastManTackle,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_penaltyConceded,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
12765042,home,Heart of Midlothian,Craig Gordon,craig-gordon,C. Gordon,G,1,193.0,232,M,9370,EUR,410140800,G,1,1,False,17.0,14.0,5.0,3.0,0.0,11.0,12.0,3.0,5.0,4.0,1.0,1.0,1.0,90.0,23.0,6.6,3.0,0.00227563,0,-0.9816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765042,home,Heart of Midlothian,Daniel Oyegoke,daniel-oyegoke,D. Oyegoke,D,2,188.0,177,M,998830,EUR,1041552000,D,5,5,False,71.0,62.0,5.0,3.0,0.0,23.0,24.0,39.0,51.0,5.0,,,,85.0,100.0,6.9,17.0,0.0176658,1,,,,4.0,1.0,1.0,3.0,7.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0109,,,,,,,,,,,,,,,,,,
12765042,home,Heart of Midlothian,Craig Halkett,halkett-craig,C. Halkett,D,4,183.0,76,M,789458,EUR,801705600,D,4,4,False,83.0,78.0,7.0,5.0,0.0,38.0,40.0,40.0,44.0,8.0,,,,69.0,85.0,7.0,6.0,0.0289236,0,,,,1.0,3.0,4.0,5.0,5.0,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12765042,home,Heart of Midlothian,Kye Rowles,kye-rowles,K. Rowles,D,15,183.0,145,M,822572,EUR,898646400,D,15,15,False,100.0,91.0,9.0,5.0,0.0,43.0,47.0,48.0,53.0,4.0,,,,90.0,109.0,7.2,9.0,0.0317957,3,,,,,3.0,9.0,3.0,9.0,,,,3.0,,,,,,1.0,0.4894,,,,1.0,3.0,1.0,,,,,,,,,,,,
12765042,home,Heart of Midlothian,James Penrice,james-penrice,J. Penrice,D,29,175.0,344,M,829190,EUR,914284800,D,29,29,False,65.0,50.0,11.0,5.0,0.0,20.0,23.0,33.0,60.0,7.0,,,,90.0,102.0,7.1,32.0,0.243077,0,,,,18.0,2.0,3.0,3.0,7.0,3.0,2.0,,2.0,3.0,1.0,1.0,,1.0,2.0,,,,3.0,,,,3.0,1.0,,,,,,,,,,
12765042,home,Heart of Midlothian,Alan Forrest,forrest-alan,A. Forrest,M,17,175.0,57,M,843626,EUR,842227200,M,17,17,False,23.0,18.0,,,0.0,5.0,6.0,13.0,20.0,1.0,,,,45.0,35.0,6.8,12.0,0.0117752,0,,,,3.0,1.0,,3.0,4.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
12765042,home,Heart of Midlothian,Cameron Devlin,cameron-devlin,C. Devlin,M,14,170.0,230,M,944054,EUR,897177600,M,14,14,False,73.0,67.0,4.0,3.0,0.0,27.0,29.0,41.0,47.0,9.0,,,,90.0,101.0,7.4,12.0,0.19912,0,,,,3.0,2.0,1.0,10.0,11.0,1.0,,,,6.0,6.0,3.0,1.0,4.0,2.0,,3.0,,1.0,,,,1.0,,2.0,,,,,,,,,
12765042,home,Heart of Midlothian,Macaulay Tait,macaulay-tait,M. Tait,M,25,170.0,32,M,1138463,EUR,1133049600,M,25,25,False,51.0,44.0,,,0.0,11.0,12.0,33.0,40.0,1.0,,,,69.0,63.0,7.2,10.0,0.0143994,0,,,,1.0,,,1.0,5.0,2.0,1.0,,1.0,,4.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
12765042,home,Heart of Midlothian,Yan Dhanda,yan-dhanda,Y. Dhanda,M,21,173.0,202,M,920396,EUR,913593600,M,20,20,False,33.0,27.0,3.0,2.0,0.0,4.0,4.0,24.0,46.0,6.0,,,,78.0,68.0,8.3,24.0,0.121952,2,,,,17.0,2.0,2.0,5.0,11.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,,0.1744,2.0,,1.0,,,,1.0,,1.0,1.0,1.0,0.5436,,,,,,
12765042,home,Heart of Midlothian,Lawrence Shankland,lawrence-shankland,L. Shankland,F,9,185.0,1307,M,237098,EUR,808012800,F,9,9,False,25.0,16.0,2.0,1.0,0.0,5.0,5.0,11.0,21.0,1.0,,,,90.0,44.0,7.2,18.0,0.0805275,3,,,,1.0,1.0,5.0,6.0,8.0,2.0,2.0,2.0,,,1.0,1.0,3.0,,1.0,0.1259,,,1.0,,,,,,5.0,1.0,1.0,0.3993,True,,,,,
