match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_outfielderBlock,stat_goalAssist,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_hitWoodwork
11352628,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,54.0,46.0,9.0,1.0,46.0,48.0,6.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,90.0,65.0,6.5,8.0,0.0,0.0,0.00012435,0,-1.4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352628,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,D,30,30,False,48.0,35.0,4.0,3.0,22.0,29.0,19.0,1.0,3.0,1.0,4.0,,,,61.0,61.0,6.4,17.0,0.0,0.0,0.0143825,0,,Mads,Roerslev,13.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11352628,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,97.0,85.0,11.0,6.0,61.0,63.0,34.0,1.0,5.0,3.0,5.0,,,,90.0,117.0,6.3,18.0,0.0,0.0,0.00845089,0,,,,24.0,4.0,7.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11352628,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,93.0,79.0,13.0,4.0,67.0,73.0,20.0,6.0,7.0,6.0,4.0,,,,90.0,107.0,6.2,14.0,0.2247,0.0,0.00399209,1,,,,12.0,6.0,7.0,,,,,,,,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11352628,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,False,27.0,24.0,1.0,,14.0,15.0,13.0,,,1.0,7.0,,,,73.0,37.0,6.1,4.0,0.0658,0.0,0.00385386,2,,,,10.0,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
11352628,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,44.0,35.0,3.0,2.0,20.0,21.0,24.0,,3.0,,7.0,,,,90.0,62.0,7.0,16.0,0.0729,0.6355,0.00676423,1,,,,15.0,1.0,5.0,1.0,2.0,,,1.0,1.0,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
11352628,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,70.0,55.0,6.0,4.0,31.0,38.0,33.0,3.0,10.0,1.0,12.0,,,,90.0,89.0,6.9,19.0,0.1301,0.0,0.0158938,1,,,,24.0,3.0,5.0,,1.0,,1.0,3.0,,,1.0,,1.0,4.0,4.0,,1.0,,,1.0,1.0,,,True,1.0,,,,,,,,,
11352628,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,31.0,22.0,6.0,2.0,12.0,12.0,19.0,2.0,4.0,,2.0,,,,61.0,35.0,7.0,9.0,0.0226,0.0,0.0268715,1,,,,10.0,2.0,3.0,,,,,,1.0,1.0,,,1.0,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,
11352628,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,39.0,29.0,,,15.0,16.0,27.0,1.0,9.0,2.0,6.0,,,,90.0,68.0,7.0,20.0,0.2444,0.2656,0.200113,3,,,,16.0,1.0,7.0,1.0,4.0,2.0,5.0,2.0,3.0,1.0,,,,4.0,1.0,,1.0,,,4.0,2.0,1.0,,,,,bryan_m19,2.0,,,,,,
11352628,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,11.0,9.0,1.0,,5.0,5.0,6.0,,,,6.0,,,,90.0,17.0,6.7,4.0,0.0537,0.0,0.0319047,1,,,,4.0,2.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,yowissa,,,,,,,
