match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_aerialLost,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_clearanceOffLine,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals
10447718,home,Venezia,Jesse Joronen,jesse-joronen,J. Joronen,G,66,197,325,M,97978,EUR,732672000,G,66,66,False,True,22.0,10.0,13.0,1.0,10.0,10.0,12.0,9.0,3.0,4.0,1.0,1.0,90.0,31.0,6.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447718,home,Venezia,Francesco Zampano,francesco-zampano,F. Zampano,M,7,177,139,M,235656,EUR,749347200,D,7,7,False,,33.0,29.0,7.0,5.0,17.0,18.0,17.0,8.0,,,,,90.0,56.0,6.4,8.0,1,12.0,2.0,5.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
10447718,home,Venezia,Przemysław Wiśniewski,przemyslaw-wisniewski,P. Wiśniewski,D,25,195,1274,M,931266,EUR,901497600,D,2,2,False,,71.0,61.0,15.0,9.0,40.0,44.0,27.0,3.0,,,,,90.0,83.0,6.8,11.0,0,21.0,,3.0,5.0,,,,,5.0,1.0,4.0,3.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,
10447718,home,Venezia,Noah Baudouin,noah-baudouin,N. Baudouin,D,,187,14,M,1394105,EUR,1078444800,D,55,55,False,,72.0,61.0,8.0,4.0,46.0,48.0,24.0,6.0,,,,,90.0,80.0,6.4,11.0,0,15.0,,1.0,1.0,1.0,,,,4.0,1.0,,,,,1.0,,Noah Baudouin,,1.0,,,,,,,,,,,,
10447718,home,Venezia,Melvin Rémy,melvin-remy,M. Rémy,D,,186,9,M,1132080,EUR,1058572800,D,44,44,False,,22.0,10.0,4.0,,4.0,11.0,12.0,5.0,,,,,64.0,50.0,6.1,21.0,0,6.0,1.0,6.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,,2.0,1.0,3.0,Melvin,Rémy,1.0,1.0,,,,,,,,,,,
10447718,home,Venezia,Bjarki Steinn Bjarkason,bjarki-steinn-bjarkason,B. S. Bjarkason,M,19,180,137,M,933207,EUR,958003200,M,19,19,False,,18.0,13.0,2.0,,6.0,7.0,12.0,3.0,,,,,64.0,25.0,6.3,9.0,0,8.0,1.0,5.0,1.0,1.0,,,,,,1.0,,,1.0,,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,
10447718,home,Venezia,Gabriel Sandberg,sandberg-gabriel,G. Sandberg,M,26,188,7,M,1129038,EUR,1047254400,M,59,59,False,,22.0,18.0,4.0,3.0,9.0,10.0,12.0,5.0,,,,,57.0,34.0,6.4,9.0,1,9.0,,5.0,2.0,,3.0,,,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,Gabriel Sandberg,,1.0,,,,,,1.0,,,,,,
10447718,home,Venezia,Tanner Tessmann,tanner-tessmann,T. Tessmann,M,6,187,1239,M,1022084,EUR,1001289600,M,8,8,False,,41.0,33.0,10.0,6.0,18.0,20.0,22.0,12.0,,,,,90.0,60.0,7.8,12.0,2,16.0,1.0,4.0,7.0,,4.0,3.0,,1.0,,1.0,1.0,3.0,1.0,,1.0,,,1.0,2.0,1.0,,,2.0,2.0,1.0,,,,,
10447718,home,Venezia,Andrija Novakovich,andrija-novakovich,A. Novakovich,F,9,193,161,M,792135,EUR,843264000,F,11,11,False,,7.0,6.0,,,1.0,1.0,6.0,1.0,,,,,90.0,15.0,7.7,6.0,0,5.0,,4.0,5.0,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,3.0,,,,2.0,,1.0,,2.0,,,2.0,2.0,,,
10447718,home,Venezia,Mirza Hasanbegović,mirza-hasanbegovic,M. Hasanbegović,F,14,193,16,M,1005796,EUR,995500800,F,18,18,False,,4.0,3.0,1.0,,3.0,3.0,2.0,,,,,,57.0,14.0,6.2,5.0,0,,1.0,12.0,3.0,,1.0,,,1.0,,1.0,,2.0,3.0,,,Mirza,Hasanbegović,,2.0,,6.0,,,,,,,,,
10447718,home,Venezia,Damiano Pecile,damiano-pecile,D. Pecile,M,6,179,12,M,1002262,EUR,1018483200,F,88,88,False,,32.0,27.0,3.0,3.0,12.0,13.0,20.0,6.0,,,,,90.0,41.0,6.6,8.0,1,16.0,1.0,8.0,2.0,3.0,3.0,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,
10447718,home,Venezia,Kristófer Jónsson,kristofer-jonsson,K. Jónsson,D,17,182,39,M,1102133,EUR,1046649600,M,65,65,True,,14.0,13.0,2.0,2.0,8.0,9.0,7.0,2.0,,,,,33.0,22.0,6.7,4.0,0,5.0,2.0,1.0,4.0,,1.0,1.0,,,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,
10447718,home,Venezia,Hilmir Rafn Mikaelsson,hilmir-rafn-mikaelsson,H. R. Mikaelsson,F,28,195,203,M,1050349,EUR,1075680000,F,70,70,True,,6.0,5.0,,,2.0,2.0,4.0,1.0,,,,,33.0,16.0,7.7,8.0,3,3.0,,4.0,,2.0,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,1.0,3.0,2.0
10447718,home,Venezia,Nicola Camolese,camolese-nicola,N. Camolese,D,62,173,8,M,1394670,EUR,1112400000,D,62,62,True,,13.0,12.0,,,8.0,9.0,4.0,1.0,,,,,26.0,16.0,6.0,2.0,0,4.0,,1.0,,,,,,,,,,,,,,Nicola Camolese,,,1.0,,,,,,,,,,,
10447718,home,Venezia,Amin Boudri,boudri-amin,A. Boudri,M,10,176,285,M,1394665,EUR,1096416000,F,67,67,True,,11.0,8.0,1.0,1.0,6.0,6.0,5.0,5.0,,,,,26.0,18.0,6.8,6.0,1,2.0,,2.0,3.0,,1.0,1.0,,,,2.0,2.0,,1.0,,2.0,Amin Boudri,,,1.0,,,,,1.0,,,,,,
10447718,home,Venezia,Niki Mäenpää,niki-maenpaa,N. Mäenpää,G,,192,63,M,25963,EUR,475200000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447718,home,Venezia,Bruno Bertinato,bertinato-bruno,B. Bertinato,G,1,194,124,M,977079,EUR,896486400,G,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447718,home,Venezia,Georgios Karagiannidis,georgios-karagiannidis,G. Karagiannidis,G,15,191,3,M,1394666,EUR,1047254400,G,63,63,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Georgios,Karagiannidis,,,,,,,,,,,,,
10447718,home,Venezia,Lorenzo Busato,busato-lorenzo,L. Busato,D,13,180,11,M,1394647,EUR,1076284800,D,60,60,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Lorenzo Busato,,,,,,,,,,,,,,
10447718,home,Venezia,Leo Kyvik,leo-kyvik,L. Kyvik,D,18,188,5,M,1394669,EUR,1077321600,M,61,61,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Leo Kyvik,,,,,,,,,,,,,,
10447718,home,Venezia,Filippo Mozzo,mozzo-filippo,F. Mozzo,M,64,175,4,M,1174276,EUR,1082505600,M,64,64,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447718,home,Venezia,James Alves Rodrigues,rodrigues-james-alves,J. A. Rodrigues,F,25,182,35,M,1394668,EUR,1083801600,F,68,68,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,James Rodrigues,,,,,,,,,,,,,,
10447718,away,Ascoli,Nicola Leali,nicola-leali,N. Leali,G,1,193,612,M,98059,EUR,729907200,G,1,1,False,,47.0,42.0,14.0,10.0,42.0,43.0,4.0,11.0,1.0,1.0,,,90.0,55.0,6.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447718,away,Ascoli,Francesco Donati,francesco-donati,F. Donati,D,20,185,40,M,970848,EUR,979948800,D,20,20,False,,51.0,43.0,5.0,2.0,26.0,29.0,23.0,4.0,,,,,90.0,72.0,6.8,11.0,1,18.0,1.0,3.0,3.0,,1.0,,,1.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,
10447718,away,Ascoli,Eric Botteghin,eric-botteghin,E. Botteghin,D,33,192,98,M,32419,EUR,557366400,D,33,33,False,,52.0,46.0,7.0,5.0,35.0,38.0,14.0,4.0,,,,,90.0,64.0,7.2,8.0,1,11.0,,3.0,10.0,,,,,,3.0,5.0,5.0,,1.0,5.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,
10447718,away,Ascoli,Giuseppe Bellusci,giuseppe-bellusci,G. Bellusci,D,,185,17,M,23628,EUR,619660800,D,55,55,False,,64.0,53.0,14.0,8.0,42.0,45.0,20.0,2.0,,,,,90.0,77.0,7.3,12.0,0,12.0,1.0,,7.0,,,,,3.0,3.0,3.0,1.0,1.0,,3.0,,,,1.0,,1.0,,,1.0,,,,,,,
10447718,away,Ascoli,Simone Giordano,simone-giordano,S. Giordano,M,21,185,56,M,928830,EUR,1008892800,D,21,21,False,,60.0,51.0,3.0,1.0,30.0,35.0,26.0,10.0,,,,,90.0,85.0,6.8,13.0,0,21.0,1.0,1.0,7.0,,2.0,2.0,,1.0,2.0,2.0,1.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,
10447718,away,Ascoli,Dario Šarić,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,30,30,False,,26.0,21.0,,,6.0,7.0,23.0,7.0,,,,,80.0,47.0,8.2,10.0,1,16.0,4.0,1.0,10.0,1.0,2.0,2.0,,1.0,1.0,4.0,2.0,4.0,,,2.0,,,,,1.0,,1.0,2.0,,,,,,1.0,1.0
10447718,away,Ascoli,Marcel Büchel,marcel-buchel,M. Büchel,M,4,175,55,M,95687,EUR,669254400,M,77,77,False,,43.0,38.0,8.0,6.0,18.0,19.0,27.0,7.0,,,,,80.0,58.0,7.3,13.0,1,21.0,3.0,6.0,5.0,1.0,2.0,2.0,,,1.0,2.0,2.0,,3.0,1.0,3.0,Marcel,Büchel,,1.0,1.0,1.0,,3.0,1.0,,,,,,
10447718,away,Ascoli,Fabrizio Caligara,fabrizio-caligara,F. Caligara,M,21,180,122,M,839223,EUR,955497600,M,8,8,False,,34.0,27.0,5.0,3.0,19.0,20.0,15.0,5.0,,,,,90.0,51.0,6.4,12.0,5,8.0,1.0,6.0,5.0,3.0,3.0,2.0,3.0,1.0,,,,3.0,1.0,,2.0,,,,1.0,,,,,1.0,,,,,1.0,
10447718,away,Ascoli,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,F,7,7,False,,13.0,7.0,1.0,1.0,4.0,4.0,9.0,7.0,,,,,68.0,32.0,6.8,15.0,1,3.0,,5.0,5.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,6.0,,,,2.0,,1.0,,,,,,,,1.0,
10447718,away,Ascoli,Federico Dionisi,federico-dionisi,F. Dionisi,F,9,179,67,M,80118,EUR,550800000,F,9,9,False,True,22.0,13.0,2.0,1.0,3.0,7.0,16.0,1.0,,,,,85.0,37.0,6.7,16.0,2,10.0,1.0,4.0,4.0,,3.0,1.0,,,1.0,1.0,,2.0,,,2.0,,,,2.0,,,2.0,,1.0,,,,,1.0,
10447718,away,Ascoli,Soufiane Bidaoui,soufiane-bidaoui,S. Bidaoui,F,,180,95,M,71285,EUR,640569600,F,26,26,False,,17.0,15.0,,,6.0,6.0,11.0,3.0,,,,,68.0,27.0,7.1,6.0,1,9.0,,5.0,3.0,1.0,4.0,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,2.0,,,1.0,,,1.0,
10447718,away,Ascoli,Amato Ciciretti,amato-ciciretti,A. Ciciretti,M,,170,129,M,185349,EUR,757296000,M,10,10,True,,13.0,8.0,1.0,,2.0,3.0,10.0,2.0,,,,,22.0,15.0,6.7,6.0,0,6.0,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,
