match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_gender,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_shotOffTarget,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,player_sofascoreId,captain,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_hitWoodwork
10408396,home,Real Valladolid,Sergio Asenjo,,,sergio-asenjo,S. Asenjo,G,189,121,41011,EUR,614995200,G,13,13,False,35.0,24.0,18.0,7.0,22.0,24.0,2.0,11.0,2.0,12.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,90.0,49.0,6.3,13.0,0.0,0.0,0.00045829,0,-0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408396,home,Real Valladolid,Iván Fresneda,,,ivan-fresneda,I. Fresneda,D,183,1941,1167818,EUR,1096243200,D,27,27,False,27.0,23.0,2.0,,10.0,12.0,14.0,20.0,,3.0,1.0,,,,,,,90.0,49.0,5.9,12.0,0.0,0.0,0.0463623,0,,22,M,5.0,1.0,2.0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408396,home,Real Valladolid,Javi Sánchez,,,javi-sanchez,J. Sánchez,D,189,336,943713,EUR,858297600,D,5,5,False,56.0,47.0,7.0,2.0,36.0,38.0,11.0,19.0,2.0,7.0,1.0,,,,,,,90.0,69.0,6.7,11.0,0.0,0.0,0.00301175,0,,15,M,1.0,,2.0,2.0,4.0,6.0,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,
10408396,home,Real Valladolid,Jawad El Yamiq,,,jawad-el-yamiq,J. E. Yamiq,D,190,4375,877103,EUR,699321600,D,15,15,False,27.0,24.0,2.0,1.0,20.0,21.0,4.0,6.0,3.0,6.0,,,,,,,,45.0,34.0,6.7,3.0,0.018,0.0,0.00255059,1,,18,M,,,1.0,2.0,1.0,4.0,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
10408396,home,Real Valladolid,Sergio Escudero,,,sergio-escudero,S. Escudero,D,176,182,88859,EUR,620697600,D,18,18,False,28.0,20.0,6.0,4.0,15.0,19.0,5.0,10.0,,4.0,1.0,,,,,,,72.0,49.0,6.6,12.0,0.0767,0.0,0.00636487,2,,18,M,1.0,,2.0,1.0,3.0,6.0,1.0,,,3.0,,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,
10408396,home,Real Valladolid,Monchu,,,monchu,Monchu,M,173,615,859774,EUR,937180800,M,8,8,False,47.0,42.0,3.0,2.0,21.0,22.0,22.0,28.0,1.0,4.0,3.0,,,,,,,90.0,65.0,6.7,11.0,0.061,0.0,0.0523448,2,,6,M,3.0,1.0,5.0,1.0,8.0,2.0,1.0,,,1.0,1.0,2.0,4.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10408396,home,Real Valladolid,Kike Pérez,,,kike-perez,K. Pérez,M,184,312,857178,EUR,855878400,M,4,4,False,28.0,21.0,6.0,3.0,14.0,18.0,7.0,12.0,,4.0,1.0,,,,,,,58.0,43.0,6.6,12.0,0.1444,0.0235,0.00338438,3,,71,M,2.0,,3.0,1.0,7.0,4.0,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
10408396,home,Real Valladolid,Gonzalo Plata,,,gonzalo-plata,G. Plata,M,178,20323,937937,EUR,973036800,M,11,11,False,31.0,22.0,3.0,,8.0,11.0,14.0,23.0,1.0,10.0,1.0,,,,,,,90.0,56.0,6.2,18.0,0.0341,0.0,0.0160398,1,,19,M,3.0,,5.0,,11.0,7.0,2.0,7.0,4.0,1.0,,,,2.0,,1.0,,1.0,,,gonzaloplata,,,,,,,,,,
10408396,home,Real Valladolid,Iván Sánchez,,,ivan-sanchez,I. Sánchez,M,168,223,142018,EUR,717206400,M,21,21,False,20.0,17.0,1.0,1.0,6.0,8.0,11.0,12.0,,2.0,,,,,,,,58.0,31.0,6.6,4.0,0.0,0.0,0.0216476,0,,23,M,,,4.0,1.0,7.0,6.0,2.0,1.0,,3.0,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,
10408396,home,Real Valladolid,Óscar Plano,,,oscar-plano,Ó. Plano,F,180,117,255235,EUR,666230400,M,10,10,False,16.0,10.0,2.0,1.0,4.0,6.0,6.0,10.0,,4.0,3.0,,,,,,,72.0,26.0,6.4,9.0,0.0288,0.0,0.00631872,1,,20,M,,,2.0,5.0,5.0,6.0,2.0,,,1.0,1.0,,2.0,,,,1.0,,,,,True,,,,,,,,,
