match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,captain,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_lastManTackle
12437675,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,30.0,16.0,21.0,7.0,0.0,11.0,14.0,5.0,16.0,2.0,5.0,1.0,1.0,1.0,1.0,90.0,34.0,7.0,14.0,0.00475544,0,-0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437675,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,27,27,False,28.0,19.0,6.0,2.0,0.0,13.0,14.0,6.0,14.0,1.0,6.0,,,,,61.0,44.0,6.4,11.0,0.15213,0,,Jon Aramburu,ElBufalo,8.0,5.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437675,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,25.0,19.0,4.0,1.0,0.0,17.0,20.0,2.0,5.0,6.0,3.0,,,,,90.0,43.0,7.8,6.0,0.00415749,1,,,,5.0,1.0,,3.0,1.0,,,3.0,2.0,5.0,1.0,3.0,3.0,2.0,0.053,0.1077,,,,,,,,,,,,,,,,
12437675,home,Real Sociedad,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,21,21,False,22.0,19.0,7.0,4.0,0.0,15.0,15.0,4.0,7.0,7.0,3.0,,,,,90.0,36.0,7.7,4.0,0.0137511,0,,,nayefaguard,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
12437675,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,False,23.0,11.0,5.0,1.0,0.0,11.0,15.0,,9.0,2.0,4.0,,,,,84.0,36.0,6.4,14.0,0.00037098,0,,,,6.0,3.0,,2.0,1.0,,,1.0,2.0,4.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,
12437675,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,21.0,17.0,5.0,3.0,0.0,11.0,11.0,6.0,10.0,4.0,4.0,,,,,90.0,39.0,6.9,10.0,0.00934841,0,,,martin_zubimendi,3.0,2.0,,,1.0,,,,2.0,7.0,,,4.0,2.0,,,,5.0,,,,1.0,,,,,,,,,,
12437675,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,22.0,16.0,3.0,3.0,0.0,6.0,7.0,11.0,16.0,1.0,6.0,,,,,90.0,43.0,7.4,13.0,0.0629579,2,,,KuboTake,5.0,2.0,,,,1.0,3.0,1.0,1.0,7.0,1.0,,3.0,3.0,0.0894,0.0746,,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,
12437675,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,29.0,23.0,4.0,3.0,0.0,8.0,9.0,17.0,27.0,1.0,4.0,,,,,90.0,48.0,6.9,15.0,0.0309313,2,,,,7.0,,,,4.0,1.0,3.0,,,1.0,1.0,,1.0,,0.2382,0.1148,,,7.0,2.0,,,2.0,1.0,1.0,,,,,,,
12437675,home,Real Sociedad,Luka Sučić,luka-sucic,L. Sučić,M,24,185,6267,M,949156,EUR,1031443200,M,24,24,False,21.0,16.0,1.0,,1.0,10.0,10.0,6.0,11.0,,3.0,,,,,61.0,31.0,7.2,8.0,0.0382569,1,,,luka_sucic,3.0,,1.0,1.0,,,1.0,1.0,3.0,4.0,,,1.0,1.0,0.0429,,,1.0,,1.0,,,,1.0,1.0,,,,,,,
12437675,home,Real Sociedad,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1503,M,352544,EUR,792288000,M,11,11,False,12.0,7.0,2.0,,0.0,5.0,7.0,2.0,5.0,,4.0,,,,,61.0,20.0,7.8,7.0,0.122211,3,,,,3.0,,1.0,,1.0,,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,0.6095,0.8844,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,
12437675,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,12.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,8.0,,1.0,,,,,62.0,18.0,6.6,6.0,0.0419875,3,,,mikel10oyar,3.0,,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,0.9067,0.1623,,1.0,,,,,,1.0,1.0,1.0,1.0,,True,,,
12437675,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,True,2.0,1.0,,,0.0,,,1.0,2.0,5.0,,,,,,29.0,17.0,7.0,5.0,0.0226352,0,,,,2.0,,,1.0,2.0,,1.0,,3.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,
