match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_dispossessed,captain,stat_wonContest,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_outfielderBlock,stat_clearanceOffLine
10385607,home,Arsenal,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,14,14,True,2.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,18.0,5.0,6.6,2.0,0.0001326,0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,
10385607,home,Arsenal,Reiss Nelson,,,reiss-nelson,R. Nelson,M,11,175,4847,M,reissnelson,826139,EUR,944784000,F,24,24,True,7.0,6.0,1.0,1.0,1.0,1.0,5.0,7.0,,1.0,,1.0,,,,,15.0,12.0,6.9,3.0,0.00951678,2,,,1.0,,,2.0,,,1.0,1.0,,1.0,,,,1.0,0.1067,1.0,,1.0,,,,0.0414,,,,,,,
10385607,home,Arsenal,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,,833943,EUR,772416000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,home,Arsenal,Jakub Kiwior,,,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,home,Arsenal,Reuell Walters,,,walters-reuell,R. Walters,D,24,183,354,M,,1138843,EUR,1103155200,D,97,97,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,home,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,home,Arsenal,Emile Smith Rowe,,,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,home,Arsenal,Jorginho,,,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,away,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,,936719,EUR,1014163200,G,31,31,False,41.0,15.0,33.0,7.0,8.0,8.0,7.0,33.0,,,1.0,7.0,,2.0,2.0,,90.0,47.0,5.9,27.0,0.00121814,0,-1.7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10385607,away,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,D,2,2,False,16.0,11.0,2.0,,3.0,5.0,8.0,12.0,,5.0,4.0,3.0,,,,,90.0,38.0,6.0,10.0,0.00678268,0,,,1.0,,1.0,5.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,1.0,,,,2.0,,1.0,,,,,1.0,,,,
10385607,away,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,35,35,False,7.0,5.0,1.0,,5.0,6.0,,1.0,,2.0,,,,,,,40.0,13.0,6.6,2.0,3.65e-05,1,,,,,,,,,,1.0,3.0,1.0,1.0,,1.0,,0.0179,,,,,,,,,,,,,,
10385607,away,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,,976025,EUR,1008028800,D,37,37,False,30.0,23.0,6.0,1.0,20.0,24.0,3.0,6.0,3.0,6.0,7.0,8.0,,,,,90.0,48.0,7.3,7.0,0.0102892,1,,1.0,,,2.0,3.0,1.0,,,,2.0,2.0,1.0,,1.0,,0.0874,1.0,1.0,,,,,,1.0,,,,,2.0,
10385607,away,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,,827519,EUR,874886400,D,15,15,False,18.0,11.0,5.0,,8.0,14.0,4.0,5.0,2.0,8.0,5.0,8.0,,,,,90.0,42.0,6.3,13.0,0.0629218,0,,,1.0,1.0,,6.0,2.0,3.0,,,1.0,3.0,2.0,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,,1.0,
10385607,away,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,,119151,EUR,775958400,M,24,24,False,20.0,13.0,2.0,,7.0,10.0,6.0,10.0,4.0,11.0,1.0,7.0,,,,,90.0,42.0,7.1,12.0,0.00441351,1,,,,,4.0,9.0,,3.0,1.0,,4.0,3.0,2.0,2.0,1.0,3.0,0.0725,,,2.0,,3.0,,0.1172,,,,,,1.0,
10385607,away,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,prowsey16,161717,EUR,783648000,M,8,8,False,33.0,28.0,5.0,2.0,16.0,18.0,14.0,18.0,,3.0,1.0,9.0,,,,,90.0,52.0,7.3,7.0,0.127255,0,,,3.0,2.0,1.0,3.0,1.0,,,,3.0,3.0,3.0,,,1.0,,2.0,,,True,,,,,,,,,1.0,
10385607,away,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,21.0,17.0,2.0,1.0,7.0,11.0,10.0,10.0,,5.0,3.0,8.0,,,,,86.0,36.0,7.0,7.0,0.0081023,0,,,,,,3.0,1.0,2.0,,,1.0,3.0,1.0,2.0,,1.0,,,,1.0,,2.0,,,,,,,,1.0,
10385607,away,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,,361352,EUR,855532800,M,9,9,False,9.0,4.0,1.0,,4.0,5.0,,4.0,,2.0,1.0,3.0,,,,,77.0,18.0,6.3,8.0,8.461e-05,0,,,,,3.0,5.0,,1.0,,,,1.0,,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,
10385607,away,Southampton,Theo Walcott,,,theo-walcott,T. Walcott,M,,176,709,,,10501,EUR,606009600,F,32,32,False,12.0,9.0,,,6.0,6.0,3.0,6.0,,3.0,1.0,,,,,,77.0,25.0,7.2,8.0,0.00157012,2,,,,,,6.0,2.0,3.0,2.0,,,1.0,1.0,1.0,,,0.4853,,,3.0,,2.0,1.0,0.828,,,,,,,
10385607,away,Southampton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,_alcaraz22,1017392,EUR,1038614400,F,26,26,False,11.0,7.0,,,2.0,4.0,5.0,7.0,,3.0,,4.0,,,,,45.0,24.0,8.7,7.0,0.271977,2,,1.0,,,,5.0,1.0,2.0,2.0,,,,,,2.0,1.0,0.1725,1.0,,2.0,,1.0,1.0,0.384,1.0,,,,,1.0,1.0
10385607,away,Southampton,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,,257091,EUR,842918400,D,6,6,True,10.0,6.0,4.0,2.0,5.0,7.0,1.0,3.0,1.0,1.0,8.0,,,,,,50.0,21.0,7.3,4.0,0.00077698,1,,,,,,,,,1.0,,1.0,,,,,,0.5021,,,,,,1.0,0.3228,,,,,,1.0,
10385607,away,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,,797893,EUR,854755200,D,4,4,True,6.0,3.0,3.0,,,,3.0,6.0,,2.0,6.0,1.0,,,,,45.0,19.0,6.5,5.0,0.00078433,0,,,,,2.0,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,
10385607,away,Southampton,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6601,M,,295123,EUR,770083200,F,12,12,True,1.0,,,,,,,1.0,1.0,3.0,1.0,,,,,,13.0,7.0,6.3,4.0,,0,,,,,2.0,6.0,,3.0,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,
10385607,away,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,kamaldeenho10,1019442,EUR,1013731200,M,20,20,True,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,,,,,13.0,5.0,6.3,2.0,2.678e-05,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,away,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,255,M,,873050,EUR,920851200,M,27,27,True,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,14.0,3.0,6.0,1.0,,0,,,,,,3.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
10385607,away,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,,45502,EUR,628646400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,away,Southampton,Mislav Oršić,,,mislav-orsic,M. Oršić,M,17,178,6140,M,orsic99,88645,EUR,725587200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,away,Southampton,Stuart Armstrong,,,stuart-armstrong,S. Armstrong,M,16,183,281,M,,117083,EUR,701913600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385607,away,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,,818073,EUR,837907200,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
