match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_interceptionWon,stat_goals,captain,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine
11406864,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,26.0,21.0,13.0,8.0,20.0,23.0,1.0,3.0,6.0,1.0,1.0,90.0,30.0,6.0,5.0,0.00030999,0,-0.4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406864,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,27.0,23.0,1.0,,10.0,10.0,14.0,19.0,1.0,,,77.0,35.0,6.4,6.0,0.0173555,0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406864,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,False,7.0,4.0,2.0,,4.0,5.0,,2.0,,,,11.0,8.0,6.4,3.0,8.73e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406864,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,76.0,71.0,5.0,5.0,40.0,43.0,32.0,34.0,9.0,,,90.0,86.0,7.0,5.0,0.101653,0,,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406864,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,50.0,45.0,2.0,1.0,14.0,16.0,31.0,36.0,4.0,,,90.0,71.0,6.6,9.0,0.0241346,0,,2.0,,1.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11406864,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,38.0,29.0,2.0,1.0,14.0,19.0,15.0,21.0,5.0,,,90.0,53.0,7.0,12.0,0.0221509,2,,2.0,,1.0,3.0,,,,,5.0,2.0,1.0,1.0,2.0,1.0,,,,MatteoGuendouzi,2.0,1.0,2.0,0.0765,0.0398,,,,,,,,,,,,
11406864,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,57.0,49.0,1.0,,22.0,25.0,27.0,36.0,4.0,,,90.0,67.0,7.0,13.0,0.146967,0,,4.0,,,3.0,,1.0,,,5.0,,,,3.0,1.0,,1.0,2.0,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,
11406864,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,36.0,34.0,4.0,3.0,17.0,17.0,18.0,30.0,1.0,,,77.0,50.0,6.9,12.0,0.15658,0,,11.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11406864,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,F,18,18,False,18.0,16.0,1.0,1.0,5.0,6.0,11.0,12.0,2.0,,,65.0,32.0,7.7,7.0,0.0933105,2,,,,,3.0,2.0,2.0,,,3.0,1.0,1.0,,1.0,1.0,,3.0,,,2.0,1.0,1.0,0.3178,0.8378,,,1.0,,,,,,,,,
11406864,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,False,14.0,11.0,1.0,1.0,3.0,3.0,8.0,11.0,2.0,,,65.0,22.0,7.5,4.0,0.0805085,3,,,,,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,ciroimmobile17,2.0,,1.0,0.51,0.1285,1.0,,,True,1.0,1.0,1.0,1.0,,,,
11406864,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,43.0,30.0,3.0,3.0,7.0,13.0,23.0,30.0,3.0,,,90.0,70.0,7.0,20.0,0.0541979,0,,,,,8.0,1.0,1.0,,,13.0,8.0,4.0,,4.0,3.0,,,,F_Andersoon,,,3.0,,,2.0,,,,,,,,,,,
11406864,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,True,50.0,45.0,6.0,5.0,15.0,17.0,30.0,33.0,2.0,,,79.0,59.0,6.9,5.0,0.0137305,1,,,,3.0,5.0,,,,,2.0,,,2.0,,,2.0,,2.0,,,,,0.1168,,2.0,1.0,,,,,,,1.0,,,
