match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_shotOffTarget,stat_wasFouled,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalOffside
14425840,home,Burnley,Max Weiss,,,max-weiss,M. Weiss,G,13,190.0,244,M,1128801,EUR,1087257600,G,13,13,False,28.0,18.0,14.0,4.0,0.0,15.0,23.0,3.0,5.0,5.0,1.0,90.0,31.0,6.1,10.0,41.663328496462,6.0,15.855,10.71,-0.0001,0,-0.07,0.12,-0.07,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,home,Burnley,Oliver Sonne,,,oliver-sonne,O. Sonne,D,17,184.0,5401,M,1008456,EUR,973814400,D,22,22,False,35.0,32.0,2.0,1.0,0.0,11.0,14.0,21.0,21.0,1.0,,90.0,52.0,7.3,7.0,84.199108935737,13.0,22.995,12.81,,1,0.29,-0.12,-0.26,,oliiversonne,1.0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.51,,,,,,,,,,,,,,,
14425840,home,Burnley,Joe Worrall,,,joe-worrall,J. Worrall,D,4,193.0,315,M,838399,EUR,852854400,D,4,4,False,63.0,61.0,5.0,4.0,0.0,36.0,37.0,25.0,26.0,5.0,,90.0,81.0,6.8,2.0,96.108846679608,14.0,45.465,10.815,,1,0.29,0.07,-0.02,,,,4.0,5.0,5.0,1.0,,,11.0,,,,,1.0,,-0.53,True,4.0,1.0,1.0,,,,,,,,,,,
14425840,home,Burnley,Bashir Humphreys,,,bashir-humphreys,B. Humphreys,D,12,186.0,1278,M,996910,EUR,1047686400,D,12,12,False,52.0,48.0,4.0,2.0,0.0,17.0,18.0,31.0,34.0,1.0,,45.0,58.0,6.8,4.0,96.142457863518,14.0,27.51,11.34,,0,0.25,0.1,-0.07,,,,2.0,3.0,3.0,1.0,,,3.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,
14425840,home,Burnley,Lucas Pires,,,lucas-pires,L. Pires,D,23,182.0,554,M,1136896,EUR,985392000,D,23,23,False,67.0,61.0,5.0,2.0,0.0,24.0,26.0,37.0,41.0,9.0,,90.0,88.0,7.3,14.0,211.64101804624,30.0,35.175,17.955,,0,0.29,0.03,-0.11,,,6.0,1.0,2.0,8.0,,,,,,5.0,3.0,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,,
14425840,home,Burnley,Marcus Edwards,,,edwards-marcus,M. Edwards,M,10,167.0,2800,M,795066,EUR,912643200,M,10,10,False,33.0,21.0,4.0,1.0,0.0,4.0,6.0,17.0,27.0,5.0,,90.0,46.0,6.8,17.0,190.89500500751,18.0,34.965,25.725,,0,0.33,0.3,-0.03,,,2.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,3.0,,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,
14425840,home,Burnley,Josh Laurent,,,josh-laurent,J. Laurent,M,29,188.0,192,M,552036,EUR,799718400,M,29,29,False,52.0,46.0,5.0,5.0,0.0,20.0,22.0,26.0,30.0,6.0,,90.0,61.0,7.1,9.0,103.11095376263,12.0,76.335,16.8,,0,0.19,0.18,-0.01,,,1.0,2.0,4.0,6.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,4.0,,,,,,,1.0,,,,,,
14425840,home,Burnley,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,30,180.0,734,M,1000142,EUR,1043107200,M,21,21,False,78.0,70.0,5.0,3.0,0.0,24.0,26.0,46.0,52.0,4.0,,90.0,94.0,8.3,15.0,216.50413614091,24.0,56.595,21.105,,3,0.4,0.14,-0.07,,,3.0,,1.0,4.0,,1.0,1.0,1.0,,,,4.0,1.0,,0.51,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,
14425840,home,Burnley,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180.0,1359,M,1004505,EUR,1062979200,M,17,17,False,24.0,19.0,,,0.0,4.0,6.0,15.0,18.0,2.0,,62.0,50.0,6.6,20.0,238.55876808196,25.0,122.955,19.425,,3,-0.33,0.54,-0.09,,,7.0,,5.0,4.0,1.0,,,,,1.0,1.0,4.0,,,-0.45,,1.0,1.0,,,5.0,2.0,,1.0,,2.0,1.0,,,
14425840,home,Burnley,Armando Broja,,,armando-broja,A. Broja,F,27,191.0,8695,M,996985,EUR,1000080000,F,27,27,False,13.0,10.0,,,1.0,2.0,2.0,8.0,11.0,1.0,,63.0,22.0,6.5,7.0,13.334800242542,2.0,-11.13,-3.36,,0,-0.22,0.0,-0.01,,armando.broja,,1.0,3.0,1.0,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,2.0,,,,,,
14425840,home,Burnley,Zian Flemming,,,flemming-zian,Z. Flemming,F,19,183.0,1602,M,875137,EUR,901929600,F,19,19,False,22.0,17.0,1.0,1.0,0.0,6.0,8.0,11.0,14.0,2.0,,78.0,36.0,7.2,12.0,74.041787084074,7.0,-32.235,6.195,,2,-0.22,-0.03,-0.02,,,1.0,,1.0,4.0,,1.0,,1.0,1.0,,,2.0,,,-0.51,,3.0,,1.0,,,,,1.0,,1.0,,1.0,,
14425840,home,Burnley,Axel Tuanzebe,,,axel-tuanzebe,A. Tuanzebe,D,6,185.0,6325,M,817979,EUR,879465600,D,6,6,True,33.0,28.0,2.0,1.0,0.0,15.0,17.0,13.0,16.0,2.0,,45.0,40.0,7.1,6.0,53.166314243227,9.0,46.935,12.075,,0,0.06,0.05,0.34,,,1.0,1.0,1.0,4.0,,,,3.0,,1.0,1.0,,,,,,3.0,,,1.0,,,,,,,,,,
14425840,home,Burnley,Jaydon Banel,,,jaydon-banel,J. Banel,F,34,172.0,552,M,1142573,EUR,1098144000,F,34,34,True,10.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,9.0,1.0,,28.0,21.0,6.5,10.0,100.16192750366,9.0,46.62,34.755,,2,-0.22,0.27,-0.06,,,,1.0,6.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,-0.2,,,,1.0,,1.0,,,3.0,,1.0,,,,
14425840,home,Burnley,Ashley Barnes,,,ashley-barnes,A. Barnes,M,35,186.0,298,M,27028,EUR,625708800,F,35,35,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,27.0,11.0,6.8,2.0,6.9976858844465,2.0,2.52,1.365,,1,-0.06,0.08,0.13,,,,,,2.0,,1.0,,1.0,,,,1.0,,,-0.14,,2.0,,,,,,,,,,,,,
14425840,home,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175.0,1087,M,826183,EUR,927849600,F,31,31,True,3.0,3.0,,,1.0,,,3.0,3.0,1.0,,12.0,5.0,7.0,,6.142410276105,1.0,1.05,1.05,,0,0.27,0.02,-0.04,,,,,1.0,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,
14425840,home,Burnley,Václav Hladký,,,vaclav-hladky,V. Hladký,G,32,189.0,173,M,151518,EUR,658540800,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,home,Burnley,Oliver Pimlott,,,oliver-pimlott,O. Pimlott,D,54,,18,M,2203327,EUR,1175904000,M,54,54,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185.0,5279,M,826169,EUR,920160000,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,home,Burnley,Marley Leuluai ,Marley,Leuluai ,marley-leuluai,M. Leuluai ,M,53,181.0,42,M,1597164,EUR,1162944000,M,53,53,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,home,Burnley,Tom Tweedy,Tom,Tweedy,tom-tweedy,T. Tweedy,F,42,178.0,36,M,1396003,EUR,1095206400,F,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425840,away,Derby County,Josh Vickers,,,josh-vickers,J. Vickers,G,31,183.0,50,M,370476,EUR,817776000,G,31,31,False,30.0,17.0,20.0,7.0,0.0,11.0,14.0,6.0,16.0,8.0,3.0,90.0,37.0,6.8,13.0,28.308133000749,5.0,-13.335,0.63000000000001,0.5996,0,0.06,0.0,-0.17,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14425840,away,Derby County,Jake Rooney,,,jake-rooney,J. Rooney,D,20,188.0,85,M,1068582,EUR,1061510400,D,21,21,False,56.0,46.0,9.0,2.0,0.0,31.0,31.0,15.0,25.0,6.0,,90.0,74.0,6.7,14.0,102.64637162084,14.0,-64.365,4.725,,0,0.04,0.09,-0.03,,,,4.0,5.0,7.0,1.0,,,4.0,,4.0,4.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,
14425840,away,Derby County,Dion Sanderson,,,dion-sanderson,D. Sanderson,D,28,188.0,120,M,970407,EUR,945216000,D,28,28,False,64.0,57.0,8.0,5.0,0.0,52.0,54.0,5.0,10.0,3.0,,90.0,78.0,6.8,7.0,136.96455750226,19.0,-86.73,3.78,,0,0.26,0.06,-0.18,,,,,,3.0,,,,10.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
14425840,away,Derby County,Craig Forsyth,,,craig-forsyth,C. Forsyth,D,3,191.0,59,M,59932,EUR,604281600,D,3,3,False,57.0,46.0,3.0,2.0,0.0,33.0,36.0,13.0,21.0,6.0,,90.0,76.0,6.9,17.0,169.16515427283,17.0,-123.795,5.775,,1,0.26,0.12,-0.3,,,4.0,1.0,2.0,6.0,,,,6.0,2.0,1.0,,2.0,1.0,1.0,0.01,,4.0,,1.0,,,,2.0,,,1.0,,,,
14425840,away,Derby County,Joe Ward,,,joe-ward,J. Ward,M,23,167.0,71,M,872321,EUR,809049600,M,23,23,False,20.0,17.0,,,0.0,9.0,10.0,8.0,10.0,6.0,,71.0,36.0,6.4,8.0,70.901908207556,7.0,-56.385,1.785,,1,-0.14,0.23,0.14,,,3.0,1.0,5.0,1.0,,,,,3.0,1.0,1.0,,1.0,,-0.09,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,1.0
