match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,captain,stat_aerialLost,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_wasFouled,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,player_sofascoreId,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
12451048,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,32.0,19.0,24.0,11.0,0.0,10.0,11.0,9.0,21.0,1.0,6.0,2.0,3.0,3.0,3.0,90.0,39.0,7.1,13.0,0.00343298,0,0.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451048,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,7,7,False,53.0,42.0,7.0,4.0,0.0,24.0,28.0,18.0,28.0,,5.0,,,,,90.0,74.0,6.6,18.0,0.00954137,0,,3.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12451048,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,47.0,32.0,13.0,2.0,0.0,26.0,29.0,6.0,18.0,2.0,1.0,,,,,90.0,54.0,6.6,15.0,0.063496,1,,,4.0,5.0,5.0,2.0,,,,1.0,1.0,,2.0,,,True,2.0,1.0,1.0,0.0522,1.0,,,,,,,,,,,,,,
12451048,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195,1264,M,984527,EUR,1018396800,D,3,3,False,51.0,45.0,4.0,2.0,0.0,41.0,42.0,4.0,9.0,4.0,3.0,,,,,90.0,63.0,6.9,6.0,0.00229385,1,,,3.0,3.0,7.0,1.0,,,,2.0,,,1.0,,,,1.0,1.0,,0.0273,,4.0,,,,,,,,,,,,,
12451048,home,Stade Brestois,Jordan Amavi,jordan-amavi,J. Amavi,D,,176,326,M,342915,EUR,763171200,D,23,23,False,55.0,42.0,8.0,3.0,0.0,24.0,30.0,18.0,27.0,,6.0,,,,,90.0,79.0,7.1,16.0,0.0211178,1,,2.0,2.0,,7.0,,,1.0,1.0,,3.0,,,,,,,1.0,2.0,0.0116,1.0,1.0,,,,,,,,,,,,,
12451048,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,20.0,18.0,2.0,1.0,0.0,14.0,15.0,4.0,5.0,,2.0,,,,,81.0,34.0,7.0,4.0,0.00095161,3,,,,4.0,5.0,1.0,,1.0,,,3.0,1.0,2.0,,,,1.0,1.0,2.0,0.1886,,2.0,2.0,1.0,,,,,,,,,,,
12451048,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,59.0,48.0,10.0,8.0,0.0,28.0,32.0,20.0,27.0,,11.0,,,,,74.0,63.0,7.0,11.0,0.0112368,1,,,,3.0,2.0,,,1.0,1.0,,1.0,,3.0,,,,,,1.0,0.0091,,,1.0,,,,,,,,,,,,
12451048,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,47.0,41.0,3.0,3.0,0.0,17.0,17.0,24.0,31.0,,5.0,,,,,90.0,60.0,6.9,9.0,0.0462904,2,,1.0,1.0,4.0,5.0,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,,,,,1.0,,0.3139,1.0,,,,1.0,1.0,0.1291,,,,,,,,
12451048,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,39.0,29.0,4.0,2.0,0.0,11.0,13.0,22.0,34.0,,4.0,,,,,81.0,59.0,8.3,19.0,0.28299,1,,8.0,3.0,1.0,6.0,,,,,1.0,3.0,4.0,2.0,,,,,,3.0,0.7884,3.0,,,,,1.0,0.9887,4.0,1.0,1.0,,,,,
12451048,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,19,19,False,24.0,17.0,4.0,3.0,0.0,5.0,6.0,12.0,18.0,,2.0,,,,,90.0,36.0,7.2,13.0,0.128056,0,,,6.0,9.0,10.0,,1.0,1.0,,,2.0,4.0,2.0,,,,5.0,,1.0,,2.0,2.0,,,,,,,1.0,,1.0,,,,
