match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_shotValueNormalized,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals
14598954,home,Sheffield Wednesday,Ethan Horvath,ethan-horvath,E. Horvath,G,24,194.0,400,M,343013,EUR,802656000,G,24,24,False,39.0,22.0,22.0,5.0,0.0,17.0,19.0,5.0,20.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,52.0,6.5,17.0,0.1841,0,0.02,0.04,-0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
14598954,home,Sheffield Wednesday,Joe Emery,joe-emery,J. Emery,D,32,,20,M,2220446,EUR,1167177600,D,32,32,False,35.0,30.0,4.0,3.0,0.0,15.0,16.0,15.0,19.0,1.0,3.0,2.0,3.0,,,,,,,,90.0,58.0,6.4,9.0,,0,0.05,0.03,-0.21,,Joe Emery,3.0,1.0,4.0,7.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14598954,home,Sheffield Wednesday,Ernie Weaver,ernie-weaver,E. Weaver,D,30,,13,M,2220445,EUR,1157673600,D,30,30,False,51.0,43.0,10.0,4.0,0.0,31.0,32.0,12.0,19.0,3.0,8.0,8.0,9.0,3.0,,,,,,,90.0,72.0,7.1,10.0,,0,0.04,0.07,0.25,,Ernie Weaver,,,3.0,5.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
14598954,home,Sheffield Wednesday,Cole McGhee,cole-mcghee,C. McGhee,D,28,,18,M,2053383,EUR,1138406400,D,28,28,False,66.0,54.0,13.0,4.0,0.0,30.0,33.0,24.0,33.0,5.0,6.0,3.0,2.0,,,,,,,,90.0,74.0,6.6,14.0,,1,0.16,0.05,-0.2,,Cole McGhee,1.0,,1.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,-0.17,,,,,,,,,,,
14598954,home,Sheffield Wednesday,Olaf Kobacki,olaf-kobacki,O. Kobacki,F,19,178.0,308,M,1016016,EUR,992131200,M,19,19,False,4.0,3.0,,,0.0,,,3.0,4.0,,3.0,2.0,2.0,1.0,,,,,,,37.0,13.0,6.7,2.0,,0,0.25,0.02,-0.17,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
14598954,home,Sheffield Wednesday,Sean Fusire,sean-fusire,S. Fusire,M,4,181.0,132,M,1423723,EUR,1117497600,M,4,4,False,14.0,14.0,,,0.0,10.0,10.0,4.0,4.0,,4.0,,4.0,1.0,,,,,,,71.0,27.0,6.5,5.0,,0,-0.03,0.06,-0.06,,Sean Fusire,,,,2.0,,2.0,2.0,,,1.0,,3.0,,,,2.0,1.0,,,,,,,,
14598954,home,Sheffield Wednesday,Rio Shipston,rio-shipston,R. Shipston,M,20,174.0,59,M,1459620,EUR,1099785600,M,20,20,False,52.0,41.0,3.0,1.0,0.0,25.0,27.0,16.0,25.0,,3.0,,6.0,3.0,,,,,,,90.0,67.0,6.4,19.0,,0,0.03,0.08,-0.1,,,3.0,1.0,1.0,4.0,,1.0,,,1.0,,,4.0,,,,2.0,,,1.0,,,,,,
14598954,home,Sheffield Wednesday,Jarvis Thornton,jarvis-thornton,J. Thornton,M,37,177.0,19,M,2215525,EUR,1136851200,M,37,37,False,24.0,20.0,3.0,2.0,0.0,10.0,12.0,10.0,12.0,,1.0,1.0,2.0,1.0,,,,,,,86.0,31.0,6.6,8.0,,0,0.16,0.14,-0.05,,Jarvis Thornton,1.0,,1.0,5.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,
14598954,home,Sheffield Wednesday,Reece Johnson,reece-johnson,R. Johnson,D,27,176.0,27,M,2215528,EUR,1138665600,M,27,27,False,6.0,6.0,2.0,2.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,37.0,13.0,6.6,2.0,,0,0.03,0.04,0.14,,Reece Johnson,,,2.0,3.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
14598954,home,Sheffield Wednesday,Jamal Lowe,jamal-lowe,J. Lowe,F,9,183.0,275,M,257433,EUR,774662400,F,9,9,False,23.0,16.0,1.0,,0.0,7.0,9.0,9.0,14.0,3.0,6.0,,3.0,,,,,,,,90.0,42.0,6.6,16.0,,0,0.26,0.13,-0.12,,,1.0,,2.0,9.0,1.0,,2.0,1.0,2.0,1.0,,2.0,,,,4.0,1.0,,,True,,,,,
14598954,home,Sheffield Wednesday,George Brown,george-brown,G. Brown,M,29,,35,M,2222921,EUR,1136073600,F,29,29,False,11.0,5.0,,,0.0,,1.0,5.0,10.0,3.0,7.0,,1.0,1.0,,,,,,,71.0,26.0,6.2,14.0,,1,-0.02,0.07,-0.03,,George Brown,,,6.0,11.0,,1.0,2.0,1.0,2.0,2.0,,4.0,,-0.56,,2.0,1.0,,,,1.0,1.0,,,
14598954,home,Sheffield Wednesday,Gabriel Otegbayo,gabriel-otegbayo,Otegbayo,D,22,193.0,92,M,1549358,EUR,1108080000,D,22,22,True,29.0,23.0,6.0,2.0,0.0,14.0,15.0,9.0,14.0,,3.0,1.0,2.0,,,,,,,,53.0,39.0,6.6,8.0,,0,0.2,0.04,-0.11,,,1.0,,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,
14598954,home,Sheffield Wednesday,Yisa Alao,alao-yisa,Y. Alao,D,33,,220,M,2220696,EUR,1226880000,D,33,33,True,24.0,14.0,1.0,,0.0,6.0,10.0,8.0,14.0,5.0,5.0,5.0,2.0,,,,,,,,53.0,46.0,6.5,16.0,,0,-0.07,0.17,-0.1,,,3.0,,1.0,4.0,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,
14598954,home,Sheffield Wednesday,Barry Bannan,barry-bannan,B. Bannan,M,67,170.0,307,M,45682,EUR,628473600,M,10,10,True,19.0,18.0,3.0,3.0,0.0,12.0,12.0,6.0,7.0,,,,1.0,,,,,,,,19.0,25.0,6.8,4.0,,0,0.18,0.0,-0.01,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,
14598954,home,Sheffield Wednesday,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185.0,425,M,791987,EUR,906336000,F,11,11,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,19.0,4.0,6.4,1.0,,1,-0.01,0.12,0.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,-0.23,,,,,,,,1.0,,,
