match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_hitWoodwork
11392846,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,36.0,15.0,33.0,13.0,5.0,8.0,10.0,28.0,1.0,13.0,1.0,7.0,10.0,1.0,90.0,52.0,10.0,22.0,0.0,0.0,0.00356724,0,1.5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,14.0,10.0,4.0,1.0,9.0,11.0,1.0,3.0,6.0,6.0,2.0,,,,90.0,36.0,7.3,9.0,0.0,0.0,0.00104096,0,,Alidu Seidu,,1.0,5.0,7.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,8.0,5.0,1.0,,5.0,7.0,,1.0,1.0,4.0,,,,,90.0,14.0,6.9,4.0,0.0,0.0,2.074e-05,0,,,,,,4.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,15.0,12.0,,,10.0,10.0,2.0,5.0,6.0,1.0,,,,,90.0,32.0,6.9,5.0,0.0772,0.0,0.00030826,1,,,,,6.0,1.0,1.0,,,,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Cheick Konaté,cheick-konate,C. Konaté,D,22,173,567,M,1469500,EUR,1080864000,M,15,15,False,25.0,16.0,,,8.0,9.0,9.0,19.0,2.0,6.0,1.0,,,,90.0,56.0,8.0,18.0,0.0843,0.1542,0.215274,2,,Cheick Konate,,,4.0,11.0,,7.0,6.0,1.0,1.0,4.0,4.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,
11392846,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,17.0,16.0,3.0,2.0,10.0,11.0,6.0,6.0,,5.0,,,,,69.0,30.0,6.8,2.0,0.0117,0.0,0.006527,1,,,,,7.0,5.0,3.0,1.0,1.0,,2.0,3.0,2.0,1.0,3.0,,1.0,,,,,1.0,True,1.0,,,,,,,,
11392846,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,31.0,24.0,4.0,1.0,9.0,10.0,15.0,21.0,,4.0,2.0,,,,89.0,43.0,6.7,9.0,0.554,0.9105,0.00971023,2,,,,3.0,5.0,5.0,1.0,,,1.0,,,,2.0,1.0,3.0,,1.0,,,1.0,,,,1.0,,,,,,,
11392846,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,34.0,26.0,5.0,4.0,7.0,8.0,21.0,28.0,2.0,5.0,4.0,,,,90.0,53.0,7.6,12.0,0.0193,0.0,0.116906,1,,,,2.0,5.0,9.0,3.0,1.0,1.0,1.0,,5.0,3.0,1.0,1.0,1.0,,1.0,2.0,2.0,,2.0,,,,,,,,,,
11392846,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,20.0,18.0,2.0,2.0,7.0,8.0,12.0,14.0,3.0,3.0,2.0,,,,84.0,39.0,6.9,7.0,0.0,0.0,0.0533513,0,,,,,3.0,3.0,1.0,5.0,3.0,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,
11392846,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,10,10,False,44.0,39.0,4.0,4.0,17.0,19.0,22.0,31.0,,7.0,3.0,,,,84.0,61.0,7.1,15.0,0.0481,0.0,0.0423773,1,,,,,2.0,3.0,,,,,,1.0,,2.0,,1.0,1.0,,6.0,,,1.0,,1.0,,,,,,,,
11392846,home,Clermont Foot,Shamar Nicholson,shamar-nicholson,S. Nicholson,F,9,192,765,M,884948,EUR,858384000,F,23,23,False,25.0,21.0,5.0,4.0,7.0,8.0,15.0,18.0,1.0,4.0,3.0,,,,90.0,45.0,6.9,11.0,0.3104,0.6038,0.0389482,4,,,,5.0,8.0,9.0,,3.0,1.0,,,,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,
11392846,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,M,18,18,True,6.0,4.0,1.0,,,,4.0,6.0,1.0,2.0,,,,,21.0,9.0,6.5,3.0,0.0,0.0,0.00560452,0,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,217770,EUR,706233600,D,2,2,True,,,,,,,,1.0,,,,,,,12.0,3.0,6.4,1.0,0.0,0.0,3.01e-06,0,,,,,3.0,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
11392846,home,Clermont Foot,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,8,8,True,3.0,2.0,,,1.0,1.0,2.0,3.0,,1.0,,,,,12.0,4.0,6.5,1.0,0.0,0.0,0.0133654,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
11392846,home,Clermont Foot,Habib Keita,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,6,6,True,,,,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,0,,Habib Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Massamba Ndiaye,ndiaye-massamba,M. Ndiaye,G,16,202,260,M,1177344,EUR,1002412800,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392846,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
