match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_aerialWon,stat_challengeLost,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_savedShotsFromInsideTheBox
11352389,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,47.0,36.0,22.0,11.0,31.0,33.0,5.0,14.0,9.0,1.0,1.0,2.0,2.0,90.0,52.0,7.3,11.0,0.0,0.0,0.0101358,1.0,0,0.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352389,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,67.0,61.0,4.0,3.0,30.0,31.0,31.0,37.0,3.0,,,,,90.0,80.0,7.2,10.0,0.0,0.0,0.0497545,1.0,0,,,,True,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11352389,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,60.0,57.0,2.0,1.0,29.0,29.0,28.0,31.0,8.0,,,,,90.0,69.0,7.4,3.0,0.0263,0.0,0.0228457,1.0,1,,,,,,,,1.0,,,,1.0,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,
11352389,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,85.0,81.0,3.0,2.0,56.0,57.0,25.0,28.0,3.0,,,,,90.0,91.0,7.1,5.0,0.0,0.0,0.0104468,,0,,,,,,,,2.0,,,,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,
11352389,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,57.0,50.0,3.0,3.0,34.0,39.0,16.0,18.0,4.0,,,,,90.0,74.0,6.8,11.0,0.0,0.0,0.00555756,,0,,,,,,,4.0,3.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,,
11352389,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,135.0,122.0,12.0,9.0,56.0,59.0,66.0,76.0,11.0,,,,,90.0,149.0,7.7,14.0,0.0,0.0,0.0719335,,0,,,,,,,3.0,9.0,,3.0,3.0,3.0,1.0,1.0,2.0,,,4.0,,,2.0,2.0,1.0,1.0,,,,,,
11352389,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,97.0,91.0,2.0,1.0,28.0,29.0,63.0,68.0,4.0,,,,,90.0,107.0,7.3,6.0,0.096,0.0,0.0412039,,2,,,,,,,3.0,5.0,,2.0,2.0,1.0,,2.0,3.0,,,,,,1.0,,,,2.0,,,,,
11352389,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,54.0,49.0,2.0,1.0,16.0,18.0,33.0,37.0,9.0,,,,,90.0,69.0,8.9,8.0,0.273,0.6361,0.504146,7.0,3,,,,,1.0,2.0,4.0,7.0,1.0,3.0,3.0,,1.0,4.0,1.0,,,,,,,,,,2.0,1.0,1.0,,,
11352389,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,M,19,19,False,27.0,23.0,1.0,,9.0,10.0,14.0,20.0,3.0,,,,,90.0,43.0,7.5,11.0,0.1071,0.5613,0.0225122,2.0,1,,,,,3.0,,5.0,4.0,,3.0,2.0,1.0,3.0,1.0,3.0,,,,,,1.0,,1.0,,,,1.0,1.0,,
11352389,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,False,44.0,35.0,2.0,1.0,13.0,14.0,23.0,32.0,5.0,,,,,90.0,66.0,7.0,14.0,0.0861,0.0,0.0410386,,3,,,,,2.0,1.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,
11352389,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,11.0,6.0,,,3.0,4.0,3.0,7.0,,,,,,90.0,23.0,7.0,10.0,0.4194,0.1463,0.0155269,1.0,4,,,,,,2.0,6.0,,1.0,1.0,,,3.0,,2.0,,2.0,,,1.0,,,,,,,2.0,,,
11352389,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352389,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,True,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352389,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,0.0,,,0,,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352389,home,Manchester City,Kalvin Phillips,kalvin-phillips,K. Phillips,M,27,177,9303,M,kalvinphillips,786028,EUR,817862400,M,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352389,home,Manchester City,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,80,80,True,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
