match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOwnHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_dribbleValueNormalized,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_outfielderBlock,stat_shotOffTarget,stat_keyPass,stat_penaltyMiss,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_penaltySave,stat_punches,stat_goals,stat_errorLeadToAShot
13981609,home,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,29.0,14.0,29.0,14.0,0.0,3.0,14.0,26.0,1.0,7.0,3.0,1.0,5.0,1.0,1.0,90.0,39.0,6.3,15.0,0.0044743,0.2082,0,-1.1364,0.05,-0.29,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Francesco Coppola,coppola-francesco,F. Coppola,D,26,195.0,276,M,1494096,EUR,1113177600,D,26,26,False,14.0,9.0,3.0,1.0,0.0,8.0,2.0,6.0,,3.0,,,,,,90.0,42.0,5.8,14.0,0.0350713,,1,,-0.07,-0.77,,Francesco Coppola,,7.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0315,23.773279438259,4.0,0.10500000000001,6.405,12.275455551628,1.0,-0.1,0.12,,,,,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,13.0,10.0,2.0,,0.0,10.0,1.0,3.0,8.0,,,,,,,86.0,23.0,6.0,5.0,0.00028019,,0,,-0.01,-0.31,,,,9.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,26.872656487607,5.0,-7.105427357601e-15,3.36,,,,0.01,True,,,,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,26.0,17.0,5.0,1.0,0.0,16.0,6.0,10.0,12.0,2.0,,,,,,90.0,46.0,6.9,10.0,0.00066628,,0,,-0.05,0.2,,,,11.0,1.0,3.0,1.0,6.0,,,,,3.0,3.0,,,,,,69.103088213036,8.0,47.88,13.65,,,,0.02,,,,,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,26.0,14.0,3.0,2.0,0.0,6.0,9.0,20.0,4.0,4.0,,,,,,90.0,44.0,6.9,18.0,0.0457735,,0,,0.25,-0.12,,,,5.0,5.0,7.0,8.0,11.0,1.0,,,1.0,2.0,2.0,3.0,,1.0,,,94.805347674145,10.0,-14.595,8.4,,,,0.07,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
13981609,home,Pisa,Gabriele Piccinini,gabriele-piccinini,G. Piccinini,M,36,184.0,125,M,970778,EUR,986515200,M,36,36,False,12.0,9.0,,,0.0,5.0,4.0,7.0,1.0,2.0,,,,,,77.0,31.0,6.7,8.0,0.00338144,,3,,-0.06,-0.11,,,,5.0,3.0,4.0,5.0,9.0,,2.0,1.0,,2.0,1.0,1.0,,3.0,,0.182,62.748033550772,6.0,35.7,23.31,40.565242720736,2.0,-0.51,0.29,,1.0,1.0,1.0,,1.0,2.0,0.2449,,,,,,,,,,,,,
13981609,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,19.0,15.0,5.0,3.0,0.0,9.0,8.0,10.0,2.0,2.0,,,,,,77.0,32.0,7.0,6.0,0.0113,,0,,0.18,-0.04,,,,7.0,,1.0,1.0,6.0,,,,2.0,4.0,2.0,2.0,,1.0,1.0,,30.41533385747,5.0,2.94,4.725,,,,0.01,,1.0,,,,,,,1.0,,,,,,,,,,,,
13981609,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,13.0,8.0,2.0,,0.0,5.0,4.0,8.0,,3.0,,,,,,63.0,17.0,6.5,6.0,0.0200023,,0,,0.16,-0.07,,,,4.0,,,4.0,1.0,2.0,,,,,,,,1.0,1.0,,28.4570597528,2.0,15.33,18.27,,,,-0.04,,,1.0,,,,,,,1.0,,,,,,,,,,,
13981609,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,18.0,12.0,2.0,1.0,0.0,6.0,7.0,12.0,5.0,3.0,,,,,,90.0,42.0,7.1,12.0,0.00525938,,2,,0.11,-0.07,,,,5.0,3.0,4.0,6.0,10.0,1.0,,,1.0,1.0,,1.0,,4.0,,0.2665,29.57781135354,5.0,8.19,9.03,,,-0.51,0.35,,2.0,4.0,2.0,,,1.0,0.017,,,1.0,,,,,,,,,,
13981609,home,Pisa,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185.0,2430,M,788061,EUR,840326400,F,18,18,False,15.0,13.0,,,0.0,4.0,9.0,11.0,,6.0,,,,,,90.0,30.0,5.8,11.0,0.0273643,,3,,-0.02,-0.01,,,,4.0,3.0,3.0,7.0,5.0,,,1.0,,,,7.0,,,2.0,0.9335,139.94080184055,11.0,39.06,27.3,96.595028662453,4.0,-0.97,0.36,,,4.0,2.0,1.0,1.0,1.0,0.679,,,1.0,2.0,1.0,,,,,,,,
13981609,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,F,10,10,False,14.0,11.0,2.0,1.0,0.0,4.0,7.0,10.0,1.0,4.0,,,,,,64.0,25.0,6.9,6.0,0.0586086,,1,,0.14,0.17,,,,4.0,,,2.0,3.0,1.0,,,2.0,1.0,,1.0,,1.0,,0.1492,27.472062725577,3.0,11.025,7.98,14.050240175883,1.0,-0.03,0.18,,1.0,2.0,1.0,,,,,,,1.0,4.0,,1.0,,,,,,,
13981609,home,Pisa,Mehdi Léris,mehdi-leris,M. Léris,M,7,186.0,1543,M,851222,EUR,895881600,M,7,7,True,7.0,5.0,,,0.0,4.0,1.0,3.0,,3.0,,,,,,27.0,15.0,6.8,6.0,0.0134985,,0,,-0.04,-0.17,,,,4.0,,1.0,5.0,4.0,2.0,,,,2.0,1.0,2.0,,1.0,2.0,,23.477766119512,3.0,18.9,6.615,,,,0.12,,,2.0,,,,,,,,,,,,1.0,,,,,,
13981609,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,True,5.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,,1.0,,,,,,26.0,9.0,6.7,5.0,0.00129074,,0,,-0.05,0.13,,,,,1.0,,3.0,2.0,,1.0,,,1.0,1.0,,,,,,21.362998306493,2.0,20.685,11.235,11.680738033189,1.0,,0.26,,,2.0,1.0,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Tomás Esteves,tomas-esteves,T. Esteves,M,19,180.0,376,M,979210,EUR,1017792000,D,19,19,True,5.0,4.0,,,0.0,2.0,2.0,3.0,,,,,,,,13.0,7.0,6.3,2.0,0.00051228,,0,,-0.03,-0.18,,,,2.0,,1.0,,1.0,,,,,,,1.0,,,,,7.2572259610975,2.0,1.575,1.575,,,,0.01,,,,,,,,,,,,,,,,,,,,,
13981609,home,Pisa,Lorran,lorran,Lorran,M,99,180.0,6096,M,1459764,EUR,1151971200,M,99,99,True,3.0,3.0,1.0,1.0,0.0,,3.0,3.0,,3.0,,,,,,13.0,9.0,6.3,2.0,0.0230774,,0,,0.04,-0.05,,,,,,,2.0,,,,,1.0,,,,,,,,19.859408146141,2.0,12.39,6.51,,,,-0.12,,,2.0,,,,,,,,,,,,,lorranlucas10,,,,,
