match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_wonTackle,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_wasFouled,stat_accurateCross,stat_bigChanceMissed,stat_penaltyMiss,stat_shotOffTarget,stat_hitWoodwork,stat_penaltySave,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyWon
10385652,home,Leicester City,Daniel Iversen,,,daniel-iversen,D. Iversen,G,1,193,286,M,796986,EUR,869270400,G,31,31,False,29.0,14.0,17.0,2.0,12.0,13.0,2.0,16.0,1.0,1.0,2.0,12.0,3.0,4.0,1.0,6.0,1.0,90.0,50.0,7.6,16.0,0.0,0.0,0.00015693,0,1.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,43.0,34.0,3.0,1.0,18.0,21.0,16.0,24.0,4.0,6.0,3.0,4.0,,,,,,90.0,58.0,6.3,11.0,0.0,0.0,0.0211228,0,,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Wout Faes,,,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,41.0,29.0,9.0,1.0,23.0,29.0,6.0,12.0,2.0,4.0,5.0,6.0,,,,,,90.0,53.0,6.7,13.0,0.0,0.0,0.082523,0,,,2.0,5.0,1.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Çağlar Söyüncü,,,caglar-soyuncu,Ç. Söyüncü,D,4,187,4150,M,758608,EUR,832809600,D,4,4,False,71.0,56.0,13.0,5.0,44.0,51.0,12.0,20.0,10.0,12.0,12.0,13.0,,,,,,90.0,93.0,7.7,16.0,0.1028,0.1334,0.00517083,1,,,6.0,7.0,1.0,,,,2.0,,,,,,,1.0,soyuncu_caglar,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385652,home,Leicester City,Luke Thomas,,,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,False,52.0,38.0,8.0,3.0,20.0,28.0,18.0,24.0,1.0,7.0,2.0,6.0,,,,,,88.0,79.0,6.5,19.0,0.0215,0.0,0.012465,1,,,3.0,8.0,1.0,2.0,1.0,1.0,5.0,,2.0,,1.0,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,
10385652,home,Leicester City,Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,46.0,33.0,7.0,3.0,13.0,18.0,20.0,28.0,2.0,8.0,1.0,4.0,,,,,,90.0,58.0,7.1,13.0,0.0264,0.0,0.0200032,1,,,1.0,4.0,3.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,,2.0,youritielemans,,,2.0,,1.0,True,1.0,2.0,,,,,,,,,,
10385652,home,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,False,30.0,24.0,3.0,2.0,16.0,18.0,8.0,12.0,1.0,3.0,3.0,7.0,,,,,,61.0,41.0,6.5,7.0,0.0212,0.0,0.00460308,1,,,1.0,3.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
10385652,home,Leicester City,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,42,42,False,55.0,47.0,4.0,2.0,16.0,17.0,31.0,38.0,2.0,5.0,2.0,3.0,,,,,,90.0,68.0,6.6,12.0,0.0,0.0,0.0238289,0,,,1.0,3.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,3.0,,,,2.0,,,,,,,,,,
10385652,home,Leicester City,James Maddison,,,james-maddison,J. Maddison,M,10,175,15672,M,356398,EUR,848707200,F,10,10,False,31.0,21.0,1.0,,5.0,7.0,18.0,29.0,,10.0,1.0,7.0,,,,,,90.0,64.0,7.7,22.0,1.0104,1.1713,0.0408692,5,,5.0,,5.0,,7.0,6.0,,2.0,,1.0,,3.0,1.0,3.0,1.0,Madders,3.0,,1.0,3.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,
10385652,home,Leicester City,Jamie Vardy,,,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,10.0,3.0,,,1.0,2.0,2.0,9.0,5.0,9.0,2.0,2.0,,,,,,90.0,26.0,6.9,12.0,2.1078,0.9527,0.0301865,3,,1.0,11.0,14.0,1.0,4.0,3.0,1.0,,,1.0,4.0,1.0,,,,Vardy7,2.0,1.0,,3.0,,,,1.0,,2.0,,1.0,1.0,,,,,
10385652,home,Leicester City,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,F,7,7,False,30.0,23.0,,,5.0,6.0,19.0,26.0,1.0,7.0,,5.0,,,,,,88.0,51.0,7.4,15.0,0.1747,0.0,0.0917682,3,,2.0,3.0,6.0,1.0,2.0,2.0,,2.0,,,,2.0,,2.0,1.0,,,,,3.0,,,1.0,2.0,1.0,,,3.0,,,,,,
10385652,home,Leicester City,Patson Daka,,,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,F,20,20,True,11.0,11.0,2.0,2.0,6.0,6.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,,,29.0,24.0,6.8,6.0,0.0,0.0,0.00512262,0,,1.0,1.0,4.0,,,,,2.0,,1.0,,1.0,,2.0,1.0,patsondaka,,,,2.0,,,,2.0,,,,,,,,,,
10385652,home,Leicester City,Victor Kristiansen,,,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,True,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,0.0,0.0,0.00011208,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Dennis Praet,,,dennis-praet,D. Praet,M,8,181,725,M,135647,EUR,768873600,M,26,26,True,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,2.0,4.0,,1.0,0.0,0.0,0.00010764,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Danny Ward,,,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Harry Souttar,,,harry-souttar,H. Souttar,D,15,198,591,M,808680,EUR,909014400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Kiernan Dewsbury-Hall,,,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,861970,EUR,905040000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,kdh_8,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Nampalys Mendy,,,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,papy.mendy,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Daniel Amartey,,,daniel-amartey,D. Amartey,M,,188,1219,M,308526,EUR,787968000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385652,home,Leicester City,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,Tete,,,,,,,,,,,,,,,,,,
10385652,away,Everton,Jordan Pickford,,,jordan-pickford,J. Pickford,G,1,185,7610,M,138530,EUR,762998400,G,1,1,False,37.0,19.0,31.0,13.0,6.0,8.0,13.0,29.0,,,,10.0,1.0,3.0,1.0,3.0,,90.0,45.0,6.8,18.0,0.0,0.0,0.0130622,0,0.2574,,,1.0,1.0,,,,,,,,,,,,jpickford1,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,
10385652,away,Everton,Séamus Coleman,,,seamus-coleman,S. Coleman,D,23,177,893,M,76632,EUR,592531200,D,23,23,False,20.0,15.0,3.0,1.0,3.0,3.0,13.0,21.0,2.0,5.0,,,,,,,,45.0,48.0,6.8,12.0,0.0279,0.0,0.339263,1,,4.0,1.0,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,True,1.0,2.0,1.0,,,,,,,,,
10385652,away,Everton,Michael Keane,,,michael-keane,M. Keane,D,5,188,1573,M,110846,EUR,726710400,D,5,5,False,47.0,33.0,8.0,2.0,20.0,26.0,13.0,22.0,13.0,15.0,4.0,5.0,,,,,,90.0,64.0,6.5,16.0,0.3044,0.0,0.0107895,4,,1.0,6.0,9.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,,1.0,,,,,,,3.0,,,,,,
10385652,away,Everton,James Tarkowski,,,james-tarkowski,J. Tarkowski,D,6,185,2558,M,145188,EUR,722131200,D,2,2,False,27.0,19.0,5.0,2.0,16.0,18.0,3.0,9.0,3.0,4.0,4.0,7.0,,,,,,90.0,39.0,7.6,8.0,0.0406,0.0,0.00093542,1,,,4.0,4.0,,,,4.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,
