match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,captain,stat_totalContest,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_clearanceOffLine,stat_hitWoodwork
10390058,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,36.0,28.0,20.0,12.0,22.0,23.0,6.0,13.0,1.0,1.0,12.0,1.0,2.0,2.0,90.0,48.0,6.7,9.0,0.0,0.0,0.0029348,0,-0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390058,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,31.0,25.0,5.0,4.0,16.0,18.0,9.0,13.0,1.0,4.0,1.0,,,,45.0,35.0,6.7,6.0,0.0,0.0,0.00744539,0,,chancel22,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10390058,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,50.0,44.0,3.0,,34.0,38.0,10.0,12.0,1.0,1.0,3.0,,,,67.0,55.0,6.9,6.0,0.4053,0.4677,0.00735233,1,,,,3.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10390058,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,33.0,24.0,6.0,2.0,19.0,23.0,5.0,10.0,,,4.0,,,,28.0,33.0,6.2,9.0,0.0,0.0,0.00637819,0,,leobalerdi5,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10390058,home,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,M,7,7,False,29.0,20.0,3.0,1.0,6.0,8.0,15.0,22.0,2.0,4.0,5.0,,,,90.0,51.0,7.0,11.0,0.0222,0.0,0.324155,1,,,3.0,5.0,1.0,2.0,2.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10390058,home,Olympique de Marseille,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,6,6,False,50.0,46.0,4.0,4.0,25.0,25.0,21.0,25.0,,4.0,9.0,,,,90.0,56.0,6.7,6.0,0.0,0.0,0.0481168,0,,MatteoGuendouzi,4.0,8.0,,2.0,,2.0,1.0,2.0,,,,,,,,1.0,,1.0,,True,,,,,,,,,,
10390058,home,Olympique de Marseille,Pape Gueye,pape-gueye,P. Gueye,M,18,187,36528,M,879694,EUR,917136000,M,22,22,False,35.0,28.0,2.0,1.0,12.0,14.0,16.0,21.0,,3.0,4.0,,,,90.0,43.0,6.5,9.0,0.0677,0.0912,0.0610562,1,,p.gueye24,,5.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,
10390058,home,Olympique de Marseille,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,M,23,23,False,32.0,27.0,1.0,,16.0,19.0,11.0,14.0,1.0,4.0,4.0,,,,90.0,52.0,7.4,12.0,0.0341,0.0,0.00722075,1,,,,4.0,,3.0,2.0,,3.0,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,
10390058,home,Olympique de Marseille,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4735,M,758876,EUR,868838400,F,17,17,False,34.0,23.0,1.0,,3.0,7.0,21.0,31.0,4.0,9.0,6.0,,,,90.0,60.0,7.0,22.0,0.6658,0.1639,0.47826,5,,cengizunder,1.0,5.0,,1.0,1.0,4.0,1.0,,3.0,,,,,4.0,1.0,2.0,,5.0,4.0,,1.0,1.0,1.0,,2.0,2.0,,,,
10390058,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,F,77,77,False,35.0,30.0,,,11.0,14.0,19.0,22.0,1.0,5.0,5.0,,,,67.0,51.0,6.6,14.0,0.058,0.1016,0.0838913,1,,amineharit,,5.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,,2.0,,3.0,,,4.0,,,,,,1.0,,,
10390058,home,Olympique de Marseille,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,70,70,False,30.0,23.0,1.0,1.0,5.0,8.0,18.0,23.0,3.0,7.0,3.0,,,,86.0,52.0,7.6,20.0,0.8564,0.6878,0.0679371,2,,AlexisS,5.0,12.0,,,,2.0,2.0,,1.0,1.0,,,,1.0,,4.0,1.0,7.0,3.0,,3.0,,1.0,,,,2.0,1.0,,
10390058,home,Olympique de Marseille,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,30,30,True,23.0,20.0,,,5.0,6.0,15.0,20.0,2.0,10.0,4.0,,,,62.0,50.0,6.2,13.0,0.0159,0.0,0.056103,1,,nuno_tavares71,1.0,11.0,,2.0,1.0,5.0,3.0,2.0,,,,,,3.0,,3.0,,2.0,,,3.0,,,,,1.0,1.0,,,
