match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_clearanceOffLine,stat_fouls,stat_aerialLost,stat_goalAssist,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_accurateCross,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper
10411531,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,21.0,18.0,3.0,18.0,20.0,1.0,7.0,90.0,22.0,6.3,3.0,0.0,0.0,8.719e-05,0,-0.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411531,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,90.0,81.0,7.0,28.0,30.0,63.0,6.0,90.0,112.0,8.3,13.0,0.2048,0.7176,0.0429839,3,,dilorenzo22,True,4.0,53.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
10411531,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,93.0,89.0,8.0,35.0,35.0,58.0,4.0,90.0,99.0,7.5,4.0,0.0,0.0,0.0399135,0,,,,7.0,54.0,,2.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411531,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,71.0,69.0,3.0,23.0,24.0,47.0,5.0,74.0,81.0,7.2,2.0,0.0,0.0,0.0831565,0,,kiminjae3,,2.0,46.0,,3.0,2.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
10411531,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,98.0,92.0,4.0,25.0,27.0,72.0,6.0,90.0,106.0,6.7,8.0,0.0,0.0,0.116294,0,,,,3.0,67.0,1.0,2.0,2.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,
10411531,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,98.0,88.0,1.0,15.0,19.0,80.0,4.0,90.0,116.0,8.4,12.0,0.2971,0.3113,0.214546,5,,anguiss_29,,1.0,73.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,,1.0,,,3.0,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,,,,,,,,,,,
10411531,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,91.0,86.0,4.0,21.0,22.0,69.0,4.0,90.0,99.0,7.1,6.0,0.0,0.0,0.078549,0,,StanLobotka,,4.0,65.0,,2.0,6.0,1.0,,,,1.0,,,4.0,3.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10411531,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,92.0,86.0,1.0,11.0,12.0,83.0,7.0,83.0,108.0,7.7,14.0,0.2012,0.0,0.558292,3,,zielu_94,,1.0,76.0,3.0,4.0,3.0,4.0,,1.0,,,,,,,2.0,6.0,,,,1.0,,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,
10411531,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,F,7,7,False,56.0,53.0,1.0,10.0,10.0,48.0,3.0,69.0,67.0,6.9,7.0,0.0286,0.0,0.119368,1,,,,,44.0,2.0,3.0,3.0,1.0,,,,,,,2.0,2.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10411531,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,8.0,8.0,,2.0,2.0,6.0,,69.0,20.0,6.7,4.0,0.2278,0.0257,0.0152627,3,,Osimhen9,,,6.0,,4.0,4.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,
