match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalCross,stat_aerialLost,stat_dispossessed,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_outfielderBlock,stat_penaltyWon,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
11391448,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,36.0,28.0,18.0,10.0,22.0,25.0,6.0,11.0,2.0,2.0,3.0,14.0,1.0,1.0,2.0,3.0,2.0,90.0,50.0,7.6,8.0,0.00219914,0,0.9614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391448,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,58.0,50.0,9.0,3.0,33.0,36.0,17.0,22.0,,2.0,1.0,3.0,,,,,,90.0,64.0,7.1,8.0,0.0755643,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391448,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,71.0,64.0,7.0,3.0,52.0,55.0,12.0,16.0,2.0,7.0,2.0,10.0,,,,,,90.0,81.0,7.1,8.0,0.0041109,1,,Alidu Seidu,,,,3.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0122,,,,,,,,,,,,,,,,
11391448,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,81.0,77.0,5.0,4.0,46.0,47.0,31.0,34.0,1.0,3.0,2.0,4.0,,,,,,90.0,88.0,7.5,4.0,0.0743748,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.0443,,,,,,,,,,,,,,,,
11391448,home,Clermont Foot,Cheick Konaté,cheick-konate,C. Konaté,D,22,173,567,M,1469500,EUR,1080864000,M,15,15,False,29.0,20.0,3.0,1.0,6.0,8.0,14.0,25.0,2.0,9.0,1.0,5.0,,,,,,90.0,54.0,6.9,19.0,0.0775627,0,,Cheick Konate,,2.0,,7.0,3.0,3.0,9.0,1.0,,2.0,1.0,,3.0,,4.0,1.0,2.0,,,,,,,,,,,,,
11391448,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,61.0,57.0,7.0,5.0,32.0,34.0,27.0,29.0,,6.0,,7.0,,,,,,90.0,75.0,7.4,8.0,0.149969,1,,,,2.0,1.0,4.0,3.0,3.0,7.0,1.0,,,1.0,1.0,2.0,0.0286,2.0,1.0,2.0,True,2.0,1.0,0.1589,,,,,,,,,
11391448,home,Clermont Foot,Habib Keita,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,6,6,False,49.0,43.0,5.0,3.0,25.0,25.0,18.0,24.0,,5.0,2.0,4.0,,,,,,90.0,69.0,7.7,9.0,0.0283208,3,,Habib Keita,,,,5.0,5.0,,5.0,1.0,3.0,1.0,2.0,,2.0,0.0717,,1.0,1.0,,,,,1.0,1.0,,,,,,,
11391448,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,37.0,34.0,1.0,1.0,12.0,13.0,22.0,26.0,,7.0,1.0,8.0,,,,,,89.0,57.0,7.5,10.0,0.0647648,1,,,,2.0,1.0,5.0,3.0,2.0,4.0,1.0,,,3.0,1.0,,0.1286,2.0,1.0,1.0,,,1.0,0.0627,,,,,,,,,
11391448,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,52.0,44.0,,,22.0,24.0,22.0,32.0,1.0,11.0,1.0,5.0,,,,,,90.0,79.0,7.8,17.0,0.0198622,1,,,,3.0,2.0,6.0,4.0,1.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0611,4.0,1.0,1.0,,,,,,,1.0,,,,,,
11391448,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,10,10,False,33.0,27.0,,,6.0,7.0,22.0,29.0,,4.0,,4.0,,,,,,81.0,44.0,7.0,10.0,0.0714652,1,,,,3.0,2.0,,,2.0,3.0,1.0,,,,2.0,1.0,0.0438,3.0,,,,1.0,,,,,,1.0,,,,,
