match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
11408417,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,30.0,27.0,14.0,11.0,23.0,25.0,4.0,5.0,1.0,2.0,8.0,2.0,1.0,1.0,3.0,90.0,39.0,7.7,3.0,0.00078957,0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408417,home,Rio Ave,Renato Pantalon,renato-pantalon,R. Pantalon,D,196,88,M,826561,EUR,877910400,D,42,42,False,58.0,51.0,11.0,7.0,39.0,44.0,12.0,14.0,3.0,8.0,4.0,,,,,90.0,68.0,7.4,8.0,0.00788613,0,,84,1.0,1.0,1.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11408417,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,54.0,49.0,5.0,2.0,41.0,44.0,8.0,10.0,1.0,4.0,4.0,,,,,90.0,66.0,7.4,5.0,0.00318212,0,,33,,2.0,5.0,1.0,3.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11408417,home,Rio Ave,Patrick William,patrick-william,P. William,D,186,83,M,921624,EUR,865296000,D,4,4,False,61.0,53.0,6.0,3.0,37.0,39.0,16.0,22.0,2.0,3.0,3.0,,,,,90.0,77.0,7.7,9.0,0.104589,2,,,1.0,2.0,6.0,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,0.0657,2.0,,,,,,,,,,,,,,,
11408417,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,42.0,32.0,2.0,1.0,16.0,19.0,16.0,23.0,1.0,7.0,5.0,2.0,,,,90.0,83.0,7.2,19.0,0.239787,3,,20,1.0,10.0,3.0,4.0,1.0,,,5.0,1.0,2.0,,,,1.0,4.0,0.3026,1.0,1.0,4.0,3.0,1.0,2.0,0.1336,,,,,,,,,
11408417,home,Rio Ave,Mateo Tanlongo,mateo-tanlongo,M. Tanlongo,M,177,829,M,1087046,EUR,1060646400,M,5,5,False,48.0,44.0,10.0,8.0,28.0,29.0,16.0,19.0,,4.0,3.0,2.0,,,,80.0,59.0,6.7,8.0,0.0217716,0,,40,,6.0,,1.0,1.0,,,1.0,,1.0,Mateo Tanlongo,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,
11408417,home,Rio Ave,João Teixeira,joao-teixeira,J. Teixeira,M,178,78,M,138899,EUR,760492800,M,7,7,False,41.0,32.0,,,15.0,18.0,17.0,24.0,1.0,5.0,4.0,,,,,80.0,59.0,6.7,20.0,0.0227837,1,,97,2.0,15.0,,,4.0,1.0,,1.0,,7.0,,,,,2.0,0.1696,1.0,2.0,4.0,,,1.0,0.3002,1.0,1.0,,,,,,,
11408417,home,Rio Ave,Marios Vrousai,marios-vrousai,M. Vrousai,D,183,243,M,848521,EUR,899337600,M,27,27,False,23.0,19.0,2.0,2.0,11.0,14.0,8.0,10.0,,3.0,7.0,,,,,72.0,37.0,6.8,8.0,0.0211536,2,,17,,4.0,,,3.0,1.0,,,,1.0,,,1.0,1.0,,0.1434,1.0,2.0,1.0,,,,,1.0,,,,,,,,
11408417,home,Rio Ave,Joca Fernandes,joca-fernandes,J. Fernandes,M,167,50,M,583834,EUR,822873600,F,14,14,False,37.0,29.0,5.0,3.0,13.0,13.0,16.0,24.0,1.0,4.0,7.0,2.0,,,,87.0,55.0,8.5,13.0,0.166646,3,,8,,3.0,,1.0,,,,1.0,,,,,,,3.0,0.9691,1.0,,3.0,1.0,,3.0,0.9104,,1.0,1.0,,,,,,
11408417,home,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,178,236,M,1134514,EUR,988416000,F,77,77,False,23.0,18.0,3.0,3.0,8.0,8.0,10.0,15.0,,6.0,5.0,4.0,,,,72.0,36.0,8.0,8.0,0.0776488,2,,11,,2.0,,2.0,,,,,,1.0,,,1.0,,2.0,0.1935,2.0,1.0,2.0,2.0,,1.0,0.0877,,,1.0,1.0,,,,,
11408417,home,Rio Ave,Aziz,aziz,Aziz,F,187,741,M,984147,EUR,910656000,F,81,81,False,24.0,17.0,5.0,2.0,7.0,7.0,10.0,17.0,2.0,3.0,2.0,,,,,90.0,34.0,7.2,10.0,0.103165,2,,9,2.0,6.0,2.0,,,,,1.0,,3.0,,,,1.0,3.0,0.8676,1.0,,1.0,1.0,,1.0,0.9951,,1.0,,,3.0,,,,
11408417,home,Rio Ave,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,170,334,M,901857,EUR,989107200,M,11,11,True,12.0,12.0,,,8.0,8.0,4.0,4.0,,1.0,3.0,,,,,18.0,15.0,6.7,1.0,0.0100103,0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11408417,home,Rio Ave,Adrien Silva,adrien-silva,A. Silva,M,175,380,,30127,EUR,605923200,M,15,15,True,16.0,14.0,1.0,1.0,9.0,9.0,6.0,8.0,,2.0,,,,,,18.0,20.0,6.9,2.0,0.0514351,0,,,1.0,3.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,
11408417,home,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,181,38,M,44739,EUR,567388800,M,8,8,True,13.0,12.0,1.0,,10.0,10.0,2.0,3.0,,,,,,,,10.0,13.0,6.4,1.0,0.00169449,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
