match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_wonTackle,stat_fouls,stat_challengeLost,stat_goals,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wasFouled,captain,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_clearanceOffLine,stat_hitWoodwork
14053811,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190.0,4420,M,927359,EUR,995846400,G,1,1,False,38.0,28.0,15.0,5.0,0.0,27.0,31.0,1.0,7.0,8.0,1.0,2.0,1.0,1.0,90.0,45.0,6.9,10.0,0.00048707,54.851364526899,11.0,9.87,4.935,0.0342,0,0.2251,0.09,0.0,0.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053811,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183.0,906,M,1120315,EUR,1037664000,D,3,3,False,43.0,35.0,2.0,1.0,0.0,13.0,14.0,22.0,29.0,3.0,,,,,90.0,67.0,8.2,16.0,0.861315,201.20683692177,18.0,149.1,24.675,,2,,0.78,0.44,0.2,,,,7.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.204,0.6494,148.54150216485,8.0,2.0,0.2,,,,,,,,,,,,,,,,,,
14053811,home,AFC Ajax,Aaron Bouwman,aaron-bouwman,A. Bouwman,D,3,188.0,790,M,1586649,EUR,1188259200,D,30,30,False,88.0,83.0,1.0,1.0,0.0,56.0,59.0,27.0,29.0,7.0,,,,,90.0,98.0,7.3,5.0,0.01856,231.8152232065,31.0,59.43,14.805,,1,,0.31,0.12,0.22,,Aaron Bouwman,,,,,4.0,2.0,,,,1.0,,2.0,1.0,2.0,0.089,,,,,0.02,3.0,1.0,1.0,,,,,,,,,,,,,,,
14053811,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182.0,1216,M,1000228,EUR,1047859200,D,15,15,False,85.0,81.0,5.0,3.0,0.0,50.0,53.0,31.0,32.0,4.0,,,,,90.0,94.0,9.5,6.0,0.028322,260.59267940826,32.0,188.265,20.16,,2,,0.34,0.26,-0.03,,,,,,4.0,4.0,4.0,,,,2.0,,2.0,2.0,,0.5685,1.6635,20.86346049916,1.0,,0.84,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
14053811,home,AFC Ajax,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177.0,710,M,970860,EUR,954720000,D,2,2,False,64.0,60.0,2.0,1.0,0.0,42.0,43.0,18.0,21.0,8.0,,,,,90.0,84.0,7.3,6.0,0.00835974,136.30206464772,21.0,29.715,8.505,,1,,0.1,0.11,0.18,,,,,,,1.0,5.0,3.0,2.0,,,,,4.0,1.0,0.0152,,,,,-0.05,,1.0,,,,,1.0,2.0,,,,,,,,,,
14053811,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179.0,1575,M,97410,EUR,730252800,M,18,18,False,38.0,30.0,1.0,,0.0,13.0,15.0,17.0,23.0,4.0,,,,,75.0,59.0,6.7,13.0,0.065577,61.864538600259,10.0,20.055,9.345,,4,,0.1,0.25,0.13,,,,1.0,1.0,,5.0,4.0,,,,1.0,2.0,1.0,2.0,3.0,0.7174,0.8265,17.295258188381,2.0,2.0,0.08,1.0,2.0,2.0,,,2.0,1.0,1.0,True,2.0,1.0,,,,,,,
14053811,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,742,M,996940,EUR,1061164800,M,6,6,False,50.0,47.0,1.0,1.0,0.0,21.0,22.0,26.0,28.0,7.0,,,,,63.0,61.0,7.7,4.0,0.0409366,63.380046669836,10.0,24.045,16.485,,1,,0.37,0.12,0.32,,,,1.0,,2.0,2.0,5.0,1.0,1.0,,,1.0,2.0,1.0,2.0,0.0901,,,,,0.02,,1.0,1.0,1.0,,,,,,,,,,,,,,
14053811,home,AFC Ajax,Sean Steur,sean-steur,S. Steur,M,48,180.0,722,M,1859920,EUR,1200009600,M,48,48,False,41.0,34.0,2.0,2.0,0.0,11.0,11.0,23.0,30.0,4.0,,,,,63.0,50.0,7.1,9.0,0.148721,152.38296211628,13.0,47.46,21.84,,2,,0.24,0.34,-0.04,,Sean Steur,,1.0,,,2.0,3.0,1.0,,,2.0,,,,1.0,0.2368,0.2233,53.682433692831,3.0,6.0,0.01,,,,1.0,,,,2.0,,,1.0,,,,,,,
14053811,home,AFC Ajax,Rayane Bounida,rayane-bounida,R. Bounida,M,43,179.0,3967,M,1403090,EUR,1141344000,F,43,43,False,41.0,38.0,1.0,1.0,2.0,8.0,8.0,30.0,33.0,2.0,,,,,83.0,73.0,8.6,15.0,0.783371,180.11592944148,18.0,36.435,25.83,,5,,0.84,0.36,-0.06,,Rayane Bounida,,10.0,3.0,,5.0,7.0,6.0,4.0,2.0,2.0,2.0,,,1.0,0.3439,0.6862,46.696430398655,3.0,4.0,0.08,,,1.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,
14053811,home,AFC Ajax,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,9,9,False,10.0,7.0,,,0.0,2.0,2.0,5.0,8.0,1.0,,,,,75.0,23.0,6.4,6.0,0.0207241,78.076236434249,8.0,55.44,25.62,,4,,-0.75,0.25,-0.01,,,,,,,5.0,3.0,1.0,,,1.0,1.0,,,1.0,0.3359,0.1851,41.506397869714,2.0,1.0,-0.48,1.0,1.0,3.0,,,2.0,2.0,2.0,,,1.0,KDolberg,,,,,,
14053811,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176.0,3962,M,1149146,EUR,1118102400,F,11,11,False,52.0,42.0,7.0,5.0,0.0,16.0,17.0,26.0,35.0,4.0,,,,,90.0,81.0,7.9,21.0,0.239389,333.67637011128,31.0,117.18,32.235,,6,,0.45,0.67,-0.01,,Mika Godts,,1.0,,,4.0,9.0,7.0,5.0,,4.0,,,,2.0,0.4428,1.0038,180.69914092038,10.0,2.0,-0.63,,1.0,,,,6.0,2.0,2.0,,2.0,1.0,,1.0,,,,,
14053811,home,AFC Ajax,Ko Itakura,ko-itakura,K. Itakura,D,4,189.0,3073,M,790989,EUR,854323200,D,4,4,True,18.0,16.0,,,0.0,10.0,10.0,6.0,8.0,1.0,,,,,27.0,18.0,6.7,2.0,0.00846139,34.787972204636,4.0,25.725,18.9,,0,,0.05,0.07,0.13,,,,,,,,,,,,,,,,,,,20.063145914836,1.0,,,,,,,,,,,,,,,,,,,,
