match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_shotOffTarget,stat_outfielderBlock,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_challengeLost,player_lastName,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_ownGoals
12264385,home,Sacramento Republic FC,Danny Vitiello,danny-vitiello,D. Vitiello,G,1,185.0,8,M,1025208,EUR,826070400,G,1,1,False,30.0,20.0,13.0,3.0,0.0,17.0,18.0,3.0,12.0,1.0,1.0,12.0,1.0,1.0,3.0,4.0,3.0,3.0,90.0,42.0,7.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Jonathan Ricketts,jonathan-ricketts,J. Ricketts,D,2,185.0,4,M,1019842,EUR,879984000,D,17,17,False,29.0,22.0,5.0,2.0,0.0,7.0,10.0,15.0,20.0,3.0,2.0,3.0,,,,,,,73.0,49.0,7.1,13.0,0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Chibuike Ukaegbu,chibuike-ukaegbu,C. Ukaegbu,D,55,188.0,15,M,1809540,EUR,1177718400,D,55,55,False,52.0,46.0,4.0,3.0,0.0,20.0,22.0,26.0,30.0,7.0,2.0,4.0,4.0,4.0,,,,,90.0,65.0,7.8,7.0,1,,,1.0,1.0,,2.0,2.0,2.0,,,1.0,,Chibuike Ukaegbu,1.0,,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Conor Donovan,conor-donovan,C. Donovan,D,20,188.0,6,M,790162,EUR,821059200,D,24,24,False,45.0,42.0,3.0,3.0,0.0,27.0,29.0,15.0,16.0,4.0,3.0,5.0,,,,,,,90.0,57.0,7.7,3.0,1,,3.0,3.0,4.0,,,,4.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Lee Desmond,lee-desmond,L. Desmond,D,4,183.0,13,M,794001,EUR,790732800,D,4,4,False,56.0,48.0,6.0,2.0,0.0,28.0,30.0,20.0,26.0,4.0,,,2.0,2.0,,,,,64.0,67.0,6.7,13.0,0,,,2.0,4.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Dámia Viader,damia-viader,D. Viader,D,3,178.0,15,M,982840,EUR,887846400,D,3,3,False,19.0,16.0,1.0,,0.0,6.0,8.0,10.0,12.0,2.0,,2.0,,,,,,,45.0,28.0,7.4,4.0,3,1.0,,,,,,,,,2.0,,,,2.0,,1.0,2.0,,,,,,,,,
12264385,home,Sacramento Republic FC,Rodrigo López,rodrigo-lopez,R. López,M,8,170.0,18,M,886336,EUR,579225600,M,8,8,False,92.0,84.0,14.0,11.0,0.0,40.0,43.0,46.0,53.0,2.0,,12.0,1.0,1.0,,,,,90.0,103.0,7.5,11.0,2,4.0,1.0,,5.0,,,,,,1.0,1.0,3.0,,2.0,,,,True,2.0,3.0,,,,,,
12264385,home,Sacramento Republic FC,Luis Fernandes,fernandes-luis,L. Fernandes,M,96,186.0,8,M,844543,EUR,822873600,M,96,96,False,24.0,20.0,2.0,1.0,0.0,11.0,11.0,9.0,13.0,4.0,,3.0,3.0,2.0,,,,,45.0,33.0,6.9,6.0,0,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12264385,home,Sacramento Republic FC,Rafael Jauregui,rafael-jauregui,R. Jauregui,M,,175.0,13,M,1046369,EUR,1103500800,M,15,15,False,34.0,32.0,1.0,1.0,1.0,15.0,15.0,17.0,20.0,4.0,,3.0,1.0,1.0,,,,,90.0,50.0,7.8,11.0,2,1.0,1.0,,3.0,,3.0,1.0,,5.0,2.0,,2.0,Rafael Jauregui,2.0,,,,,,,,1.0,,,,
12264385,home,Sacramento Republic FC,Russell Cicerone,russell-cicerone,R. Cicerone,F,11,178.0,10,M,873510,EUR,785030400,F,11,11,False,42.0,36.0,5.0,3.0,0.0,6.0,7.0,30.0,35.0,4.0,,2.0,1.0,1.0,,,,,90.0,54.0,7.1,14.0,0,,1.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,,,3.0,,,,,,,,,,,,,,
