match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals
14032390,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,1,1,False,True,21.0,16.0,8.0,4.0,0.0,14.0,16.0,2.0,5.0,3.0,2.0,3.0,90.0,27.0,6.5,5.0,0.00038062,18.348003382906,4.0,9.03,6.93,0.4607,0,-1.072,-0.01,-0.02,-0.33,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032390,home,Standard Liège,Henry Lawrence,,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,18,18,False,,35.0,25.0,4.0,,0.0,12.0,15.0,13.0,20.0,7.0,,,85.0,57.0,5.6,17.0,0.00917188,82.545031577737,12.0,17.115,9.24,,0,,-0.09,0.06,-0.54,,1.0,1.0,2.0,6.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14032390,home,Standard Liège,Daan Dierckx,,dierckx-daan,D. Dierckx,D,29,192.0,200,M,1099368,EUR,1045958400,D,29,29,False,,60.0,51.0,9.0,5.0,0.0,30.0,33.0,21.0,27.0,7.0,,,70.0,76.0,6.7,10.0,0.0115932,101.00640205711,16.0,66.15,8.505,,2,,0.19,0.18,-0.12,,,3.0,7.0,4.0,7.0,,8.0,,,,,1.0,2.0,1.0,1.0,0.2387,-0.55,,,,,,,,,,,,,,,,,,
14032390,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,,55.0,51.0,3.0,1.0,0.0,28.0,29.0,23.0,26.0,3.0,,,90.0,75.0,6.7,5.0,0.0100714,155.15738831096,20.0,77.91,14.49,,2,,0.2,0.1,-0.19,,,2.0,6.0,2.0,6.0,,9.0,,,,,1.0,2.0,1.0,1.0,0.2338,-0.31,,1.0,1.0,,,,,,,,,,,,,,,
14032390,home,Standard Liège,Gustav Mortensen,Gustav Mortensen,gustav-mortensen,G. Mortensen,D,3,175.0,60,M,1083365,EUR,1079654400,D,3,3,False,,43.0,37.0,1.0,1.0,0.0,9.0,9.0,28.0,34.0,2.0,,,90.0,63.0,6.0,13.0,0.32295,151.2242097045,16.0,99.33,24.78,,0,,0.38,0.19,-0.75,,6.0,1.0,1.0,7.0,3.0,,4.0,1.0,,,,2.0,,,,,,,,,2.0,3.0,2.0,1.0,34.584333724993,2.0,2.0,,,,,,,,
14032390,home,Standard Liège,Marco Ilaimaharitra,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,358198,EUR,806716800,M,23,23,False,,77.0,63.0,3.0,1.0,0.0,29.0,32.0,34.0,45.0,9.0,,,90.0,97.0,6.9,19.0,0.11122,59.77662417706,9.0,15.855,7.14,,1,,0.34,0.08,0.25,,1.0,3.0,,6.0,5.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,0.0229,-0.02,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,
14032390,home,Standard Liège,Nayel Mehssatou,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,M,8,8,False,,26.0,24.0,3.0,2.0,0.0,5.0,5.0,19.0,21.0,,,,45.0,33.0,6.7,4.0,0.0788869,72.066365394829,10.0,24.15,8.61,,1,,0.23,0.09,-0.06,,3.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,0.0736,-0.35,,,,1.0,,,,,,,,,,,,,,
14032390,home,Standard Liège,Adnane Abid,,adnane-abid,A. Abid,M,11,161.0,235,M,1127801,EUR,1061596800,M,11,11,False,,14.0,12.0,2.0,1.0,0.0,2.0,3.0,10.0,11.0,4.0,,,45.0,23.0,6.9,6.0,0.0299651,107.9420758022,9.0,53.34,38.745,,0,,0.27,0.16,-0.15,,2.0,,,3.0,3.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,38.750966762134,1.0,1.0,1.0,,,,,,,
14032390,home,Standard Liège,Teddy Teuma,,teddy-teuma,T. Teuma,M,80,176.0,879,M,829643,EUR,749347200,M,80,80,False,,67.0,49.0,4.0,1.0,0.0,17.0,19.0,32.0,48.0,3.0,,,90.0,90.0,6.2,29.0,0.61678,155.97545080525,16.0,27.09,22.575,,0,,0.42,0.2,-0.69,,12.0,,,5.0,3.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,5.0,2.0,2.0,1.0,42.816938657365,2.0,5.0,,1.0,1.0,,,,,
14032390,home,Standard Liège,Rafiki Saïd,,rafiki-said,R. Saïd,M,17,178.0,635,M,1047321,EUR,953078400,M,17,17,False,,25.0,22.0,,,0.0,1.0,1.0,21.0,24.0,3.0,,,90.0,52.0,6.6,17.0,0.0646326,283.69661000899,21.0,249.585,29.295,,3,,0.08,0.64,-0.19,,7.0,1.0,1.0,7.0,4.0,3.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,0.1646,-0.07,,,,1.0,,4.0,1.0,186.15470902788,9.0,,1.0,,,1.0,1.0,0.0505,,
