match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt
11450215,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,22.0,6.0,22.0,6.0,1.0,1.0,5.0,21.0,10.0,2.0,2.0,90.0,27.0,6.5,17.0,0.00079395,0,-0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450215,home,Samsunspor,Mickael Tirpan,mickael-tirpan,M. Tirpan,D,25,177,58,M,800340,EUR,751334400,D,24,24,False,20.0,9.0,6.0,1.0,3.0,7.0,6.0,14.0,4.0,,,90.0,46.0,7.0,18.0,0.00668756,0,,1.0,1.0,3.0,6.0,8.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
11450215,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,25.0,12.0,8.0,4.0,5.0,12.0,7.0,13.0,10.0,,,90.0,37.0,6.5,16.0,0.00495438,0,,,1.0,3.0,1.0,4.0,,6.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
11450215,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,17.0,10.0,5.0,3.0,5.0,6.0,5.0,11.0,5.0,,,78.0,24.0,6.9,7.0,0.00646216,0,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450215,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,28.0,13.0,14.0,5.0,2.0,7.0,11.0,22.0,8.0,,,90.0,54.0,6.7,25.0,0.00808847,0,,1.0,3.0,2.0,5.0,4.0,1.0,5.0,,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11450215,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,48,48,False,26.0,19.0,4.0,2.0,10.0,15.0,9.0,11.0,7.0,,,71.0,33.0,6.8,10.0,0.0259959,1,,,,1.0,3.0,2.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,0.0265,,,,,,,,,,,
11450215,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175,101,M,312388,EUR,728611200,M,13,13,False,35.0,21.0,9.0,3.0,7.0,12.0,14.0,25.0,6.0,,,78.0,49.0,7.1,21.0,0.0248928,0,,2.0,1.0,1.0,3.0,5.0,,,,2.0,2.0,3.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
11450215,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,22.0,14.0,3.0,,1.0,4.0,13.0,21.0,3.0,,,90.0,38.0,6.1,15.0,0.142919,1,,3.0,6.0,1.0,13.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,,,,3.0,1.0,2.0,,1.0,0.4577,,1.0,1.0,2.0,,,,,,,
11450215,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,33.0,19.0,2.0,1.0,2.0,2.0,18.0,33.0,2.0,,,80.0,44.0,7.4,17.0,0.376551,2,,2.0,,2.0,2.0,3.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,1.0,0.2795,,,,1.0,1.0,1.0,1.0,1.0,0.7162,,
11450215,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,25.0,16.0,3.0,1.0,4.0,6.0,14.0,24.0,5.0,,,71.0,40.0,9.1,14.0,0.546453,1,,5.0,3.0,3.0,3.0,5.0,,,1.0,1.0,1.0,1.0,,,,,1.0,3.0,,1.0,1.0,,0.2607,,3.0,,1.0,2.0,1.0,,1.0,0.3063,True,
