match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
12437041,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,50.0,38.0,17.0,5.0,0.0,35.0,36.0,3.0,14.0,1.0,8.0,3.0,2.0,1.0,1.0,90.0,60.0,7.0,12.0,0.00081667,0,0.0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437041,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,35.0,31.0,3.0,2.0,0.0,16.0,16.0,16.0,21.0,3.0,4.0,,,,,90.0,56.0,7.1,7.0,0.141821,0,,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437041,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,67.0,59.0,7.0,2.0,0.0,48.0,50.0,11.0,17.0,2.0,2.0,,,,,90.0,76.0,7.2,8.0,0.114267,1,,,,,,,5.0,,1.0,1.0,1.0,2.0,,,2.0,,1.0,,,1.0,0.0668,0.654,,,,,,,,,,,
12437041,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,37.0,34.0,5.0,3.0,0.0,21.0,23.0,13.0,14.0,4.0,4.0,,,,,90.0,44.0,6.9,3.0,0.0143737,2,,,,5.0,2.0,5.0,2.0,,,,,,,,,,,,,1.0,0.0511,0.0788,1.0,,,,,,,,,,
12437041,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,26.0,23.0,,,0.0,5.0,7.0,19.0,22.0,,3.0,,,,,71.0,41.0,7.2,6.0,0.405856,0,,3.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,,3.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,
12437041,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,17.0,14.0,1.0,,0.0,2.0,3.0,12.0,15.0,,4.0,,,,,71.0,26.0,6.6,7.0,0.0668685,0,,1.0,,,,5.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,,,,True,2.0,,,,,,,
12437041,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,24,24,False,32.0,28.0,1.0,1.0,0.0,12.0,14.0,16.0,18.0,,2.0,,,,,45.0,42.0,6.6,5.0,0.0219935,2,,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,0.2118,0.7227,,,,1.0,1.0,1.0,,,,,
12437041,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,67.0,53.0,6.0,2.0,0.0,17.0,21.0,39.0,57.0,1.0,2.0,,,,,90.0,91.0,7.4,23.0,0.265479,4,,11.0,3.0,2.0,,4.0,3.0,,1.0,,2.0,1.0,1.0,,2.0,1.0,2.0,,,1.0,0.2488,0.2395,3.0,,,,,,1.0,,,,
12437041,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,38.0,30.0,,,0.0,12.0,13.0,18.0,28.0,,5.0,,,,,90.0,50.0,7.2,11.0,0.150734,0,,3.0,,,1.0,1.0,3.0,,1.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,
12437041,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,F,27,27,False,12.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,9.0,,,,,,,57.0,19.0,6.5,7.0,0.0775623,1,,,,1.0,,7.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,0.0811,,,,,4.0,,1.0,,,,,
