match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_errorLeadToAShot,stat_wasFouled,stat_aerialWon,stat_totalCross,stat_shotOffTarget,captain,stat_wonContest,stat_keyPass,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated
10352158,home,TSV 1860 München,Marco Hiller,marco-hiller,M. Hiller,G,1,187,45,M,797699,EUR,856396800,G,1,1,False,29.0,24.0,11.0,6.0,22.0,24.0,2.0,5.0,3.0,8.0,1.0,4.0,8.0,1.0,90.0,45.0,7.2,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Christopher Lannert,christopher-lannert,C. Lannert,D,24,180,18,M,886258,EUR,897264000,D,22,22,False,5.0,2.0,3.0,,2.0,3.0,,2.0,,3.0,,,,,20.0,8.0,5.9,5.0,0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Leandro Morgalla,morgalla-leandro,L. Morgalla,D,39,186,229,M,1135938,EUR,1095033600,D,39,39,False,30.0,23.0,8.0,2.0,20.0,21.0,3.0,9.0,8.0,3.0,,,,,90.0,49.0,7.0,9.0,0,1.0,,,,6.0,1.0,1.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Jesper Verlaat,jesper-verlaat,J. Verlaat,D,4,192,42,M,792083,EUR,833846400,D,4,4,False,22.0,17.0,3.0,1.0,17.0,20.0,,2.0,5.0,1.0,,,,,90.0,35.0,5.9,7.0,0,4.0,1.0,,,2.0,,,2.0,1.0,,Jesper,Verlaat,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Philipp Steinhart,philipp-steinhart,P. Steinhart,D,36,180,8,M,142212,EUR,710467200,D,36,36,False,17.0,6.0,5.0,,3.0,5.0,3.0,12.0,1.0,6.0,,,,,90.0,38.0,6.3,15.0,0,2.0,2.0,1.0,,3.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Yannick Deichmann,yannick-deichmann,Y. Deichmann,M,20,180,6,M,168975,EUR,776736000,M,20,20,False,5.0,,,,,2.0,,4.0,1.0,2.0,,,,,82.0,12.0,6.4,7.0,1,2.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Tim Rieder,tim-rieder,T. Rieder,M,40,186,14,M,142239,EUR,746928000,M,6,6,False,16.0,10.0,4.0,,7.0,11.0,3.0,5.0,2.0,4.0,,,,,90.0,22.0,6.4,6.0,0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Stefan Lex,stefan-lex,S. Lex,F,,178,9,,245293,EUR,628128000,M,7,7,False,8.0,3.0,2.0,,,1.0,3.0,8.0,3.0,1.0,,,,,90.0,20.0,5.6,9.0,0,7.0,3.0,,,1.0,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,True,,,,,,,,,,,,,
10352158,home,TSV 1860 München,Erik Tallig,tallig-erik,E. Tallig,M,13,178,11,M,933638,EUR,947462400,M,8,8,False,17.0,6.0,5.0,1.0,3.0,4.0,3.0,15.0,,3.0,,,,,90.0,25.0,6.3,16.0,0,2.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,Erik,Tallig,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,
10352158,home,TSV 1860 München,Fynn Lakenmacher,fynn-lakenmacher,F. Lakenmacher,F,19,188,56,M,996662,EUR,957916800,F,19,19,False,5.0,3.0,,,1.0,2.0,2.0,3.0,,4.0,,,,,81.0,22.0,6.3,12.0,0,9.0,1.0,6.0,,6.0,2.0,,1.0,1.0,1.0,,,4.0,3.0,,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,
