match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_blockedScoringAttempt,stat_interceptionWon,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,captain,stat_totalOffside,player_firstName,player_lastName,stat_lastManTackle
12436972,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,40.0,34.0,12.0,6.0,0.0,33.0,35.0,1.0,5.0,2.0,7.0,2.0,3.0,90.0,50.0,7.5,7.0,0.00048041,0,0.5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436972,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,19.0,15.0,2.0,1.0,0.0,9.0,12.0,6.0,7.0,1.0,3.0,,,45.0,28.0,6.9,5.0,0.0088333,1,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.1389,,,,,,,,,,,,,,,,,,,,,,,
12436972,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,90.0,85.0,3.0,2.0,0.0,47.0,50.0,38.0,40.0,1.0,,,,90.0,92.0,7.2,5.0,0.0181343,0,,2.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436972,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,73.0,69.0,1.0,,0.0,40.0,43.0,29.0,30.0,2.0,3.0,,,89.0,77.0,6.8,4.0,0.0206798,0,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436972,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,39.0,33.0,3.0,1.0,0.0,12.0,15.0,21.0,24.0,3.0,5.0,,,90.0,65.0,6.6,12.0,0.0182462,2,,,4.0,5.0,,2.0,3.0,2.0,1.0,0.5591,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12436972,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,False,76.0,71.0,2.0,1.0,0.0,30.0,30.0,41.0,47.0,2.0,9.0,,,90.0,93.0,7.1,11.0,0.129424,1,,1.0,6.0,6.0,,,2.0,2.0,1.0,0.0611,,4.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
12436972,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,False,58.0,57.0,2.0,2.0,0.0,22.0,22.0,35.0,36.0,,3.0,,,89.0,77.0,7.6,7.0,0.117038,2,,,4.0,7.0,,,2.0,1.0,,0.1005,,2.0,3.0,1.0,,,2.0,4.0,,1.0,,3.0,1.0,1.0,0.1677,,,,,,,,
12436972,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,53.0,44.0,3.0,3.0,0.0,22.0,24.0,24.0,32.0,1.0,10.0,,,90.0,69.0,8.0,13.0,0.283758,1,,,5.0,4.0,2.0,,1.0,1.0,1.0,0.8449,,1.0,3.0,2.0,,,1.0,1.0,3.0,,1.0,2.0,1.0,,0.995,2.0,1.0,1.0,,,,,
12436972,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,46.0,38.0,1.0,1.0,1.0,6.0,7.0,35.0,47.0,1.0,4.0,,,74.0,68.0,8.9,15.0,0.252545,5,,,4.0,4.0,2.0,1.0,1.0,,1.0,0.3484,,1.0,2.0,2.0,,1.0,1.0,1.0,8.0,1.0,1.0,4.0,3.0,,1.3301,3.0,1.0,1.0,True,,,,
12436972,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,38.0,31.0,,,1.0,4.0,4.0,28.0,36.0,,2.0,,,89.0,68.0,8.8,20.0,0.239029,3,,,10.0,10.0,,2.0,2.0,2.0,,0.1922,2.0,5.0,9.0,6.0,,,3.0,2.0,2.0,,1.0,1.0,1.0,,0.5414,1.0,1.0,1.0,,1.0,,,
