match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
10913512,home,Al-Ittihad,Mohammed Al-Saiari,mohammed-al-saiari,M. Al-Saiari,F,70,174.0,26,M,828525,EUR,736300800.0,F,80,80,True,,,,,,,,,1.0,,1.0,,,,,14.0,3.0,6.6,0,1.0,,3.0,,1.0,1.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,
10913512,home,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200.0,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,home,Al-Ittihad,Sultan Al Sulayi,sultan-al-sulayi,S. A. Sulayi,D,13,,1,M,1404291,EUR,,D,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Sultan Al Sulayi,,,,,,,,,
10913512,home,Al-Ittihad,Abdulelah Al Shehri,abdulelah-al-shehri,A. A. Shehri,M,28,,2,M,1472204,EUR,1033344000.0,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Abdulelah Al Shehri,,,,,,,,,
10913512,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400.0,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Awad Al Nashri,,,,,,,,,
10913512,home,Al-Ittihad,Abdulkareem Ali Maghrabi,abdulkareem-ali-maghrabi,A. A. Maghrabi,M,16,,1,M,1457630,EUR,,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Abdulkareem Ali Maghrabi,,,,,,,,,
10913512,home,Al-Ittihad,Al-Mutasim Sediq Hassan,sediq-hassan-al-mutasim,A. S. Hassan,M,24,160.0,11,M,1923676,EUR,1020124800.0,M,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Al-Mutasim,Sediq Hassan,,,,,,,,
10913512,away,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600.0,G,1,1,False,,20.0,17.0,15.0,12.0,13.0,13.0,4.0,7.0,1.0,1.0,2.0,7.0,5.0,2.0,90.0,34.0,8.5,0,,,1.0,,,,,,,,,,,,4.0,,,,,,1.0,,,,,2.0,3.0,
10913512,away,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200.0,D,32,32,False,,32.0,25.0,4.0,1.0,16.0,19.0,9.0,13.0,,11.0,2.0,9.0,,,90.0,65.0,7.1,0,,,7.0,2.0,4.0,2.0,,2.0,8.0,5.0,4.0,1.0,1.0,,16.0,,,,,,2.0,,,,,,,
10913512,away,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400.0,D,19,19,False,True,20.0,17.0,2.0,,16.0,17.0,1.0,3.0,1.0,6.0,6.0,2.0,,,90.0,35.0,7.4,0,,,3.0,,,,,3.0,4.0,2.0,,1.0,1.0,,3.0,,2.0,,,,,,,,,,,
10913512,away,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400.0,D,12,12,False,,37.0,22.0,22.0,9.0,11.0,16.0,11.0,21.0,1.0,3.0,2.0,4.0,,,90.0,43.0,6.9,0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,15.0,,,,Mohammed,Salem,1.0,,,,,,,
10913512,away,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800.0,D,28,28,False,,26.0,19.0,10.0,5.0,15.0,16.0,4.0,10.0,1.0,7.0,5.0,2.0,,,90.0,43.0,7.3,0,,,3.0,,,,,3.0,3.0,1.0,,3.0,1.0,,7.0,,1.0,,,,1.0,,,,,,,
10913512,away,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000.0,D,27,27,False,,25.0,18.0,4.0,2.0,10.0,11.0,8.0,14.0,,7.0,2.0,6.0,,,90.0,45.0,6.9,0,,,5.0,,2.0,1.0,,1.0,3.0,2.0,2.0,3.0,,,10.0,,2.0,,,,2.0,,,,,,,
10913512,away,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800.0,M,10,10,False,,24.0,20.0,2.0,,11.0,12.0,9.0,15.0,,7.0,1.0,7.0,,,88.0,46.0,6.4,0,3.0,,11.0,1.0,4.0,1.0,,,5.0,4.0,5.0,1.0,2.0,1.0,16.0,,1.0,,,,4.0,,,,,,,
10913512,away,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600.0,M,44,44,False,,19.0,14.0,,,11.0,16.0,3.0,3.0,,3.0,1.0,5.0,,,70.0,27.0,6.0,0,,,4.0,,1.0,1.0,,1.0,,,1.0,2.0,2.0,,6.0,,,,,,2.0,,,,,,,2.0
10913512,away,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800.0,M,88,88,False,,24.0,20.0,3.0,2.0,11.0,12.0,9.0,14.0,1.0,5.0,1.0,4.0,,,90.0,35.0,6.7,0,2.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,2.0,,8.0,1.0,,,,,1.0,,,,,,,
10913512,away,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800.0,M,11,11,False,,15.0,11.0,2.0,1.0,6.0,7.0,5.0,10.0,,3.0,3.0,4.0,,,63.0,26.0,6.3,0,2.0,,4.0,,1.0,,,,2.0,,,1.0,1.0,,7.0,,,,,,2.0,,,,,,,1.0
10913512,away,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800.0,F,17,17,False,,29.0,13.0,,,3.0,8.0,10.0,21.0,12.0,13.0,1.0,1.0,,,90.0,34.0,6.8,0,,,10.0,1.0,,,,,,,1.0,1.0,1.0,,18.0,,9.0,,,,,,,,,,,
10913512,away,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600.0,F,82,82,True,,5.0,3.0,,,2.0,2.0,1.0,5.0,,,,4.0,,,27.0,13.0,6.3,1,2.0,,7.0,1.0,2.0,,,,,,1.0,,1.0,,8.0,,,,,,3.0,1.0,,,,,,
10913512,away,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200.0,M,18,18,True,,5.0,5.0,,,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,20.0,11.0,6.7,0,1.0,,1.0,,,,,2.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,
10913512,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200.0,M,45,45,True,,,,,,,,,,,,,1.0,,,13.0,3.0,6.2,0,,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,
10913512,away,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600.0,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,away,Al Raed,Abdulmalek Al-Shammari,abdulmalek-al-shammary,A. Al-Shammari,D,17,177.0,13,M,846889,EUR,808531200.0,M,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,away,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,away,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400.0,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,away,Al Raed,Abdulaziz Al Jebreen,abdulaziz-al-jebreen,A. A. Jebreen,M,,178.0,12,M,791406,EUR,640483200.0,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913512,away,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400.0,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
